POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,495.7401,1427.7808,-1126.8867,0.0,0.0,0.0,-1285.3874,-16153.5679,611.5237,11786.1476,-1907.1447,1227.0567,-732.1137,-4244.649800000001,-1412.2017,-5656.851500000001
1,508.6426,1437.573,-1113.1,0.0,0.0,0.0,-1285.099,-16306.0462,620.0074,11821.184,-1829.6636,1216.5058,-727.8973,-4316.838200000002,-1341.0551,-5657.893300000002
2,472.3384,1377.915,-1103.6985,0.0,0.0,0.0,-1283.1421,-16329.0649,634.1699,11857.6754,-1792.9212,1221.0229,-734.5034,-4373.8067999999985,-1306.4017000000001,-5680.208499999999
3,476.5965,1411.3699,-1088.7736,0.0,0.0,0.0,-1291.6124,-16223.7725,621.187,11843.2396,-1923.8285,1229.5468,-740.4698,-4251.7654999999995,-1434.7514999999999,-5686.516999999999
4,512.9956,1366.6548,-1074.2979,0.0,0.0,0.0,-1307.2011,-16173.768,615.8874,11782.567,-1906.6464,1229.4617,-739.3325,-4277.1622000000025,-1416.5172,-5693.679400000003
5,484.5659,1454.1002,-1115.7707,0.0,0.0,0.0,-1284.3549,-16228.8141,607.1685,11793.7751,-1858.1692,1224.354,-735.6509,-4289.33,-1369.4661,-5658.7961
6,505.3226,1440.8992,-1124.4415,0.0,0.0,0.0,-1268.6049,-16282.6052,619.1982,11828.1791,-1869.666,1230.0429,-745.8609,-4282.052499999998,-1385.484,-5667.536499999998
7,497.4188,1468.7815,-1117.8167,0.0,0.0,0.0,-1291.8291,-16175.0302,609.7582,11800.2815,-1909.626,1230.1232,-739.711,-4208.436,-1419.2138,-5627.6498
8,512.6639,1404.0749,-1096.5264,0.0,0.0,0.0,-1293.5568,-16130.0987,606.6808,11818.0452,-1935.7463,1240.8301,-749.9864,-4178.7171,-1444.9026000000001,-5623.619699999999
9,477.0313,1434.1814,-1050.7564,0.0,0.0,0.0,-1329.321,-16132.628,608.722,11799.599,-1926.0949,1232.1408,-745.4167,-4193.171699999999,-1439.3708000000001,-5632.542499999999
10,542.4929,1386.8919,-1093.1552,0.0,0.0,0.0,-1273.4813,-16185.1596,621.0188,11832.3386,-1922.9738,1229.0932,-745.8689,-4169.053900000001,-1439.7495,-5608.803400000001
11,493.2753,1408.9398,-1106.0699,0.0,0.0,0.0,-1262.7585,-16226.7275,620.1582,11853.0201,-1908.8438,1232.533,-744.8462,-4220.162500000002,-1421.1570000000002,-5641.319500000003
12,517.5709,1395.1197,-1122.3463,0.0,0.0,0.0,-1297.7464,-16198.5253,603.6667,11794.8772,-1946.3518,1230.1043,-745.5293,-4307.3835,-1461.7768,-5769.1603000000005
13,557.2297,1396.0951,-1090.3758,0.0,0.0,0.0,-1278.4572,-16219.789,604.1053,11802.6896,-1878.6217,1227.6001,-739.5392,-4228.502300000002,-1390.5607999999997,-5619.063100000002
14,469.2026,1416.9448,-1073.8544,0.0,0.0,0.0,-1285.1972,-16186.6315,607.506,11800.0653,-1943.1994,1226.811,-745.9844,-4251.964400000001,-1462.3728,-5714.337200000001
15,488.9277,1439.3911,-1096.6967,0.0,0.0,0.0,-1261.6431,-16329.9093,609.838,11862.4416,-1819.0067,1230.9642,-746.2902,-4287.6507,-1334.3327,-5621.9834
