POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,495.7401,1427.7808,-1126.8867,0.0,0.0,0.0,-1285.3874,-16153.5679,611.5237,11786.1476,-1907.1447,39.9367,0.0,-4244.649800000001,-1867.208,-6111.857800000001
1,508.6426,1437.573,-1113.1,0.0,0.0,0.0,-1285.099,-16306.0462,620.0074,11821.184,-1829.6636,39.3459,0.0,-4316.838200000002,-1790.3177,-6107.155900000002
2,472.3384,1377.915,-1103.6985,0.0,0.0,0.0,-1283.1421,-16329.0649,634.1699,11857.6754,-1792.9212,39.391,0.0,-4373.8067999999985,-1753.5302,-6127.336999999999
3,476.5965,1411.3699,-1088.7736,0.0,0.0,0.0,-1291.6124,-16223.7725,621.187,11843.2396,-1923.8285,40.5,0.0,-4251.7654999999995,-1883.3285,-6135.093999999999
4,512.9956,1366.6548,-1074.2979,0.0,0.0,0.0,-1307.2011,-16173.768,615.8874,11782.567,-1906.6464,40.6059,0.0,-4277.1622000000025,-1866.0405,-6143.202700000003
5,484.5659,1454.1002,-1115.7707,0.0,0.0,0.0,-1284.3549,-16228.8141,607.1685,11793.7751,-1858.1692,40.1526,0.0,-4289.33,-1818.0166000000002,-6107.3466
6,505.3226,1440.8992,-1124.4415,0.0,0.0,0.0,-1268.6049,-16282.6052,619.1982,11828.1791,-1869.666,40.6906,0.0,-4282.052499999998,-1828.9754,-6111.027899999998
7,497.4188,1468.7815,-1117.8167,0.0,0.0,0.0,-1291.8291,-16175.0302,609.7582,11800.2815,-1909.626,40.3986,0.0,-4208.436,-1869.2274,-6077.6633999999995
8,512.6639,1404.0749,-1096.5264,0.0,0.0,0.0,-1293.5568,-16130.0987,606.6808,11818.0452,-1935.7463,41.1143,0.0,-4178.7171,-1894.632,-6073.349099999999
9,477.0313,1434.1814,-1050.7564,0.0,0.0,0.0,-1329.321,-16132.628,608.722,11799.599,-1926.0949,40.9625,0.0,-4193.171699999999,-1885.1324,-6078.304099999999
10,542.4929,1386.8919,-1093.1552,0.0,0.0,0.0,-1273.4813,-16185.1596,621.0188,11832.3386,-1922.9738,40.5607,0.0,-4169.053900000001,-1882.4131,-6051.467000000001
11,493.2753,1408.9398,-1106.0699,0.0,0.0,0.0,-1262.7585,-16226.7275,620.1582,11853.0201,-1908.8438,40.7481,0.0,-4220.162500000002,-1868.0957,-6088.258200000003
12,517.5709,1395.1197,-1122.3463,0.0,0.0,0.0,-1297.7464,-16198.5253,603.6667,11794.8772,-1946.3518,41.2325,0.0,-4307.3835,-1905.1192999999998,-6212.5028
13,557.2297,1396.0951,-1090.3758,0.0,0.0,0.0,-1278.4572,-16219.789,604.1053,11802.6896,-1878.6217,40.3621,0.0,-4228.502300000002,-1838.2595999999999,-6066.761900000001
14,469.2026,1416.9448,-1073.8544,0.0,0.0,0.0,-1285.1972,-16186.6315,607.506,11800.0653,-1943.1994,40.5494,0.0,-4251.964400000001,-1902.6499999999999,-6154.6144
15,488.9277,1439.3911,-1096.6967,0.0,0.0,0.0,-1261.6431,-16329.9093,609.838,11862.4416,-1819.0067,40.5871,0.0,-4287.6507,-1778.4196,-6066.0703
16,492.5955,1388.2974,-1126.5396,0.0,0.0,0.0,-1292.447,-16366.0935,632.6919,11828.7427,-1753.9969,40.6963,0.0,-4442.7526,-1713.3006,-6156.0532
17,531.3101,1438.3386,-1123.8287,0.0,0.0,0.0,-1273.2949,-16255.2996,612.1966,11810.5973,-1854.1518,39.8316,0.0,-4259.980600000001,-1814.3202,-6074.3008
18,509.0003,1381.5025,-1111.1524,0.0,0.0,0.0,-1288.7073,-16144.6744,617.9298,11751.4662,-1883.7668,40.2333,0.0,-4284.635299999998,-1843.5335,-6128.168799999999
