GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,546.025,1389.0239,-1126.5756,0.0,0.0,0.0,-1267.6308,-16159.0202,617.5305,11789.4931,-2085.3055,58.203702719999995,-4211.1541,-2027.10179728,-6238.25589728
1,520.092,1381.0985,-1112.5858,0.0,0.0,0.0,-1281.7653,-16194.5627,600.4298,11730.3777,-1962.5095,56.6558316,-4356.9158000000025,-1905.8536683999998,-6262.769468400003
2,491.7379,1419.5256,-1082.5806,0.0,0.0,0.0,-1233.83,-16151.1272,629.0244,11850.7683,-2162.9147,59.99485392,-4076.481600000001,-2102.91984608,-6179.40144608
3,539.796,1424.0466,-1101.5949,0.0,0.0,0.0,-1259.6155,-16226.9769,606.8462,11798.5247,-1998.1684,57.95698392,-4218.973800000002,-1940.21141608,-6159.185216080002
4,506.372,1426.6864,-1084.8199,0.0,0.0,0.0,-1286.1282,-16157.3263,618.0285,11801.1716,-2071.8094,58.19551704,-4176.0159,-2013.6138829600002,-6189.629782960001
5,486.6507,1392.6771,-1086.3163,0.0,0.0,0.0,-1277.4891,-16110.67,616.1384,11845.0109,-2163.8735,56.6673012,-4133.998300000001,-2107.2061988,-6241.204498800001
6,514.3938,1365.699,-1115.137,0.0,0.0,0.0,-1258.3273,-16144.8745,614.0476,11833.909,-2106.7731,58.93713288,-4190.2894,-2047.8359671199999,-6238.12536712
7,516.6052,1431.4929,-1081.1075,0.0,0.0,0.0,-1289.7456,-16118.4186,619.3556,11778.2403,-2101.3779,55.9172844,-4143.577700000002,-2045.4606156,-6189.038315600001
8,465.4856,1428.4459,-1108.192,0.0,0.0,0.0,-1277.9593,-16225.4759,617.696,11825.6757,-2027.8487,56.5103988,-4274.3240000000005,-1971.3383012,-6245.662301200001
9,546.2544,1393.3224,-1110.7835,0.0,0.0,0.0,-1262.3962,-16236.414,604.7557,11739.1618,-1982.264,55.55942928,-4326.099400000003,-1926.70457072,-6252.803970720003
10,496.7783,1437.2717,-1073.3753,0.0,0.0,0.0,-1283.6442,-16125.0731,622.8574,11829.591,-2133.6598,57.85652376,-4095.5941999999995,-2075.80327624,-6171.397476239999
11,498.7259,1447.3096,-1091.6093,0.0,0.0,0.0,-1261.6867,-16298.8716,606.9348,11893.8934,-2042.2243,57.733675919999996,-4205.303899999999,-1984.49062408,-6189.794524079999
12,491.774,1429.7879,-1117.9682,0.0,0.0,0.0,-1261.7369,-15988.5123,611.7447,11797.6147,-2255.1201,59.13927504,-4037.2961000000014,-2195.98082496,-6233.276924960001
13,527.7022,1408.8305,-1098.2956,0.0,0.0,0.0,-1253.4829,-16068.2171,602.3827,11759.613,-2140.5396,59.30235647999999,-4121.467199999999,-2081.23724352,-6202.70444352
14,538.7856,1399.0987,-1073.1695,0.0,0.0,0.0,-1237.198,-16030.8269,615.606,11753.1778,-2172.129,60.688786320000006,-4034.5262999999995,-2111.44021368,-6145.9665136799995
15,488.7938,1410.4495,-1074.2399,0.0,0.0,0.0,-1279.0914,-16120.67,589.9933,11874.9386,-2155.4242,58.820301359999995,-4109.826100000002,-2096.60389864,-6206.429998640002
16,513.6397,1434.6326,-1114.926,0.0,0.0,0.0,-1253.1057,-16144.4313,617.7873,11808.3158,-2073.767,57.2021784,-4138.087599999999,-2016.5648215999997,-6154.652421599999
17,516.9895,1442.5545,-1129.1397,0.0,0.0,0.0,-1244.8197,-16089.5864,600.0979,11736.0432,-2113.3375,60.396204960000006,-4167.860700000001,-2052.94129504,-6220.80199504
18,489.7272,1357.0302,-1071.2178,0.0,0.0,0.0,-1276.7647,-16163.2365,608.4303,11821.8471,-2066.5217,59.23540799999999,-4234.1842000000015,-2007.2862919999998,-6241.470492000001
19,521.3085,1348.977,-1070.7392,0.0,0.0,0.0,-1284.7546,-16197.2552,615.1415,11825.4032,-2026.2276,55.76974992,-4241.918799999998,-1970.4578500799998,-6212.3766500799975
20,517.5131,1423.4005,-1096.2775,0.0,0.0,0.0,-1282.7865,-16144.8216,620.5468,11766.725,-2042.778,56.4652764,-4195.7001999999975,-1986.3127236,-6182.0129235999975
21,538.4188,1436.4711,-1094.7338,0.0,0.0,0.0,-1267.5237,-16241.9356,617.7579,11770.3707,-1971.7163,56.03837832,-4241.174600000002,-1915.67792168,-6156.852521680002
