POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,502.4617,1382.323,-1103.9731,0.0,0.0,0.0,-1279.2727,-16124.6603,601.5934,11816.5834,-1964.2881,1229.5279,-735.0724,-4204.944600000001,-1469.8326,-5674.7772
1,511.5248,1412.3266,-1109.3099,0.0,0.0,0.0,-1283.8729,-16128.4004,590.3952,11797.2544,-1963.3583,1228.3655,-732.8005,-4210.082200000001,-1467.7933,-5677.875500000001
2,548.5007,1400.0884,-1110.8994,0.0,0.0,0.0,-1288.9232,-16108.0736,587.854,11736.4554,-1916.8409,1220.8244,-727.7142,-4234.997699999998,-1423.7307,-5658.728399999998
3,498.9917,1401.9506,-1082.5728,0.0,0.0,0.0,-1298.1131,-16176.1019,610.3663,11833.5381,-1925.8686,1228.7577,-728.9565,-4211.9411,-1426.0674,-5638.0085
4,541.8453,1510.6386,-1078.6779,0.0,0.0,0.0,-1265.9931,-16129.9512,609.7918,11771.5782,-1989.0903,1227.463,-732.3706,-4040.7682999999997,-1493.9979,-5534.7662
5,496.9134,1437.0498,-1117.2183,0.0,0.0,0.0,-1269.2959,-16199.7225,607.6326,11871.3675,-1939.1357,1234.9758,-733.7614,-4173.273399999998,-1437.9213,-5611.194699999998
6,521.7774,1403.4277,-1089.6188,0.0,0.0,0.0,-1275.7559,-16125.6636,598.513,11860.0927,-1998.7927,1235.4672,-735.1177,-4107.227500000001,-1498.4432,-5605.670700000001
7,497.3765,1415.2543,-1101.57,0.0,0.0,0.0,-1293.0333,-16057.724,619.046,11819.5534,-2003.2383,1235.6231,-738.385,-4101.097099999997,-1506.0002,-5607.097299999998
8,524.5861,1402.1504,-1115.9689,0.0,0.0,0.0,-1309.3049,-16275.5778,596.8104,11833.1295,-1820.0396,1226.7307,-730.2665,-4344.1752,-1323.5754,-5667.750599999999
9,517.3779,1410.6608,-1089.9837,0.0,0.0,0.0,-1306.4452,-16131.0038,622.4736,11813.737,-1935.4935,1225.9699,-731.5692,-4163.183400000002,-1441.0928,-5604.276200000002
10,499.4377,1458.4048,-1064.2088,0.0,0.0,0.0,-1286.7457,-16328.9594,616.1377,11843.6237,-1849.8835,1219.4116,-728.4509,-4262.310000000001,-1358.9228,-5621.232800000002
11,480.0657,1430.6021,-1074.2896,0.0,0.0,0.0,-1270.3526,-16276.7592,622.2933,11807.6397,-1855.6159,1222.5774,-727.2545,-4280.8006000000005,-1360.2930000000001,-5641.0936
12,519.9479,1393.7469,-1112.8823,0.0,0.0,0.0,-1285.3358,-16352.0762,610.7705,11861.2129,-1843.5683,1216.657,-725.3216,-4364.616099999999,-1352.2329,-5716.848999999999
13,529.6996,1406.4073,-1072.7286,0.0,0.0,0.0,-1259.3328,-16242.3684,606.9496,11853.5488,-1929.3673,1227.5859,-735.6027,-4177.824499999999,-1437.3840999999998,-5615.208599999999
14,510.2307,1431.5374,-1076.8112,0.0,0.0,0.0,-1286.8411,-16141.4918,604.4767,11851.9121,-1985.727,1234.5316,-743.9893,-4106.987200000001,-1495.1847,-5602.171900000001
15,527.2442,1433.154,-1096.6791,0.0,0.0,0.0,-1299.0799,-16044.519,601.3481,11836.8712,-2048.7985,1233.804,-735.5318,-4041.6605,-1550.5262999999998,-5592.1867999999995
16,515.9538,1442.3766,-1087.6628,0.0,0.0,0.0,-1282.4772,-16231.9249,615.0183,11860.6411,-1948.6213,1228.4931,-742.3926,-4168.075099999998,-1462.5208000000002,-5630.595899999998
17,486.4885,1434.3907,-1106.2954,0.0,0.0,0.0,-1273.154,-16259.717,611.7665,11851.4019,-1901.3276,1228.2427,-740.6422,-4255.118799999998,-1413.7271,-5668.845899999999
18,482.8528,1417.3645,-1075.4121,0.0,0.0,0.0,-1249.267,-16355.084,614.1403,11908.1694,-1875.7103,1223.872,-726.715,-4257.2361,-1378.5533,-5635.7894
19,520.4431,1440.6447,-1113.3513,0.0,0.0,0.0,-1285.3907,-16134.6746,596.8793,11781.3243,-1965.9166,1235.5475,-740.5203,-4194.125199999999,-1470.8894,-5665.0145999999995
20,500.7626,1443.713,-1092.5351,0.0,0.0,0.0,-1283.7395,-16311.6697,604.3768,11799.5864,-1819.9822,1224.1461,-731.3936,-4339.505500000001,-1327.2296999999999,-5666.735200000002
21,495.4846,1436.3127,-1131.2446,0.0,0.0,0.0,-1313.991,-16177.5837,601.8152,11811.0773,-1903.5319,1221.6324,-726.1963,-4278.129499999999,-1408.0958,-5686.225299999998
