GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,491.2761,1418.096,-1080.3725,0.0,0.0,0.0,-1291.9142,-16156.1424,632.6044,11803.5026,-2060.7286,55.48980816,-4182.950000000001,-2005.23879184,-6188.188791840001
1,522.8774,1444.8122,-1085.4386,0.0,0.0,0.0,-1294.5212,-16204.6739,609.4039,11751.7277,-1986.6481,54.35120376,-4255.812500000002,-1932.29689624,-6188.109396240002
2,471.1282,1457.9819,-1072.0426,0.0,0.0,0.0,-1299.1934,-16227.2683,602.984,11823.2885,-2036.2651,54.27751536,-4243.121699999998,-1981.98758464,-6225.109284639999
3,532.9783,1429.1554,-1108.4626,0.0,0.0,0.0,-1277.4672,-16063.6656,599.4843,11769.1528,-2112.4035,55.37773368,-4118.8246,-2057.02576632,-6175.85036632
4,518.1468,1420.8514,-1092.6724,0.0,0.0,0.0,-1290.5852,-16152.651,604.3286,11803.3146,-2051.1087,55.88449416,-4189.2672,-1995.2242058400002,-6184.491405840001
5,495.9611,1421.3948,-1077.2628,0.0,0.0,0.0,-1279.5867,-16272.1862,607.7084,11845.5254,-1990.4683,55.185292079999996,-4258.446000000002,-1935.28300792,-6193.729007920002
6,504.9773,1399.4458,-1092.8015,0.0,0.0,0.0,-1285.3041,-16170.945,616.2726,11787.6326,-2065.5374,55.56581208,-4240.722299999998,-2009.9715879200003,-6250.693887919998
7,483.0069,1424.9608,-1080.9913,0.0,0.0,0.0,-1263.0406,-16168.5735,609.692,11785.0911,-2049.3558,56.11698504,-4209.854600000001,-1993.23881496,-6203.09341496
8,517.357,1383.6012,-1064.3832,0.0,0.0,0.0,-1258.6245,-16104.3846,604.6436,11766.4865,-2100.2898,58.240112399999994,-4155.303999999998,-2042.0496876,-6197.353687599999
9,484.0386,1371.5058,-1053.3147,0.0,0.0,0.0,-1278.5893,-15974.336,606.7387,11821.4111,-2268.0666,57.6685908,-4022.5458,-2210.3980092,-6232.9438092
10,532.2111,1466.0742,-1067.0994,0.0,0.0,0.0,-1306.0116,-16115.8313,597.6446,11768.7198,-2085.2451,57.12818616,-4124.292599999999,-2028.11691384,-6152.409513839999
11,508.5209,1484.2995,-1067.5011,0.0,0.0,0.0,-1290.1177,-16303.2722,617.1037,11834.8323,-2008.7894,55.46126664,-4216.134599999999,-1953.3281333599998,-6169.462733359999
12,500.6094,1385.3648,-1102.0405,0.0,0.0,0.0,-1283.3513,-16136.5741,600.9821,11837.2265,-2104.8065,58.62690432,-4197.783099999999,-2046.1795956800001,-6243.962695679999
13,488.2914,1422.428,-1079.4646,0.0,0.0,0.0,-1310.2887,-16193.7758,606.8889,11812.607,-2076.07,55.34978184,-4253.313799999998,-2020.72021816,-6274.034018159998
14,528.5303,1345.2998,-1095.975,0.0,0.0,0.0,-1256.5123,-16136.9642,600.652,11812.5144,-2129.7605,57.5156664,-4202.455,-2072.2448335999998,-6274.699833600001
15,519.0688,1411.4146,-1108.6837,0.0,0.0,0.0,-1274.4241,-16127.1731,632.995,11841.5829,-2135.7758,58.37670792,-4105.2196,-2077.3990920799997,-6182.61869208
16,506.9894,1451.4442,-1119.9439,0.0,0.0,0.0,-1245.6482,-16134.6213,615.4689,11790.291,-2127.2628,59.50982376,-4136.019900000001,-2067.75297624,-6203.772876240002
17,497.0833,1402.6596,-1120.3392,0.0,0.0,0.0,-1255.726,-16055.7624,605.6915,11823.7436,-2205.067,59.09300496,-4102.649599999999,-2145.97399504,-6248.623595039999
18,527.0815,1436.8526,-1128.9238,0.0,0.0,0.0,-1277.776,-16095.3423,614.7672,11784.4866,-2156.9985,59.31923183999999,-4138.8542,-2097.67926816,-6236.53346816
19,513.1232,1457.7473,-1110.3877,0.0,0.0,0.0,-1255.916,-16063.6255,606.1859,11741.7061,-2131.1417,59.240735279999996,-4111.166700000002,-2071.90096472,-6183.067664720002
20,533.3765,1377.9033,-1103.7264,0.0,0.0,0.0,-1248.067,-15990.6194,589.8337,11714.42,-2176.5779,59.36428943999999,-4126.879300000002,-2117.2136105600002,-6244.092910560003
21,493.3734,1375.7752,-1096.2812,0.0,0.0,0.0,-1262.2865,-16096.0063,646.9383,11809.5569,-2160.9051,59.234544,-4128.930200000001,-2101.670556,-6230.600756000001
22,483.9912,1436.1132,-1109.9967,0.0,0.0,0.0,-1292.5475,-16117.9953,601.163,11788.2274,-2107.8326,56.4743304,-4211.044699999999,-2051.3582696000003,-6262.402969599998
23,506.1757,1433.5086,-1094.1204,0.0,0.0,0.0,-1258.0981,-16212.0554,622.7367,11788.5631,-2048.0377,56.65569912,-4213.2898000000005,-1991.3820008799999,-6204.671800880001
24,520.1452,1431.5401,-1087.247,0.0,0.0,0.0,-1271.8659,-16120.8063,609.4765,11756.3493,-2091.2372,56.92410863999999,-4162.408099999999,-2034.31309136,-6196.721191359999
25,506.452,1432.0285,-1124.9246,0.0,0.0,0.0,-1270.6171,-16317.9229,621.5768,11848.6213,-1945.3605,58.08976128,-4304.786,-1887.27073872,-6192.05673872
26,533.8819,1479.6531,-1118.8392,0.0,0.0,0.0,-1277.5872,-16222.6674,612.1689,11756.2053,-2012.2674,57.345772319999995,-4237.184599999999,-1954.92162768,-6192.1062276799985
27,472.5662,1481.1654,-1119.6142,0.0,0.0,0.0,-1279.2107,-16172.1814,620.7767,11825.7811,-2086.1625,56.1478068,-4170.716899999998,-2030.0146932,-6200.731593199998
28,524.8526,1462.975,-1120.114,0.0,0.0,0.0,-1264.3046,-16203.7881,612.2303,11745.7381,-1965.8507,57.02249952,-4242.4106999999985,-1908.8282004799999,-6151.238900479999
29,520.4439,1404.4428,-1134.9738,0.0,0.0,0.0,-1250.6867,-16226.5675,614.8753,11808.0349,-2010.9527,57.9891096,-4264.4311,-1952.9635904000002,-6217.3946903999995
30,513.4962,1429.2637,-1126.8771,0.0,0.0,0.0,-1283.6502,-16324.9119,615.222,11779.3587,-1932.0952,56.405458800000005,-4398.098599999999,-1875.6897412,-6273.788341199999
31,491.0909,1437.0804,-1104.6001,0.0,0.0,0.0,-1265.4248,-16141.0165,615.4407,11731.9473,-2045.6381,56.6779752,-4235.482100000001,-1988.9601248,-6224.442224800001
32,512.5793,1443.0793,-1099.7368,0.0,0.0,0.0,-1281.3498,-16102.2478,614.0373,11759.7116,-2093.8171,57.111204959999995,-4153.926899999997,-2036.7058950400003,-6190.632795039997
33,530.9633,1406.3688,-1084.9576,0.0,0.0,0.0,-1249.7403,-16378.7184,620.8366,11802.6338,-1904.9239,57.46586256,-4352.613800000001,-1847.45803744,-6200.071837440001
34,502.5155,1475.5235,-1115.6013,0.0,0.0,0.0,-1265.0713,-16122.942,610.7258,11786.0092,-2090.5757,57.367378079999995,-4128.8405999999995,-2033.20832192,-6162.048921919999
35,526.922,1458.4996,-1103.3461,0.0,0.0,0.0,-1275.4859,-16192.6202,612.102,11772.1139,-2007.8911,57.9274596,-4201.814699999997,-1949.9636404,-6151.778340399997
36,508.3015,1435.7193,-1116.3337,0.0,0.0,0.0,-1271.1257,-16197.6439,608.8842,11836.1977,-2075.621,58.12609536,-4196.000599999999,-2017.4949046400002,-6213.495504639999
37,514.8444,1449.2402,-1094.0346,0.0,0.0,0.0,-1267.7347,-16213.7519,590.9839,11715.0958,-1972.8967,55.97059248,-4305.3569000000025,-1916.92610752,-6222.283007520003
38,501.123,1418.3231,-1118.4078,0.0,0.0,0.0,-1273.5367,-16046.2551,605.4931,11740.1885,-2127.7583,58.05751968,-4173.071899999999,-2069.70078032,-6242.7726803199985
39,501.2702,1435.429,-1111.869,0.0,0.0,0.0,-1283.9198,-16058.4287,620.9795,11788.3338,-2153.5371,57.712686479999995,-4108.205,-2095.8244135200002,-6204.029413519999
40,514.1023,1449.0481,-1088.8511,0.0,0.0,0.0,-1281.3621,-16099.9702,629.586,11787.1587,-2132.3695,57.49367544,-4090.2883,-2074.8758245599997,-6165.16412456
41,533.2365,1387.1017,-1112.396,0.0,0.0,0.0,-1258.3392,-16206.7646,621.8449,11806.7548,-2064.83,57.13665768,-4228.561899999999,-2007.6933423199998,-6236.255242319999
42,505.0517,1429.1988,-1104.4078,0.0,0.0,0.0,-1275.7436,-16358.1052,624.1425,11844.0493,-1924.2757,55.3024692,-4335.814299999998,-1868.9732308,-6204.787530799998
43,518.2593,1463.9336,-1088.0993,0.0,0.0,0.0,-1283.0061,-16169.8918,612.6372,11762.5242,-2026.6485,56.71216008,-4183.642900000001,-1969.93633992,-6153.579239920001
44,520.9705,1430.4955,-1091.1471,0.0,0.0,0.0,-1262.2357,-16153.6729,622.6104,11787.9023,-2057.6393,58.61962584,-4145.077000000001,-1999.0196741599998,-6144.096674160001
45,549.0572,1432.4603,-1082.4708,0.0,0.0,0.0,-1300.5283,-16168.8413,607.712,11728.0449,-2031.5168,56.585777039999996,-4234.565999999999,-1974.93102296,-6209.497022959999
46,543.0005,1375.5948,-1104.5046,0.0,0.0,0.0,-1278.6624,-16162.8968,617.2062,11832.1143,-2106.6657,56.946977999999994,-4178.147999999999,-2049.718722,-6227.866721999999
47,503.3449,1449.5472,-1103.0622,0.0,0.0,0.0,-1282.5565,-16173.1886,627.7863,11804.8703,-2079.4726,57.26841624,-4173.258599999999,-2022.20418376,-6195.462783759999
48,517.288,1372.3094,-1086.1054,0.0,0.0,0.0,-1291.5772,-16092.9358,624.5383,11816.6072,-2153.5467,57.4254108,-4139.8755,-2096.1212892,-6235.9967892
49,523.0966,1432.469,-1114.9114,0.0,0.0,0.0,-1284.8147,-16119.341,591.7539,11757.9134,-2101.0739,57.46830336,-4213.834199999999,-2043.60559664,-6257.439796639998
50,551.5712,1470.6511,-1122.235,0.0,0.0,0.0,-1286.5692,-16154.4248,604.4284,11790.376,-2066.1819,55.16303328,-4146.202300000001,-2011.01886672,-6157.221166720001
51,509.9095,1398.8767,-1077.5802,0.0,0.0,0.0,-1281.1714,-16155.4336,607.6097,11816.5098,-2106.8879,57.102624,-4181.279500000001,-2049.785276,-6231.064776
52,495.1305,1400.9097,-1077.8932,0.0,0.0,0.0,-1271.8216,-16243.7732,605.2692,11781.5654,-1999.7556,57.484296719999996,-4310.613199999998,-1942.27130328,-6252.884503279998
