GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,516.0277,1349.6465,-1089.057,0.0,0.0,0.0,-1299.1968,-16245.9366,619.8576,11751.9063,-1955.7257,54.239078879999994,-4396.752300000002,-1901.4866211199999,-6298.238921120002
1,510.7546,1450.0319,-1084.0574,0.0,0.0,0.0,-1304.5656,-16162.211,619.0386,11740.0899,-2018.5313,55.44718056,-4230.919,-1963.08411944,-6194.003119440001
2,494.6004,1423.1759,-1104.3732,0.0,0.0,0.0,-1310.9893,-16150.592,634.7936,11686.4031,-1971.4059,54.35559,-4326.981500000002,-1917.05031,-6244.031810000001
3,513.923,1422.2181,-1121.6784,0.0,0.0,0.0,-1285.0218,-16201.0513,605.7428,11709.0846,-1986.3883,55.83862152,-4356.782999999998,-1930.54967848,-6287.332678479998
4,494.4367,1411.3569,-1118.3057,0.0,0.0,0.0,-1271.2805,-16206.6418,615.4455,11801.0008,-2037.023,57.3282756,-4273.988099999999,-1979.6947243999998,-6253.682824399999
5,510.2322,1376.6653,-1084.7041,0.0,0.0,0.0,-1258.7828,-16245.3115,628.028,11773.5149,-1988.4766,54.69457608,-4300.358,-1933.78202392,-6234.14002392
6,488.4308,1440.8141,-1083.8953,0.0,0.0,0.0,-1279.8619,-16082.7849,593.7053,11717.1274,-2094.2474,55.4846508,-4206.464500000002,-2038.7627492000001,-6245.227249200002
7,498.9677,1386.034,-1096.8106,0.0,0.0,0.0,-1288.0793,-16030.2701,601.522,11738.8497,-2111.1736,56.20904352,-4189.786599999998,-2054.9645564800003,-6244.751156479998
8,474.4479,1367.4532,-1092.5057,0.0,0.0,0.0,-1263.2965,-16202.1493,613.5771,11746.4324,-2027.1034,56.91436344,-4356.0409,-1970.18903656,-6326.22993656
9,569.0492,1408.6703,-1081.7343,0.0,0.0,0.0,-1280.9747,-16119.6736,599.0082,11749.2515,-2077.847,55.81377144,-4156.403400000001,-2022.0332285600002,-6178.436628560001
10,495.4987,1418.6403,-1112.6165,0.0,0.0,0.0,-1291.3743,-16091.3916,605.732,11749.2825,-2074.3414,56.03988168,-4226.2289,-2018.3015183199998,-6244.53041832
