GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
0,536.3094,1396.5814,-1108.5659,0.0,0.0,0.0,-1254.2374,-15916.4378,588.1312,11521.0031,-1967.9604,58.69800792,8.4281,-4237.216,-1909.26239208,-6138.05029208
1,538.8022,1423.9352,-1090.8001,0.0,0.0,0.0,-1249.3531,-15985.9213,614.1997,11520.3239,-1907.8647,57.62217744,6.1853,-4228.813500000002,-1850.24252256,-6072.870722560002
2,526.8829,1419.1889,-1089.8662,0.0,0.0,0.0,-1265.7088,-15925.2554,603.4404,11565.4697,-1988.1503,59.92630704,0.851,-4165.8485,-1928.22399296,-6093.22149296
3,494.8924,1453.2794,-1079.2309,0.0,0.0,0.0,-1266.7692,-15887.2027,583.195,11528.4044,-1990.1059,59.57744903999999,-2.9022,-4173.4316,-1930.52845096,-6106.862250960001
4,534.0618,1374.5817,-1101.1487,0.0,0.0,0.0,-1236.0469,-15803.473,592.4682,11508.0308,-2052.5338,59.67582839999999,-7.7622,-4131.526100000001,-1992.8579716000002,-6132.1462716000015
5,489.1233,1413.4456,-1107.1726,0.0,0.0,0.0,-1262.8376,-15882.7942,585.1085,11510.5583,-2002.3439,60.35122872,4.3472,-4254.5687,-1941.99267128,-6192.214171279999
6,501.0181,1393.0649,-1090.7989,0.0,0.0,0.0,-1270.171,-15774.2056,614.1449,11509.6735,-2072.0687,58.76715384,-3.9888,-4117.274099999999,-2013.3015461599998,-6134.564446159999
7,516.4815,1424.7646,-1093.1715,0.0,0.0,0.0,-1267.4809,-15955.1188,611.5981,11546.8531,-1946.9168,58.52197944,1.4582,-4216.073900000001,-1888.39482056,-6103.010520560001
8,503.3645,1387.0584,-1138.1474,0.0,0.0,0.0,-1255.2505,-15882.6543,621.3002,11548.8188,-1999.8701,59.26186728,0.0137,-4215.510300000002,-1940.6082327200002,-6156.1048327200015
9,512.7634,1368.0836,-1045.5937,0.0,0.0,0.0,-1227.2,-16007.6358,614.4577,11561.219,-1902.1529,58.18949424,4.4811,-4223.9058,-1843.9634057600001,-6063.38810576
10,537.9982,1369.284,-1079.5542,0.0,0.0,0.0,-1267.7817,-16092.0769,604.3006,11602.7246,-1864.7448,57.46358592,-3.6351,-4325.1054,-1807.28121408,-6136.021714080001
11,486.6627,1371.6696,-1060.291,0.0,0.0,0.0,-1250.9411,-15973.5854,592.3744,11536.487,-1918.5192,60.567258239999994,6.5026,-4297.623799999999,-1857.95194176,-6149.073141759999
12,488.9958,1417.4339,-1078.751,0.0,0.0,0.0,-1271.3049,-15795.4569,611.0919,11554.9046,-2084.7039,59.26344768,7.2448,-4073.0866000000005,-2025.44045232,-6091.28225232
13,511.607,1378.4597,-1088.8635,0.0,0.0,0.0,-1264.4673,-15823.518,592.5751,11522.0262,-2061.8588,59.299127999999996,2.2214,-4172.1808,-2002.5596719999999,-6172.519072
14,546.4221,1434.3285,-1074.1794,0.0,0.0,0.0,-1250.1836,-15891.8217,605.3957,11541.7722,-2001.0574,58.960806479999995,-3.0572,-4088.266200000002,-1942.09659352,-6033.419993520001
15,498.4454,1474.6995,-1100.3284,0.0,0.0,0.0,-1289.3072,-16016.495,584.4908,11540.6842,-1923.8433,57.92335128,-5.216,-4307.810700000002,-1865.91994872,-6178.9466487200025
16,519.7949,1437.462,-1079.6847,0.0,0.0,0.0,-1243.402,-16022.7662,599.17,11449.1937,-1806.5743,59.31157176,3.5844,-4340.2323000000015,-1747.26272824,-6083.910628240002
17,524.9703,1474.3605,-1098.7315,0.0,0.0,0.0,-1279.924,-15811.2416,594.4846,11526.1507,-2054.4481,60.6004992,-12.173,-4069.9309999999987,-1993.8476008,-6075.951600799998
18,515.1094,1452.1954,-1067.781,0.0,0.0,0.0,-1272.9533,-15923.5718,611.1118,11558.8675,-1964.9518,60.9072876,-9.6028,-4127.021999999999,-1904.0445124,-6040.6693123999985
19,536.4549,1389.849,-1091.6359,0.0,0.0,0.0,-1264.7777,-16016.9298,624.1808,11541.3339,-1915.1868,58.71199032,2.2683,-4281.524799999999,-1856.47480968,-6135.731309679999
20,494.9789,1441.5151,-1086.2639,0.0,0.0,0.0,-1261.9479,-15887.6401,600.235,11544.339,-2013.5618,59.396729040000004,-8.9161,-4154.7839,-1954.1650709599999,-6117.865070960001
21,481.8412,1418.8587,-1096.1788,0.0,0.0,0.0,-1248.4753,-15965.5921,594.0674,11550.3376,-1991.6231,59.693023440000005,-17.6807,-4265.1412999999975,-1931.93007656,-6214.7520765599975
22,493.0251,1396.2679,-1115.0945,0.0,0.0,0.0,-1246.4389,-16102.3445,616.6997,11546.0115,-1828.573,58.96942848,-9.326,-4411.873699999998,-1769.60357152,-6190.803271519999
23,489.8522,1395.8086,-1073.9112,0.0,0.0,0.0,-1268.8633,-16127.3395,606.4205,11550.2657,-1809.722,58.19143752,-3.3107,-4427.767,-1751.53056248,-6182.608262479999
24,506.9273,1461.6121,-1073.8933,0.0,0.0,0.0,-1269.4692,-16048.7227,576.5267,11495.0974,-1825.6295,57.66706512,6.4626,-4351.921699999999,-1767.96243488,-6113.421534879999
25,495.413,1440.4034,-1099.7487,0.0,0.0,0.0,-1243.2511,-15846.705,600.4031,11514.4283,-2020.3353,60.4411668,4.1483,-4139.057000000001,-1959.8941332,-6094.8028332
26,509.668,1444.8105,-1095.2433,0.0,0.0,0.0,-1291.0905,-16019.407,589.0846,11553.2078,-1892.8804,57.32776368,3.8913,-4308.969899999998,-1835.55263632,-6140.631236319998
27,495.0595,1407.0926,-1065.997,0.0,0.0,0.0,-1261.9082,-16031.7401,599.2471,11593.7317,-1917.758,59.49117216,-9.0572,-4264.5144,-1858.2668278400001,-6131.83842784
28,502.0166,1407.1169,-1075.3555,0.0,0.0,0.0,-1267.859,-15920.2414,608.9756,11555.9046,-1968.6159,57.66605136,-0.2762,-4189.442200000001,-1910.94984864,-6100.668248640001
29,501.5157,1403.6439,-1079.6845,0.0,0.0,0.0,-1248.9514,-15923.2089,613.7288,11572.3217,-2037.6786,59.299160400000005,8.097,-4160.634699999999,-1978.3794395999998,-6130.917139599999
30,507.2911,1453.3861,-1066.91,0.0,0.0,0.0,-1266.9851,-16001.4576,609.8511,11554.3809,-1947.5622,57.36324168,0.3637,-4210.443499999999,-1890.19895832,-6100.27875832
31,474.2586,1405.5606,-1092.1042,0.0,0.0,0.0,-1280.9762,-15988.3555,593.6481,11592.581,-1985.3683,58.64193432,-10.6657,-4295.387599999998,-1926.72636568,-6232.779665679998
32,506.4064,1429.5117,-1076.6619,0.0,0.0,0.0,-1286.1635,-16066.7923,593.2974,11494.8818,-1852.5919,55.88139528,6.5223,-4405.520400000001,-1796.7105047199998,-6195.708604720001
33,524.8104,1412.879,-1097.3907,0.0,0.0,0.0,-1243.3814,-15916.1475,606.6089,11487.4624,-1940.4105,59.95817352,-5.2414,-4225.1589,-1880.45232648,-6110.85262648
34,500.7946,1396.6128,-1066.6752,0.0,0.0,0.0,-1282.4491,-15967.8672,589.4081,11533.5783,-1919.477,57.30491376,4.7543,-4296.5977,-1862.17208624,-6154.01548624
