0.000000000000000000e+00	5.991872616592236467e-01	1.174353009804305401e+02
1.000000000000000000e+00	1.006607640856391761e+00	1.211005514519511763e+02
2.000000000000000000e+00	9.177848543473123843e-01	1.203014805739167912e+02
3.000000000000000000e+00	6.712772178980620508e-01	1.180838393442133452e+02
4.000000000000000000e+00	1.023881641925715513e+00	1.212559524672100224e+02
5.000000000000000000e+00	6.525011844629118318e-01	1.179149256891402189e+02
6.000000000000000000e+00	1.234638186886501288e+00	1.231519683889362824e+02
7.000000000000000000e+00	5.898420367180584600e-01	1.173512291178752918e+02
8.000000000000000000e+00	1.135747356863018087e+00	1.222623230008315574e+02
9.000000000000000000e+00	9.279297785700704182e-01	1.203927467210944968e+02
1.000000000000000000e+01	4.794571776218205517e-01	1.163581807150229821e+02
1.100000000000000000e+01	6.007748289644723183e-01	1.174495831128697603e+02
1.200000000000000000e+01	6.598541723553984495e-01	1.179810749141572188e+02
1.300000000000000000e+01	6.329001058026760829e-01	1.177385897313186973e+02
1.400000000000000000e+01	5.146870638803957565e-01	1.166751171369940892e+02
1.500000000000000000e+01	8.875753351601584074e-01	1.200297085661853345e+02
1.600000000000000000e+01	1.293937781433195378e+00	1.236854416219187414e+02
1.700000000000000000e+01	8.483974466658388280e-01	1.196772549786648767e+02
1.800000000000000000e+01	9.317377633451093821e-01	1.204270042563207852e+02
1.900000000000000000e+01	9.549027171534394398e-01	1.206354016812017989e+02
2.000000000000000000e+01	8.484570900241683589e-01	1.196777915444784668e+02
2.100000000000000000e+01	6.417598092308777202e-01	1.178182937270582755e+02
2.200000000000000000e+01	9.768612954464527265e-01	1.208329462654982080e+02
2.300000000000000000e+01	1.010235977489463366e+00	1.211331928298356218e+02
2.400000000000000000e+01	5.839916484955817166e-01	1.172985976362757015e+02
2.500000000000000000e+01	6.695674002623388521e-01	1.180684574187733489e+02
2.600000000000000000e+01	7.423100412060582576e-01	1.187228674891385225e+02
2.700000000000000000e+01	8.643797953908893827e-01	1.198210359827372002e+02
2.800000000000000000e+01	7.693510244114416530e-01	1.189661345948223641e+02
2.900000000000000000e+01	1.030812563611049670e+00	1.213183046844096111e+02
3.000000000000000000e+01	9.074090439530102525e-01	1.202081373199169292e+02
3.100000000000000000e+01	1.414352282778568171e+00	1.247687190679408076e+02
3.200000000000000000e+01	8.436401655367069541e-01	1.196344573480307218e+02
3.300000000000000000e+01	7.047603557748143288e-01	1.183850616029834839e+02
3.400000000000000000e+01	7.644320788264340472e-01	1.189218825923566101e+02
