POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,543.9401,1404.5895,-1108.9785,0.0,0.0,0.0,-1256.5998,-16156.3151,592.9299,11806.1995,-1954.0042,40.5862,0.0,-4174.234399999999,-1913.4180000000001,-6087.6524
1,545.1691,1436.7145,-1092.7882,0.0,0.0,0.0,-1251.2016,-16210.202,617.5092,11802.842,-1912.9101,40.6092,0.0,-4151.9569999999985,-1872.3009,-6024.257899999999
2,532.4281,1436.5194,-1090.8025,0.0,0.0,0.0,-1268.1217,-16142.5521,607.9294,11845.3157,-1992.9014,41.5492,0.0,-4079.2837,-1951.3522,-6030.635899999999
3,498.5285,1462.4223,-1081.8422,0.0,0.0,0.0,-1269.0323,-16109.7132,587.7579,11810.2277,-1998.7471,42.0098,0.0,-4101.651300000001,-1956.7373,-6058.388600000002
4,537.7624,1382.0881,-1103.2909,0.0,0.0,0.0,-1238.1658,-16024.7679,596.7214,11789.6004,-2042.2248,41.4646,0.0,-4060.052300000001,-2000.7602,-6060.812500000001
5,493.8,1423.7272,-1107.395,0.0,0.0,0.0,-1265.516,-16099.2289,588.5945,11794.7483,-2010.2025,41.8105,0.0,-4171.269900000003,-1968.392,-6139.661900000004
6,505.6922,1400.2659,-1093.0877,0.0,0.0,0.0,-1271.7151,-16001.0004,618.3292,11789.8607,-2033.512,40.9834,0.0,-4051.655200000003,-1992.5285999999999,-6044.1838000000025
7,523.4254,1435.9493,-1096.7936,0.0,0.0,0.0,-1269.9878,-16182.6631,616.8458,11832.9841,-1946.1016,41.287,0.0,-4140.239900000002,-1904.8146,-6045.054500000002
8,511.8767,1395.5903,-1140.2979,0.0,0.0,0.0,-1257.9836,-16108.0975,625.4836,11831.837,-2010.7352,42.006,0.0,-4141.591400000001,-1968.7292,-6110.320600000001
9,520.593,1379.4996,-1048.764,0.0,0.0,0.0,-1229.5941,-16236.0684,618.1929,11844.0154,-1884.2086,40.8348,0.0,-4152.125600000001,-1843.3737999999998,-5995.4994000000015
10,543.0245,1375.3909,-1080.6957,0.0,0.0,0.0,-1270.3154,-16316.6356,609.2536,11884.6885,-1866.1029,41.1283,0.0,-4255.289199999999,-1824.9746,-6080.263799999999
11,494.0186,1380.1717,-1061.3169,0.0,0.0,0.0,-1252.912,-16186.6702,596.3603,11819.2801,-1912.655,42.1583,0.0,-4211.0684,-1870.4967,-6081.5651
12,496.3839,1427.572,-1082.9884,0.0,0.0,0.0,-1273.4538,-16014.8334,614.8583,11841.5662,-2070.959,41.6265,0.0,-3990.895200000001,-2029.3324999999998,-6020.2277
13,513.3136,1392.1018,-1087.2667,0.0,0.0,0.0,-1265.6536,-16048.8272,596.462,11807.0882,-2069.4657,41.509,0.0,-4092.7819,-2027.9567000000002,-6120.738600000001
14,554.0115,1444.6529,-1076.5483,0.0,0.0,0.0,-1252.844,-16111.6678,609.6514,11824.3539,-1996.7847,41.6524,0.0,-4008.3904,-1955.1323,-5963.5227
15,502.1992,1482.2478,-1101.9104,0.0,0.0,0.0,-1291.3688,-16239.4802,589.0202,11825.6054,-1915.0672,41.2234,0.0,-4233.686799999998,-1873.8437999999999,-6107.530599999997
