POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,505.9886,1418.3605,-1122.7181,0.0,0.0,0.0,-1253.6531,-16173.0694,609.981,11803.5005,-1928.4455,41.5109,0.0,-4211.610000000002,-1886.9346,-6098.544600000002
1,508.1836,1407.6667,-1096.3154,0.0,0.0,0.0,-1257.1202,-16152.7063,597.9503,11822.0288,-1986.3785,41.2991,0.0,-4170.3125,-1945.0794,-6115.3919
2,494.3464,1417.6167,-1104.0931,0.0,0.0,0.0,-1263.7213,-16166.5912,608.43,11882.9266,-1970.6795,40.9477,0.0,-4131.0859,-1929.7318,-6060.8177000000005
3,512.5609,1412.2856,-1062.6683,0.0,0.0,0.0,-1269.6483,-16044.0092,599.5285,11870.1865,-2089.1241,41.3669,0.0,-3981.764299999999,-2047.7572,-6029.521499999999
4,473.2893,1383.2742,-1128.0268,0.0,0.0,0.0,-1239.3177,-16066.5088,613.068,11787.6319,-2059.1777,42.1581,0.0,-4176.589899999999,-2017.0196,-6193.6095
5,474.7261,1430.0218,-1102.2914,0.0,0.0,0.0,-1262.9818,-16050.6808,613.3181,11820.1529,-2091.2923,41.2823,0.0,-4077.7351,-2050.01,-6127.7451
6,528.0366,1367.3793,-1051.4612,0.0,0.0,0.0,-1269.6495,-16088.046,604.8995,11836.6519,-2018.0856,40.9773,0.0,-4072.1893999999993,-1977.1083,-6049.2977
7,497.1842,1429.5978,-1108.0039,0.0,0.0,0.0,-1269.5044,-16035.8037,589.6287,11785.9526,-2054.7478,41.3464,0.0,-4110.948699999999,-2013.4014000000002,-6124.350099999999
8,525.9578,1418.695,-1077.5836,0.0,0.0,0.0,-1251.8259,-16146.5423,596.3868,11790.2366,-1987.1232,41.167,0.0,-4144.675599999999,-1945.9562,-6090.631799999998
9,502.5857,1395.7559,-1087.9744,0.0,0.0,0.0,-1258.4452,-16143.8702,603.8711,11818.4187,-1998.5478,40.6425,0.0,-4169.658399999998,-1957.9053000000001,-6127.563699999999
10,511.0069,1450.1413,-1089.6839,0.0,0.0,0.0,-1246.8889,-16044.81,597.3875,11797.8312,-2071.1049,41.5584,0.0,-4025.0158999999985,-2029.5465,-6054.562399999999
11,537.7079,1423.5216,-1101.5648,0.0,0.0,0.0,-1241.5698,-16073.9399,605.2568,11762.5371,-2011.4275,41.9439,0.0,-4088.0511000000024,-1969.4836,-6057.534700000002
12,493.7125,1400.9672,-1084.6239,0.0,0.0,0.0,-1238.1721,-16125.1441,614.3755,11791.3873,-1962.34,40.8466,0.0,-4147.497599999999,-1921.4933999999998,-6068.990999999999
13,536.4369,1450.4456,-1101.9283,0.0,0.0,0.0,-1253.0256,-16131.8743,603.1756,11718.8454,-1897.6568,40.403,0.0,-4177.9247,-1857.2538,-6035.178499999999
14,537.5653,1434.3609,-1097.6917,0.0,0.0,0.0,-1253.918,-16131.2344,603.533,11784.036,-1970.4213,41.2437,0.0,-4123.348900000001,-1929.1776,-6052.526500000001
15,482.3889,1444.7968,-1108.5004,0.0,0.0,0.0,-1231.2972,-16312.6255,618.5348,11859.4448,-1836.9887,40.4726,0.0,-4247.257799999999,-1796.5161,-6043.773899999999
16,497.3439,1407.2978,-1115.7367,0.0,0.0,0.0,-1265.9012,-16276.282,636.4971,11768.2316,-1798.0244,39.9289,0.0,-4348.549500000001,-1758.0955,-6106.645000000001
17,488.7707,1390.8885,-1087.9913,0.0,0.0,0.0,-1273.2436,-16185.7844,610.2586,11824.865,-1914.3792,40.1646,0.0,-4232.236500000003,-1874.2146,-6106.451100000003
18,493.8218,1422.1837,-1105.3859,0.0,0.0,0.0,-1280.8571,-16053.6857,602.0231,11819.1389,-2056.1201,40.9344,0.0,-4102.761200000001,-2015.1857,-6117.946900000001
19,489.282,1434.8819,-1096.8058,0.0,0.0,0.0,-1311.0886,-16093.0803,617.58,11831.3397,-2001.1938,40.759,0.0,-4127.891099999999,-1960.4348,-6088.325899999999
20,503.0856,1461.2,-1078.9453,0.0,0.0,0.0,-1247.3348,-16176.611,609.9814,11835.5001,-1968.1224,41.0746,0.0,-4093.1240000000016,-1927.0478,-6020.171800000002
21,482.9836,1441.8452,-1096.9251,0.0,0.0,0.0,-1252.7631,-16128.228,603.3277,11760.4178,-1933.7973,41.092,0.0,-4189.341900000001,-1892.7052999999999,-6082.047200000002
22,506.2358,1439.4903,-1087.6361,0.0,0.0,0.0,-1260.2119,-16182.8006,610.8313,11873.6458,-2007.8452,41.7977,0.0,-4100.4454000000005,-1966.0475,-6066.4929
23,491.9347,1417.9622,-1072.6971,0.0,0.0,0.0,-1288.0452,-16239.8943,598.258,11845.2444,-1941.5596,41.3299,0.0,-4247.237299999999,-1900.2297,-6147.467
24,509.0911,1498.9224,-1063.4956,0.0,0.0,0.0,-1244.3281,-16143.6441,598.0895,11813.5641,-1997.2223,41.3165,0.0,-4031.800699999998,-1955.9058,-5987.7064999999975
25,527.7333,1420.0226,-1078.3731,0.0,0.0,0.0,-1269.3085,-16189.3699,582.0154,11799.848,-1866.542,41.2717,0.0,-4207.432200000001,-1825.2703,-6032.7025
26,526.4388,1446.8566,-1080.0164,0.0,0.0,0.0,-1286.1954,-16187.7649,617.0035,11802.8873,-1886.2475,41.6653,0.0,-4160.790499999999,-1844.5821999999998,-6005.372699999999
27,499.5019,1401.3489,-1095.9301,0.0,0.0,0.0,-1251.0102,-16064.8012,599.4606,11818.52,-2026.5441,40.4204,0.0,-4092.910099999999,-1986.1237,-6079.033799999999
28,524.6444,1381.3116,-1110.9347,0.0,0.0,0.0,-1238.801,-16073.6451,595.5068,11778.1301,-2012.5991,41.4011,0.0,-4143.787900000001,-1971.1979999999999,-6114.985900000001
29,536.768,1397.2325,-1078.6008,0.0,0.0,0.0,-1244.9911,-16208.432,595.7551,11761.3472,-1878.5686,40.7645,0.0,-4240.921100000001,-1837.8041,-6078.725200000002
30,506.3437,1436.987,-1046.3008,0.0,0.0,0.0,-1242.4898,-16084.6911,590.645,11684.2174,-1956.5336,41.3714,0.0,-4155.288600000002,-1915.1622,-6070.450800000001
