POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,505.9886,1418.3605,-1122.7181,0.0,0.0,0.0,-1253.6531,-16173.0694,609.981,11803.5005,-1928.4455,1242.9138,-759.4683,-4211.610000000002,-1445.0,-5656.610000000002
1,508.1836,1407.6667,-1096.3154,0.0,0.0,0.0,-1257.1202,-16152.7063,597.9503,11822.0288,-1986.3785,1241.6522,-751.9481,-4170.3125,-1496.6743999999999,-5666.9869
2,494.3464,1417.6167,-1104.0931,0.0,0.0,0.0,-1263.7213,-16166.5912,608.43,11882.9266,-1970.6795,1241.3593,-754.5056,-4131.0859,-1483.8257999999998,-5614.911700000001
3,512.5609,1412.2856,-1062.6683,0.0,0.0,0.0,-1269.6483,-16044.0092,599.5285,11870.1865,-2089.1241,1244.1801,-757.3094,-3981.764299999999,-1602.2534,-5584.0176999999985
4,473.2893,1383.2742,-1128.0268,0.0,0.0,0.0,-1239.3177,-16066.5088,613.068,11787.6319,-2059.1777,1247.2372,-763.2296,-4176.589899999999,-1575.1701000000003,-5751.759999999999
5,474.7261,1430.0218,-1102.2914,0.0,0.0,0.0,-1262.9818,-16050.6808,613.3181,11820.1529,-2091.2923,1232.8873,-751.7579,-4077.7351,-1610.1628999999998,-5687.897999999999
6,528.0366,1367.3793,-1051.4612,0.0,0.0,0.0,-1269.6495,-16088.046,604.8995,11836.6519,-2018.0856,1242.9516,-753.6547,-4072.1893999999993,-1528.7887,-5600.978099999999
7,497.1842,1429.5978,-1108.0039,0.0,0.0,0.0,-1269.5044,-16035.8037,589.6287,11785.9526,-2054.7478,1240.8584,-759.6281,-4110.948699999999,-1573.5175,-5684.466199999999
8,525.9578,1418.695,-1077.5836,0.0,0.0,0.0,-1251.8259,-16146.5423,596.3868,11790.2366,-1987.1232,1238.9259,-748.9841,-4144.675599999999,-1497.1814,-5641.856999999998
9,502.5857,1395.7559,-1087.9744,0.0,0.0,0.0,-1258.4452,-16143.8702,603.8711,11818.4187,-1998.5478,1233.1756,-748.3604,-4169.658399999998,-1513.7326,-5683.390999999998
10,511.0069,1450.1413,-1089.6839,0.0,0.0,0.0,-1246.8889,-16044.81,597.3875,11797.8312,-2071.1049,1245.2716,-760.4354,-4025.0158999999985,-1586.2686999999996,-5611.284599999999
