POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,527.3329,1384.5923,-1088.0203,0.0,0.0,0.0,-1277.0842,-16106.5867,599.6076,11810.1776,-1993.2932,41.246,0.0,-4149.980799999999,-1952.0472,-6102.027999999999
1,467.357,1396.4901,-1069.4208,0.0,0.0,0.0,-1258.8176,-16066.3196,628.0104,11804.9691,-2034.305,41.0335,0.0,-4097.731400000002,-1993.2715,-6091.002900000003
2,539.1977,1428.5707,-1116.7599,0.0,0.0,0.0,-1247.2212,-16066.2438,611.8745,11785.881,-1970.4031,42.1589,0.0,-4064.701000000001,-1928.2442,-5992.9452
3,526.0386,1428.9716,-1104.5923,0.0,0.0,0.0,-1260.4652,-16173.9705,604.9311,11789.0601,-1908.4949,40.7694,0.0,-4190.026599999997,-1867.7255,-6057.752099999997
4,514.0963,1435.842,-1108.3193,0.0,0.0,0.0,-1263.1314,-16050.4554,594.3149,11756.1782,-1983.9912,41.1083,0.0,-4121.4747000000025,-1942.8828999999998,-6064.357600000003
5,522.7862,1409.6963,-1111.5574,0.0,0.0,0.0,-1270.0979,-16035.2195,612.1463,11827.3598,-2035.166,40.9075,0.0,-4044.886199999999,-1994.2585,-6039.144699999999
6,490.7439,1377.6121,-1097.4736,0.0,0.0,0.0,-1252.3491,-16173.1753,600.9113,11802.0591,-1940.2443,41.6965,0.0,-4251.6716,-1898.5478,-6150.2194
7,513.4559,1326.018,-1102.0375,0.0,0.0,0.0,-1266.1692,-16063.965,602.7754,11779.1044,-1991.5122,41.5064,0.0,-4210.818000000001,-1950.0058,-6160.823800000001
8,493.5926,1438.6508,-1096.0379,0.0,0.0,0.0,-1292.3305,-16149.1224,614.1682,11815.9803,-1985.6515,39.9121,0.0,-4175.098900000001,-1945.7394,-6120.838300000001
9,514.8941,1380.6759,-1111.1837,0.0,0.0,0.0,-1261.0168,-16163.5639,608.3024,11798.3953,-1959.0954,41.9133,0.0,-4233.4967,-1917.1821,-6150.6788
10,494.2164,1435.1707,-1109.9099,0.0,0.0,0.0,-1259.7733,-16134.7315,583.8851,11720.6337,-1876.2774,41.3764,0.0,-4270.508800000001,-1834.9009999999998,-6105.409800000001
11,490.6046,1447.6351,-1116.4921,0.0,0.0,0.0,-1250.7361,-16194.3775,616.8959,11799.8318,-1905.3484,41.2122,0.0,-4206.638300000002,-1864.1362000000001,-6070.774500000002
