GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,486.789,1430.4832,-1096.312,0.0,0.0,0.0,-1264.25,-16080.7925,622.2511,11740.353,-2057.3927,56.72854872,-4161.4782,-2000.66415128,-6162.14235128
1,492.8796,1438.9004,-1092.4457,0.0,0.0,0.0,-1263.0089,-16141.3751,603.7458,11705.411,-2033.642,54.38426328,-4255.892899999999,-1979.2577367200001,-6235.150636719999
2,511.4744,1449.5606,-1110.5369,0.0,0.0,0.0,-1290.5337,-16062.0883,613.8613,11742.5097,-2069.7647,57.45615912,-4145.752899999998,-2012.3085408800002,-6158.0614408799975
3,508.8433,1469.5128,-1062.9039,0.0,0.0,0.0,-1279.7777,-16072.4726,601.757,11760.341,-2102.7155,58.73511384,-4074.7001,-2043.9803861599999,-6118.68048616
4,533.8355,1415.9519,-1079.158,0.0,0.0,0.0,-1277.5307,-16062.9508,601.9059,11729.4507,-2102.0138,58.492108800000004,-4138.495500000001,-2043.5216912,-6182.017191200001
5,511.4153,1475.7123,-1112.8963,0.0,0.0,0.0,-1255.6128,-16223.3703,617.9644,11718.2674,-1947.5957,58.09814856,-4268.52,-1889.49755144,-6158.017551440001
6,506.3556,1382.7548,-1113.5036,0.0,0.0,0.0,-1268.2941,-16121.3698,614.9651,11809.7542,-2093.4782,59.22778824,-4189.337800000003,-2034.25041176,-6223.588211760002
7,533.4193,1401.6041,-1123.0672,0.0,0.0,0.0,-1274.2947,-16049.0909,610.1188,11785.2805,-2146.0195,58.25751264,-4116.0301,-2087.7619873599997,-6203.792087360001
8,505.2852,1404.7232,-1077.2097,0.0,0.0,0.0,-1265.6547,-16098.3801,609.7875,11776.982,-2101.6059,58.44487536,-4144.466600000002,-2043.16102464,-6187.627624640002
9,529.0674,1408.6936,-1093.944,0.0,0.0,0.0,-1276.5054,-16217.8419,620.1897,11829.8771,-2052.0978,57.469471920000004,-4200.463499999998,-1994.62832808,-6195.091828079998
10,534.5908,1422.0297,-1109.281,0.0,0.0,0.0,-1273.1131,-16134.7491,605.7266,11783.406,-2065.0607,59.582147039999995,-4171.3901000000005,-2005.47855296,-6176.868652960001
11,544.0021,1385.2126,-1079.2163,0.0,0.0,0.0,-1283.8786,-16070.6249,605.5571,11782.8655,-2147.4164,59.999737679999996,-4116.082500000002,-2087.41666232,-6203.499162320002
12,495.693,1431.5214,-1091.8368,0.0,0.0,0.0,-1275.3951,-16135.6578,597.6173,11802.7683,-2087.2196,56.69732808,-4175.289700000003,-2030.5222719199999,-6205.811971920003
13,496.646,1443.5737,-1087.4288,0.0,0.0,0.0,-1294.0379,-16027.9828,592.1874,11813.7856,-2159.8184,57.91431096,-4063.256800000001,-2101.90408904,-6165.160889040001
14,524.7429,1410.6341,-1109.2085,0.0,0.0,0.0,-1242.3456,-16130.9276,588.0252,11761.9409,-2066.2535,58.8781044,-4197.1386,-2007.3753955999998,-6204.5139956
15,523.3441,1405.3712,-1113.1725,0.0,0.0,0.0,-1270.1605,-16063.9026,635.6513,11839.8965,-2167.5168,58.687844399999996,-4042.9725,-2108.8289556,-6151.801455599999
16,479.4453,1426.0285,-1097.6023,0.0,0.0,0.0,-1298.165,-16100.4632,618.1199,11857.9544,-2160.2929,57.464622,-4114.6824000000015,-2102.828278,-6217.5106780000015
17,547.4818,1376.1871,-1080.5136,0.0,0.0,0.0,-1273.6516,-16008.344,596.8953,11749.398,-2134.2652,57.91124808,-4092.5470000000005,-2076.35395192,-6168.90095192
18,487.9928,1411.6846,-1112.2176,0.0,0.0,0.0,-1272.6,-16136.9279,607.658,11820.5017,-2111.4458,58.21969032,-4193.9084,-2053.22610968,-6247.13450968
19,483.7455,1410.0094,-1092.8144,0.0,0.0,0.0,-1273.6221,-15983.4664,612.3596,11783.6296,-2186.5024,58.7594268,-4060.158800000001,-2127.7429732,-6187.9017732
20,488.1982,1429.8056,-1123.3066,0.0,0.0,0.0,-1256.2535,-16043.7393,614.632,11806.9865,-2180.3099,59.08653215999999,-4083.677099999997,-2121.2233678400003,-6204.900467839997
21,500.1342,1402.4115,-1080.2879,0.0,0.0,0.0,-1288.6043,-16154.5774,602.9282,11871.241,-2138.95,58.59771264,-4146.754700000001,-2080.35228736,-6227.106987360001
22,505.3223,1401.8743,-1087.8573,0.0,0.0,0.0,-1275.1736,-16059.94,601.3622,11825.6742,-2158.8301,57.766443839999994,-4088.737900000002,-2101.06365616,-6189.801556160002
23,527.7143,1460.6768,-1095.2725,0.0,0.0,0.0,-1266.9098,-15888.9942,585.8121,11741.7809,-2259.2748,58.151478239999996,-3935.1924,-2201.12332176,-6136.31572176
24,504.5665,1481.5472,-1117.6313,0.0,0.0,0.0,-1288.9744,-16122.2338,611.8738,11792.3844,-2098.0963,58.14207864,-4138.4676,-2039.9542213600002,-6178.42182136
25,546.797,1398.4731,-1089.699,0.0,0.0,0.0,-1270.6912,-16044.7539,613.9121,11809.9882,-2184.5959,58.27876704,-4035.9737000000005,-2126.31713296,-6162.29083296
26,514.8722,1389.3964,-1082.8195,0.0,0.0,0.0,-1275.5417,-16021.455,615.8195,11770.8933,-2173.6742,56.139876,-4088.8347999999987,-2117.5343239999997,-6206.369123999998
27,506.8604,1391.3974,-1128.2499,0.0,0.0,0.0,-1278.8906,-16154.3261,630.5027,11805.8992,-2078.2398,57.65462064,-4226.8069,-2020.5851793599998,-6247.392079359999
28,502.3995,1368.611,-1062.1288,0.0,0.0,0.0,-1245.8385,-16152.9425,622.1822,11833.5616,-2139.1024,58.521054959999994,-4134.155499999997,-2080.58134504,-6214.736845039997
29,540.6334,1413.1067,-1077.3723,0.0,0.0,0.0,-1284.6174,-16003.6819,610.6739,11769.033,-2218.3942,57.27925224,-4032.2245999999996,-2161.11494776,-6193.339547760001
30,485.2436,1434.6823,-1099.7073,0.0,0.0,0.0,-1286.1882,-16083.1512,607.3482,11817.303,-2152.975,59.44284719999999,-4124.4696,-2093.5321528,-6218.001752800001
31,504.5014,1431.2907,-1105.2202,0.0,0.0,0.0,-1257.8808,-16152.0253,607.4776,11844.6692,-2146.426,58.20646247999999,-4127.187399999997,-2088.21953752,-6215.406937519997
32,500.1686,1461.5287,-1059.6689,0.0,0.0,0.0,-1275.7049,-16209.6328,611.0205,11853.4424,-2084.1704,59.45145192,-4118.8464,-2024.71894808,-6143.56534808
33,484.2921,1435.6476,-1094.9002,0.0,0.0,0.0,-1286.4511,-16026.0555,614.0919,11853.316,-2209.3761,59.22904104,-4020.0592000000015,-2150.14705896,-6170.206258960001
34,487.097,1401.8466,-1114.5447,0.0,0.0,0.0,-1263.7646,-16001.5154,600.486,11791.0566,-2203.0903,59.85733607999999,-4099.338499999998,-2143.2329639199997,-6242.571463919998
35,496.6698,1364.607,-1068.3332,0.0,0.0,0.0,-1289.6933,-16095.1832,598.2018,11776.1336,-2110.7044,59.69811816,-4217.5975,-2051.00628184,-6268.60378184
36,526.4288,1435.9331,-1081.4113,0.0,0.0,0.0,-1291.2759,-16037.7478,580.1185,11790.9645,-2188.7993,57.95586504,-4076.9900999999973,-2130.84343496,-6207.833534959997
37,478.9511,1417.659,-1113.6143,0.0,0.0,0.0,-1304.0916,-16184.1507,603.4656,11776.185,-2017.2861,55.25478504,-4325.595900000002,-1962.0313149600001,-6287.627214960003
38,492.5494,1400.3343,-1089.8626,0.0,0.0,0.0,-1287.2323,-16157.8948,623.4804,11821.4909,-2096.4408,57.62300472,-4197.134699999999,-2038.81779528,-6235.952495279999
39,506.8525,1386.9058,-1095.4638,0.0,0.0,0.0,-1268.5409,-15995.0887,597.8162,11752.0337,-2179.5069,59.98478039999999,-4115.485200000001,-2119.5221195999998,-6235.007319600001
40,482.4899,1442.5029,-1101.0201,0.0,0.0,0.0,-1272.705,-15945.0429,602.9086,11791.6676,-2240.1015,58.855230719999994,-3999.1989999999987,-2181.2462692800004,-6180.44526928
41,502.2348,1436.177,-1097.8323,0.0,0.0,0.0,-1276.0117,-15899.3801,614.0031,11770.2437,-2284.2351,58.696884,-3950.5655000000006,-2225.538216,-6176.1037160000005
42,507.9843,1459.9818,-1085.9861,0.0,0.0,0.0,-1292.8097,-15959.5345,599.6711,11834.3242,-2267.649,59.90072688000001,-3936.3689000000013,-2207.74827312,-6144.117173120001
43,506.812,1401.6396,-1127.2226,0.0,0.0,0.0,-1297.7611,-16207.1777,598.3075,11813.2144,-2009.6022,56.95218288,-4312.187899999999,-1952.65001712,-6264.8379171199995
44,510.2216,1423.4438,-1085.9752,0.0,0.0,0.0,-1270.6778,-16118.8744,596.2988,11828.6018,-2157.8041,58.53509064,-4116.9614,-2099.26900936,-6216.23040936
45,499.642,1396.1111,-1100.7992,0.0,0.0,0.0,-1276.7123,-16027.1374,606.8314,11828.1545,-2189.3217,58.686807599999995,-4073.9098999999987,-2130.6348924,-6204.544792399999
46,509.5732,1416.3842,-1097.566,0.0,0.0,0.0,-1301.5178,-16091.2548,616.0183,11766.5421,-2091.364,56.76145632,-4181.8207999999995,-2034.60254368,-6216.423343679999
47,539.2672,1432.9684,-1082.1885,0.0,0.0,0.0,-1276.1007,-16139.8478,618.2068,11821.5153,-2094.9232,57.375388799999996,-4086.1793,-2037.5478112,-6123.7271112
48,531.6752,1405.5751,-1104.2427,0.0,0.0,0.0,-1266.0096,-16020.309,625.9385,11799.0232,-2238.3949,57.68431272,-4028.349299999998,-2180.71058728,-6209.059887279997
49,490.6997,1392.6862,-1083.2197,0.0,0.0,0.0,-1277.7086,-16043.5162,601.0699,11740.9661,-2159.9553,56.05669152,-4179.0226,-2103.89860848,-6282.92120848
50,555.655,1409.2971,-1101.9371,0.0,0.0,0.0,-1264.6941,-16082.0208,586.4655,11715.6111,-2062.8462,57.9152592,-4181.623299999999,-2004.9309408,-6186.554240799999
51,517.1465,1427.2334,-1100.898,0.0,0.0,0.0,-1276.1403,-16235.2892,598.7378,11808.2454,-1998.5781,56.703831120000004,-4260.964399999999,-1941.87426888,-6202.838668879998
52,506.2842,1449.249,-1086.2582,0.0,0.0,0.0,-1264.8302,-16110.7345,604.2902,11752.0197,-2106.2423,58.930551359999995,-4149.979800000001,-2047.31174864,-6197.291548640001
53,518.9853,1405.1578,-1088.6638,0.0,0.0,0.0,-1291.1102,-16154.1573,600.7009,11771.4432,-2040.4994,56.08165176,-4237.644100000003,-1984.41774824,-6222.061848240003
54,521.4595,1383.0488,-1076.2541,0.0,0.0,0.0,-1294.0876,-16137.2912,599.2664,11756.8231,-2052.2645,55.96127928,-4247.035099999999,-1996.3032207200001,-6243.3383207199995
55,509.6714,1399.3183,-1068.6728,0.0,0.0,0.0,-1260.5611,-16073.7762,608.0875,11796.8562,-2134.2485,56.279644559999994,-4089.0767000000014,-2077.96885544,-6167.045555440001
56,528.2043,1414.5144,-1098.16,0.0,0.0,0.0,-1293.4858,-16135.5882,609.8396,11786.1869,-2064.2192,55.94205744,-4188.488799999999,-2008.27714256,-6196.765942559999
57,510.9995,1394.4746,-1102.1501,0.0,0.0,0.0,-1293.7369,-16174.7298,619.2037,11830.17,-2038.2817,56.35768176,-4215.769,-1981.92401824,-6197.69301824
58,500.5719,1399.2058,-1105.2857,0.0,0.0,0.0,-1272.2842,-16022.3706,609.9207,11795.154,-2181.4016,56.95420896,-4095.088099999997,-2124.44739104,-6219.535491039997
59,493.6702,1468.4162,-1104.6109,0.0,0.0,0.0,-1285.2917,-16210.2868,609.1372,11779.8542,-1990.8912,57.6370944,-4249.1116,-1933.2541056,-6182.3657056
60,524.1593,1382.0011,-1097.751,0.0,0.0,0.0,-1298.4726,-16121.4439,626.8778,11802.0902,-2084.8769,57.41637624,-4182.539099999998,-2027.4605237600001,-6209.999623759998
61,529.2302,1385.0618,-1091.3566,0.0,0.0,0.0,-1281.8795,-16044.5041,622.438,11765.7108,-2134.0457,58.13676504,-4115.299399999998,-2075.90893496,-6191.208334959999
62,477.2767,1498.8548,-1099.543,0.0,0.0,0.0,-1278.8657,-16099.1552,606.1924,11787.8402,-2116.3834,56.283498720000004,-4107.399799999997,-2060.0999012800003,-6167.499701279998
63,495.5345,1379.6109,-1093.5395,0.0,0.0,0.0,-1310.9615,-16285.3764,621.6544,11878.0474,-1975.5899,55.61564688,-4315.030200000001,-1919.97425312,-6235.004453120001
64,489.9029,1472.1201,-1095.347,0.0,0.0,0.0,-1299.7828,-16283.9982,612.2235,11824.313,-1992.8963,55.31449608,-4280.568499999999,-1937.58180392,-6218.15030392
65,511.5415,1394.9505,-1119.7179,0.0,0.0,0.0,-1290.1811,-16207.6013,626.5257,11806.7454,-2016.491,56.05887096,-4277.737200000001,-1960.43212904,-6238.169329040002
66,490.141,1416.5778,-1108.7607,0.0,0.0,0.0,-1268.2462,-16344.3021,617.5636,11814.8555,-1924.644,55.78945992,-4382.171100000003,-1868.85454008,-6251.0256400800035
67,487.3398,1404.6175,-1103.6862,0.0,0.0,0.0,-1285.912,-16075.2683,606.0319,11787.4275,-2111.1588,56.16584496,-4179.4497999999985,-2054.99295504,-6234.442755039999
68,514.7919,1442.3224,-1099.005,0.0,0.0,0.0,-1294.8927,-15949.4597,599.9523,11741.9971,-2199.6326,56.84023296,-4044.2936999999984,-2142.79236704,-6187.086067039998
69,507.9147,1407.4355,-1118.0443,0.0,0.0,0.0,-1272.8171,-16149.6087,598.3827,11825.0243,-2101.7885,58.77411048,-4201.712900000002,-2043.0143895200001,-6244.727289520003
