POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,481.6196,1461.8236,-1088.6022,0.0,0.0,0.0,-1282.4552,-16164.1318,609.8268,11768.7734,-1898.7876,1228.9325,-738.5718,-4213.145799999998,-1408.4269000000004,-5621.572699999998
1,533.2449,1455.7784,-1096.1604,0.0,0.0,0.0,-1272.6651,-16157.6919,595.2048,11776.882,-1893.5897,1234.6309,-734.6765,-4165.407300000001,-1393.6353,-5559.042600000001
2,507.7916,1421.7231,-1063.8396,0.0,0.0,0.0,-1283.6052,-16003.7602,616.029,11738.6824,-2006.129,1237.3997,-746.768,-4066.978900000002,-1515.4973,-5582.476200000002
3,485.0282,1462.6121,-1098.4041,0.0,0.0,0.0,-1254.4595,-16095.4437,614.2988,11780.2036,-2005.2977,1234.7631,-745.9603,-4106.1646,-1516.4949000000001,-5622.6595
4,540.2493,1422.1622,-1065.2346,0.0,0.0,0.0,-1281.6175,-16115.6913,629.9402,11785.3473,-1900.5622,1230.7611,-739.0655,-4084.8444,-1408.8666000000003,-5493.711
5,490.6123,1457.3053,-1126.4838,0.0,0.0,0.0,-1268.5105,-16212.6757,617.2923,11801.2346,-1878.5746,1229.5987,-738.3591,-4241.225500000002,-1387.335,-5628.560500000001
6,484.0388,1397.1526,-1094.7187,0.0,0.0,0.0,-1257.362,-16119.9885,601.0969,11811.6806,-1979.7759,1240.2016,-748.1489,-4178.100299999998,-1487.7232,-5665.823499999999
7,471.0713,1403.8423,-1083.0899,0.0,0.0,0.0,-1257.2515,-16135.1279,624.124,11814.5972,-1973.3185,1231.2856,-743.5502,-4161.834500000001,-1485.5831000000003,-5647.417600000001
8,504.1819,1449.8236,-1082.4729,0.0,0.0,0.0,-1288.9126,-16138.9007,604.9111,11730.4782,-1881.5186,1235.4058,-742.3092,-4220.8914,-1388.422,-5609.313400000001
9,475.1606,1455.7406,-1107.2146,0.0,0.0,0.0,-1275.8874,-16205.782,614.8894,11833.2463,-1930.7191,1239.2377,-756.6625,-4209.847099999997,-1448.1439,-5657.990999999998
10,495.1075,1398.2594,-1083.5843,0.0,0.0,0.0,-1278.6942,-16158.1657,617.3829,11792.4008,-1927.0408,1229.5562,-740.5779,-4217.293600000001,-1438.0625,-5655.356100000001
11,499.6006,1435.1167,-1122.2135,0.0,0.0,0.0,-1269.0284,-16171.6459,614.2289,11856.3628,-1954.2589,1236.3366,-744.2217,-4157.578799999999,-1462.144,-5619.7228
12,507.9874,1448.0701,-1122.1729,0.0,0.0,0.0,-1253.1899,-16140.9352,604.3386,11816.0996,-2000.5315,1232.3912,-748.9668,-4139.802300000001,-1517.1071000000002,-5656.909400000001
13,521.1797,1390.5479,-1090.7894,0.0,0.0,0.0,-1265.9863,-16143.4846,607.0054,11722.5958,-1943.7314,1238.7227,-746.7492,-4258.931500000001,-1451.7578999999998,-5710.6894
14,505.8284,1441.2936,-1110.5124,0.0,0.0,0.0,-1270.728,-16231.3587,612.0071,11787.5184,-1917.5894,1221.4292,-733.5124,-4265.9515999999985,-1429.6725999999999,-5695.624199999998
15,511.5671,1387.2269,-1103.6458,0.0,0.0,0.0,-1271.4864,-16027.6671,601.5884,11757.1081,-2020.567,1236.6862,-742.5574,-4145.308800000001,-1526.4382,-5671.747
16,516.6417,1445.3115,-1131.0697,0.0,0.0,0.0,-1277.0321,-16060.739,607.8899,11752.7984,-1965.9378,1235.4955,-743.7192,-4146.199299999998,-1474.1615,-5620.360799999999
17,492.8639,1438.3319,-1103.5479,0.0,0.0,0.0,-1301.9818,-16014.9343,602.5511,11774.6282,-2016.1572,1219.5912,-731.8788,-4112.0889000000025,-1528.4448,-5640.533700000002
18,486.577,1414.6362,-1084.0597,0.0,0.0,0.0,-1290.7347,-16132.1621,601.8172,11781.6906,-1941.5365,1220.3614,-729.8757,-4222.235499999999,-1451.0508,-5673.2863
19,514.2544,1445.1605,-1073.952,0.0,0.0,0.0,-1274.4599,-16270.7354,600.0216,11865.2596,-1875.2716,1237.2202,-745.6252,-4194.451200000001,-1383.6766,-5578.127800000002
20,519.5727,1389.5951,-1084.378,0.0,0.0,0.0,-1261.5293,-16042.6364,599.6803,11812.1427,-2080.7825,1228.219,-742.3546,-4067.5528999999988,-1594.9180999999999,-5662.470999999998
21,513.3412,1418.5965,-1077.1739,0.0,0.0,0.0,-1279.1493,-16044.129,601.6522,11813.5865,-2056.9422,1226.3574,-737.3923,-4053.2758000000013,-1567.9770999999998,-5621.252900000001
22,507.1133,1431.0644,-1080.0143,0.0,0.0,0.0,-1278.7492,-16083.8007,585.9083,11828.8641,-2018.674,1232.2778,-742.9747,-4089.6141000000007,-1529.3709,-5618.985000000001
23,513.6452,1440.8093,-1090.0548,0.0,0.0,0.0,-1275.9714,-16250.1273,615.066,11852.8658,-1883.8149,1228.8475,-744.728,-4193.7672,-1399.6954,-5593.462600000001
24,540.3897,1438.6086,-1101.5597,0.0,0.0,0.0,-1285.1191,-16262.5681,596.8908,11785.5332,-1826.8171,1229.0317,-739.0979,-4287.8246,-1336.8833,-5624.7079
25,539.5905,1454.9382,-1063.2748,0.0,0.0,0.0,-1263.8222,-16279.0933,606.5383,11814.8055,-1815.9497,1233.5914,-749.4943,-4190.317799999999,-1331.8525999999997,-5522.170399999999
