POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,481.6196,1461.8236,-1088.6022,0.0,0.0,0.0,-1282.4552,-16164.1318,609.8268,11768.7734,-1898.7876,40.2567,0.0,-4213.145799999998,-1858.5309000000002,-6071.676699999998
1,533.2449,1455.7784,-1096.1604,0.0,0.0,0.0,-1272.6651,-16157.6919,595.2048,11776.882,-1893.5897,40.5097,0.0,-4165.407300000001,-1853.08,-6018.487300000002
2,507.7916,1421.7231,-1063.8396,0.0,0.0,0.0,-1283.6052,-16003.7602,616.029,11738.6824,-2006.129,41.2046,0.0,-4066.978900000002,-1964.9243999999999,-6031.903300000002
3,485.0282,1462.6121,-1098.4041,0.0,0.0,0.0,-1254.4595,-16095.4437,614.2988,11780.2036,-2005.2977,41.2577,0.0,-4106.1646,-1964.04,-6070.2046
4,540.2493,1422.1622,-1065.2346,0.0,0.0,0.0,-1281.6175,-16115.6913,629.9402,11785.3473,-1900.5622,40.2908,0.0,-4084.8444,-1860.2714,-5945.1158000000005
5,490.6123,1457.3053,-1126.4838,0.0,0.0,0.0,-1268.5105,-16212.6757,617.2923,11801.2346,-1878.5746,40.0466,0.0,-4241.225500000002,-1838.528,-6079.7535000000025
6,484.0388,1397.1526,-1094.7187,0.0,0.0,0.0,-1257.362,-16119.9885,601.0969,11811.6806,-1979.7759,41.4597,0.0,-4178.100299999998,-1938.3162000000002,-6116.416499999998
7,471.0713,1403.8423,-1083.0899,0.0,0.0,0.0,-1257.2515,-16135.1279,624.124,11814.5972,-1973.3185,40.9225,0.0,-4161.834500000001,-1932.3960000000002,-6094.2305000000015
8,504.1819,1449.8236,-1082.4729,0.0,0.0,0.0,-1288.9126,-16138.9007,604.9111,11730.4782,-1881.5186,40.7302,0.0,-4220.8914,-1840.7884000000001,-6061.679800000001
9,475.1606,1455.7406,-1107.2146,0.0,0.0,0.0,-1275.8874,-16205.782,614.8894,11833.2463,-1930.7191,41.6693,0.0,-4209.847099999997,-1889.0498,-6098.896899999998
10,495.1075,1398.2594,-1083.5843,0.0,0.0,0.0,-1278.6942,-16158.1657,617.3829,11792.4008,-1927.0408,40.845,0.0,-4217.293600000001,-1886.1958,-6103.4894
11,499.6006,1435.1167,-1122.2135,0.0,0.0,0.0,-1269.0284,-16171.6459,614.2289,11856.3628,-1954.2589,40.8303,0.0,-4157.578799999999,-1913.4286,-6071.0073999999995
12,507.9874,1448.0701,-1122.1729,0.0,0.0,0.0,-1253.1899,-16140.9352,604.3386,11816.0996,-2000.5315,41.0633,0.0,-4139.802300000001,-1959.4682,-6099.270500000001
13,521.1797,1390.5479,-1090.7894,0.0,0.0,0.0,-1265.9863,-16143.4846,607.0054,11722.5958,-1943.7314,41.1748,0.0,-4258.931500000001,-1902.5566,-6161.4881000000005
14,505.8284,1441.2936,-1110.5124,0.0,0.0,0.0,-1270.728,-16231.3587,612.0071,11787.5184,-1917.5894,39.7905,0.0,-4265.9515999999985,-1877.7989,-6143.750499999998
15,511.5671,1387.2269,-1103.6458,0.0,0.0,0.0,-1271.4864,-16027.6671,601.5884,11757.1081,-2020.567,40.9844,0.0,-4145.308800000001,-1979.5826,-6124.8914
16,516.6417,1445.3115,-1131.0697,0.0,0.0,0.0,-1277.0321,-16060.739,607.8899,11752.7984,-1965.9378,40.7385,0.0,-4146.199299999998,-1925.1993,-6071.398599999998
17,492.8639,1438.3319,-1103.5479,0.0,0.0,0.0,-1301.9818,-16014.9343,602.5511,11774.6282,-2016.1572,39.6509,0.0,-4112.0889000000025,-1976.5063,-6088.5952000000025
