GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,473.4297,1404.1954,-1086.4634,0.0,0.0,0.0,-1296.1313,-16188.8434,633.5261,11781.3528,-1969.5366,54.970055280000004,-4278.934099999999,-1914.56654472,-6193.500644719998
1,489.5249,1406.1282,-1120.7794,0.0,0.0,0.0,-1282.17,-16246.2713,612.2608,11787.0594,-1970.277,55.66050576,-4354.247400000002,-1914.61649424,-6268.863894240002
2,501.5718,1466.2964,-1112.3939,0.0,0.0,0.0,-1285.0591,-16273.4085,616.1562,11772.9655,-1969.7761,55.660528799999994,-4313.871599999999,-1914.1155712,-6227.987171199999
3,520.2876,1456.5069,-1086.2779,0.0,0.0,0.0,-1301.9607,-16210.9355,608.0183,11702.0095,-1949.893,55.35381744,-4312.3518,-1894.53918256,-6206.89098256
4,522.6132,1435.7418,-1092.4363,0.0,0.0,0.0,-1309.1359,-16279.5846,612.5019,11743.6998,-1900.6833,54.0124344,-4366.6001000000015,-1846.6708655999998,-6213.270965600002
5,515.4762,1394.1806,-1044.8559,0.0,0.0,0.0,-1301.9061,-16349.2181,630.0722,11854.0261,-1925.4789,53.5023792,-4302.225,-1871.9765208000001,-6174.2015208
6,494.7711,1412.3507,-1078.5577,0.0,0.0,0.0,-1278.5041,-16230.9358,605.5294,11789.6494,-1992.2718,56.79516744,-4285.696999999998,-1935.4766325599999,-6221.173632559999
7,475.79,1427.3563,-1087.1924,0.0,0.0,0.0,-1305.7528,-16176.7083,603.5213,11818.4602,-2026.1437,55.050328799999996,-4244.5257,-1971.0933712,-6215.619071200001
8,517.6977,1435.8185,-1076.4838,0.0,0.0,0.0,-1304.5825,-16299.5457,590.8004,11775.8748,-1939.9555,51.91160472,-4360.4205999999995,-1888.04389528,-6248.46449528
9,532.3457,1425.513,-1110.5476,0.0,0.0,0.0,-1291.6553,-16291.2048,607.725,11823.0799,-1986.6152,55.855332000000004,-4304.744099999998,-1930.7598679999999,-6235.503967999998
10,521.272,1411.7408,-1073.5379,0.0,0.0,0.0,-1285.6262,-16203.2555,592.735,11781.9148,-1987.3214,55.033464959999996,-4254.757,-1932.28793504,-6187.0449350399995
11,495.8135,1432.463,-1076.4521,0.0,0.0,0.0,-1266.6193,-16312.7104,624.4868,11802.6258,-1957.5296,55.53543672,-4300.3927,-1901.99416328,-6202.38686328
12,473.8794,1399.9426,-1070.5312,0.0,0.0,0.0,-1277.0745,-16362.4928,608.1481,11807.3073,-1932.243,55.56781008,-4420.821099999999,-1876.6751899199999,-6297.49628992
13,524.488,1395.3108,-1077.2123,0.0,0.0,0.0,-1275.3013,-15986.7786,589.8313,11728.3668,-2181.8273,56.66283576,-4101.2953,-2125.16446424,-6226.4597642399995
14,500.3414,1407.0308,-1120.9439,0.0,0.0,0.0,-1251.819,-16170.0629,607.1951,11776.9476,-2068.7257,55.65470544,-4251.3109,-2013.07099456,-6264.381894560001
15,526.9487,1478.5088,-1076.7775,0.0,0.0,0.0,-1306.5668,-16279.4221,595.4157,11791.4869,-1963.9106,55.46585808,-4270.406300000001,-1908.4447419199998,-6178.851041920001
16,498.6085,1392.8844,-1092.7199,0.0,0.0,0.0,-1296.7099,-16148.2094,611.5236,11805.9626,-2035.2108,58.370723999999996,-4228.660099999999,-1976.840076,-6205.500175999999
17,505.4837,1411.5322,-1105.6148,0.0,0.0,0.0,-1305.34,-16201.331,623.8436,11808.1247,-2013.1729,55.8588888,-4263.301599999999,-1957.3140112,-6220.615611199998
18,503.7885,1454.1558,-1102.819,0.0,0.0,0.0,-1260.1395,-16128.2346,607.733,11772.9031,-2076.0562,59.65672823999999,-4152.6127000000015,-2016.39947176,-6169.012171760001
19,505.722,1443.1697,-1102.2905,0.0,0.0,0.0,-1274.418,-16207.4863,592.5792,11783.53,-2006.3271,56.81436408,-4259.1939,-1949.51273592,-6208.706635920001
20,526.2226,1381.3281,-1072.4272,0.0,0.0,0.0,-1298.2013,-16268.5514,612.4754,11780.251,-1964.6098,57.22229304,-4338.9028,-1907.3875069599999,-6246.29030696
21,508.9478,1472.9676,-1088.6099,0.0,0.0,0.0,-1278.0376,-16263.1491,614.6078,11795.9737,-1969.1869,57.05007696,-4237.2997,-1912.1368230399999,-6149.436523039999
22,535.4056,1442.81,-1082.3479,0.0,0.0,0.0,-1295.0878,-16315.1793,605.8586,11835.4734,-1955.8241,55.494171359999996,-4273.067399999998,-1900.3299286400002,-6173.397328639998
23,538.207,1422.049,-1100.3633,0.0,0.0,0.0,-1295.5919,-16199.7269,588.9123,11769.1119,-2006.0072,55.972682639999995,-4277.401900000001,-1950.03451736,-6227.436417360001
24,517.0854,1434.0302,-1099.1681,0.0,0.0,0.0,-1329.7816,-16241.8228,586.4057,11819.4833,-1979.1329,56.69530632,-4313.767900000003,-1922.43759368,-6236.205493680003
25,518.8085,1464.8354,-1103.9484,0.0,0.0,0.0,-1293.4087,-16154.8749,599.8498,11719.352,-2009.7056,56.74561992,-4249.3863,-1952.95998008,-6202.346280080001
