POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,493.3581,1440.5601,-1051.1917,0.0,0.0,0.0,-1284.329,-16281.9676,612.8478,11890.2635,-1889.2287,1232.7692,-736.6857,-4180.458800000002,-1393.1452,-5573.604000000002
1,499.4778,1425.515,-1061.336,0.0,0.0,0.0,-1250.5243,-16158.5668,604.9918,11796.3311,-1941.2775,1241.4868,-756.0471,-4144.111400000002,-1455.8378,-5599.949200000002
2,510.3353,1449.2698,-1093.1903,0.0,0.0,0.0,-1271.4639,-16092.297,613.4629,11827.6363,-2025.4061,1244.8463,-752.1762,-4056.2468999999983,-1532.7359999999999,-5588.982899999998
3,530.3343,1351.2859,-1081.0398,0.0,0.0,0.0,-1241.0434,-16184.6106,621.3271,11856.032,-1927.6895,1242.739,-749.9081,-4147.7145,-1434.8586,-5582.5731000000005
4,485.595,1465.1332,-1111.6106,0.0,0.0,0.0,-1249.8546,-16094.1739,601.6893,11766.9719,-1986.6436,1238.2833,-749.7215,-4136.2496999999985,-1498.0818,-5634.331499999998
5,519.6791,1412.063,-1101.157,0.0,0.0,0.0,-1263.2948,-16403.6949,608.7749,11851.9923,-1758.3327,1235.5664,-748.2382,-4375.637399999998,-1271.0045,-5646.641899999998
6,489.2017,1375.0028,-1081.1292,0.0,0.0,0.0,-1280.5429,-16009.5159,611.1582,11840.6403,-2072.3374,1240.4284,-749.9131,-4055.185000000003,-1581.8220999999999,-5637.007100000003
7,507.1713,1436.7236,-1086.0703,0.0,0.0,0.0,-1300.3028,-16138.5182,611.5193,11776.0258,-1906.6182,1232.6227,-735.3346,-4193.451300000001,-1409.3301000000001,-5602.781400000001
8,538.9612,1444.3884,-1102.4676,0.0,0.0,0.0,-1241.4637,-16211.6409,610.6779,11841.0992,-1948.3983,1239.1669,-756.0355,-4120.4455,-1465.2669,-5585.712399999999
9,547.9704,1383.3648,-1051.6553,0.0,0.0,0.0,-1257.4196,-16221.8585,595.9047,11804.5599,-1897.2077,1234.1773,-745.0915,-4199.133600000001,-1408.1218999999999,-5607.255500000001
10,439.5484,1440.683,-1067.6765,0.0,0.0,0.0,-1277.9521,-16111.7768,623.9621,11796.0294,-1981.7366,1232.7078,-742.1847,-4157.182499999999,-1491.2135,-5648.395999999999
11,523.1688,1402.7985,-1073.217,0.0,0.0,0.0,-1286.452,-16139.1591,610.0296,11766.0139,-1941.3143,1234.7159,-749.1322,-4196.817300000002,-1455.7306,-5652.547900000002
12,507.3254,1451.9275,-1068.2114,0.0,0.0,0.0,-1284.654,-16092.2047,613.0233,11774.2482,-1989.2509,1235.0466,-744.831,-4098.545700000001,-1499.0353,-5597.581000000001
13,493.5645,1442.1241,-1108.0649,0.0,0.0,0.0,-1269.0114,-16231.1754,596.9181,11817.9116,-1876.646,1225.2423,-741.795,-4257.733399999999,-1393.1987,-5650.932099999999
14,502.4757,1429.5994,-1074.5344,0.0,0.0,0.0,-1275.0543,-16188.8449,611.2142,11802.3624,-1911.266,1220.6921,-735.1015,-4192.781899999998,-1425.6754,-5618.457299999997
15,475.4751,1392.462,-1119.2189,0.0,0.0,0.0,-1282.758,-16125.9666,617.9882,11827.488,-1972.9072,1234.5316,-744.1017,-4214.530199999999,-1482.4773,-5697.007499999999
16,515.1015,1424.8866,-1098.2482,0.0,0.0,0.0,-1281.679,-16134.5504,619.9754,11864.514,-2022.8598,1231.21,-749.0931,-4090.000100000001,-1540.7429,-5630.743000000001
17,496.155,1414.2833,-1124.2815,0.0,0.0,0.0,-1282.0387,-16111.424,611.6314,11809.2753,-1980.2481,1237.8769,-751.2361,-4186.3992,-1493.6073000000001,-5680.0064999999995
18,502.3909,1379.9671,-1113.5986,0.0,0.0,0.0,-1287.6957,-16270.2937,616.3774,11887.4943,-1868.4585,1228.975,-740.5027,-4285.3583,-1379.9862,-5665.3445
19,514.1769,1409.2521,-1057.5354,0.0,0.0,0.0,-1258.816,-16117.609,610.7479,11842.3939,-2021.6579,1245.7677,-755.0045,-4057.3896000000004,-1530.8946999999998,-5588.2843
20,500.6713,1393.7389,-1106.7998,0.0,0.0,0.0,-1245.8262,-16203.6538,611.9383,11841.1357,-1968.6217,1240.1591,-757.1611,-4208.795599999998,-1485.6236999999999,-5694.419299999998
21,527.3282,1453.6948,-1113.4374,0.0,0.0,0.0,-1281.4001,-16112.6502,598.7382,11836.3904,-1995.4717,1235.9255,-744.6618,-4091.3361000000004,-1504.208,-5595.5441
22,510.5363,1397.0883,-1088.4316,0.0,0.0,0.0,-1288.3217,-16088.6853,615.2976,11840.4241,-2020.7581,1225.2139,-740.5177,-4102.092299999998,-1536.0619000000002,-5638.154199999999
23,457.6823,1418.6797,-1093.4409,0.0,0.0,0.0,-1267.2312,-16151.3062,628.6705,11832.9352,-1979.5643,1231.7628,-746.6812,-4174.010600000001,-1494.4827,-5668.493300000001
24,521.0763,1406.8987,-1072.4983,0.0,0.0,0.0,-1259.7385,-16190.9545,616.4126,11783.6888,-1903.1407,1231.1107,-741.9564,-4195.1149000000005,-1413.9864,-5609.1013
25,503.8837,1408.0214,-1088.2747,0.0,0.0,0.0,-1288.4487,-16042.2563,607.6853,11841.6069,-2084.9382,1238.0329,-746.8623,-4057.7824,-1593.7676000000001,-5651.55
26,508.1969,1449.6703,-1118.1684,0.0,0.0,0.0,-1281.6453,-16011.397,602.4788,11761.8174,-1996.5438,1234.7537,-749.594,-4089.0472999999984,-1511.3841,-5600.431399999998
27,511.0342,1423.685,-1099.553,0.0,0.0,0.0,-1276.5929,-16023.1913,598.887,11785.3133,-2031.3055,1246.3441,-752.7514,-4080.417700000002,-1537.7127999999998,-5618.130500000002
28,517.2202,1386.271,-1076.4174,0.0,0.0,0.0,-1285.7813,-16168.0474,604.7458,11845.2183,-1944.8727,1237.7115,-748.8862,-4176.790799999999,-1456.0474,-5632.838199999999
