GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
0,486.8363,1433.3834,-1053.1902,0.0,0.0,0.0,-1281.8539,-16062.1202,609.7235,11608.9518,-1903.3964,57.188602079999995,-1.3245,-4258.269299999998,-1846.20779792,-6105.801597919997
1,495.0578,1417.6098,-1060.8289,0.0,0.0,0.0,-1248.0159,-15941.9857,601.6732,11516.7118,-1943.6734,59.178485519999995,0.0902,-4219.777900000001,-1884.4949144799998,-6104.182614480001
2,504.6111,1437.4478,-1092.0216,0.0,0.0,0.0,-1269.1435,-15854.5388,608.5925,11542.2242,-2048.5091,60.719214959999995,-0.8828,-4122.828299999999,-1987.7898850400002,-6111.50098504
3,526.7087,1337.7143,-1078.7548,0.0,0.0,0.0,-1239.0554,-15965.3821,616.799,11579.1144,-1924.3074,59.9278536,-3.0321,-4222.8559000000005,-1864.3795464,-6090.2675464
4,478.5925,1453.4906,-1107.9506,0.0,0.0,0.0,-1247.3536,-15868.5393,597.596,11485.2486,-1983.5785,58.7953872,3.4239,-4208.915799999999,-1924.7831128,-6130.275012799999
5,511.421,1402.1796,-1100.2126,0.0,0.0,0.0,-1261.0257,-16183.8815,603.6114,11573.2159,-1758.2072,56.92241232,6.8842,-4454.6919,-1701.2847876800001,-6149.092487679999
6,483.7487,1365.4342,-1079.8444,0.0,0.0,0.0,-1277.8311,-15786.7723,607.3137,11561.1818,-2075.1691,58.7871252,-3.6688,-4126.769399999999,-2016.3819748,-6146.820174799999
7,504.1435,1429.0755,-1085.4494,0.0,0.0,0.0,-1298.3911,-15922.1881,606.6514,11494.214,-1923.8053,56.86350264,-2.4026,-4271.944199999998,-1866.94179736,-6141.288597359999
8,534.6229,1433.9399,-1098.3753,0.0,0.0,0.0,-1239.5775,-15979.0702,606.129,11563.4968,-1957.7963,58.92742872,-0.4757,-4178.834399999998,-1898.86887128,-6078.178971279998
9,542.2331,1369.577,-1052.2525,0.0,0.0,0.0,-1254.9036,-15996.9659,592.8846,11521.243,-1933.0174,57.20666904,6.1624,-4278.184300000001,-1875.81073096,-6147.832630960001
10,431.9695,1432.0854,-1067.919,0.0,0.0,0.0,-1275.327,-15891.5311,619.9195,11511.7124,-1976.2516,59.3289756,10.3396,-4239.0903,-1916.9226244000001,-6145.673324399999
11,518.2962,1396.4761,-1070.7172,0.0,0.0,0.0,-1283.8124,-15924.4381,605.7885,11485.9281,-1933.3563,58.35081744,-5.2485,-4272.478799999999,-1875.00548256,-6152.732782559998
12,503.6278,1438.6379,-1065.4771,0.0,0.0,0.0,-1282.4244,-15867.0607,609.2872,11492.8632,-1993.8103,57.81016296,2.625,-4170.5461,-1936.00013704,-6103.92123704
13,487.2753,1429.8415,-1107.8459,0.0,0.0,0.0,-1266.401,-16013.7375,593.0049,11536.7009,-1879.2614,56.230823519999994,5.4094,-4341.161799999998,-1823.03057648,-6158.782976479999
14,495.575,1420.2395,-1073.3355,0.0,0.0,0.0,-1272.474,-15963.6046,607.0014,11520.312,-1925.8781,55.373341679999996,4.3753,-4266.286200000002,-1870.5047583199998,-6132.415658320003
15,471.1284,1385.3302,-1116.1211,0.0,0.0,0.0,-1280.7233,-15904.0612,613.7455,11544.0565,-1977.3169,56.94056784,-0.885,-4286.644999999999,-1920.37633216,-6207.906332159999
16,509.0444,1418.1544,-1098.7267,0.0,0.0,0.0,-1279.1552,-15911.2542,616.9014,11576.8665,-2027.141,58.07701872,5.0586,-4168.169399999999,-1969.06398128,-6132.174781279999
17,490.9921,1403.586,-1121.0104,0.0,0.0,0.0,-1280.9251,-15893.5038,607.8046,11529.6496,-1969.1266,58.36389408,-2.8804,-4263.406999999999,-1910.7627059200001,-6177.050105919999
18,496.3242,1369.3511,-1110.2917,0.0,0.0,0.0,-1285.1776,-16048.4837,612.6141,11606.3835,-1875.833,57.35714832,4.6031,-4359.280099999998,-1818.47585168,-6173.152851679998
19,508.2945,1396.7657,-1059.9733,0.0,0.0,0.0,-1256.1087,-15901.7776,607.1448,11563.7408,-2024.4811,60.55505424,5.7084,-4141.9138,-1963.92604576,-6100.13144576
20,496.6892,1381.975,-1105.4804,0.0,0.0,0.0,-1243.3265,-15986.5456,605.856,11557.8204,-1962.6311,59.03463599999999,4.2174,-4293.011899999998,-1903.596464,-6192.390963999997
