GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,534.6185,1389.9797,-1111.5967,0.0,0.0,0.0,-1288.045,-16200.1102,598.7647,11746.2503,-1996.7191,54.83832912,-4330.1386999999995,-1941.88077088,-6272.01947088
1,482.5101,1430.909,-1105.8669,0.0,0.0,0.0,-1293.4717,-16208.7091,618.0161,11794.7822,-2013.4527,55.91254032,-4281.8303,-1957.54015968,-6239.37045968
2,504.2055,1383.441,-1094.4872,0.0,0.0,0.0,-1297.0754,-16119.2625,632.1874,11753.3828,-2092.8138,56.69763408,-4237.608399999999,-2036.11616592,-6273.724565919999
3,484.89,1478.5962,-1098.1499,0.0,0.0,0.0,-1300.3787,-16284.2845,615.6905,11767.4193,-1945.4439,54.82014336,-4336.2171,-1890.62375664,-6226.84085664
4,534.2153,1411.2475,-1073.0459,0.0,0.0,0.0,-1312.4294,-16269.9569,607.4675,11745.5821,-1963.0485,55.726723439999994,-4356.919799999998,-1907.3217765600002,-6264.241576559998
5,538.3237,1452.1867,-1102.6614,0.0,0.0,0.0,-1273.3958,-16242.0483,624.8154,11730.6146,-2003.5656,56.12280984,-4272.165099999998,-1947.44279016,-6219.6078901599985
6,496.7838,1416.5154,-1098.3417,0.0,0.0,0.0,-1306.7727,-16226.0616,608.8631,11748.0518,-1993.2806,55.5224112,-4360.961900000002,-1937.7581888,-6298.7200888000025
7,474.453,1448.8342,-1096.0508,0.0,0.0,0.0,-1284.7468,-16225.5533,619.4926,11720.1514,-1977.3468,54.454016159999995,-4343.419699999999,-1922.89278384,-6266.312483839999
8,508.634,1447.6601,-1084.3245,0.0,0.0,0.0,-1296.5209,-16186.0297,623.4159,11742.8231,-2028.9874,54.45787248,-4244.341999999999,-1974.5295275199999,-6218.871527519998
9,522.2537,1417.1147,-1069.0059,0.0,0.0,0.0,-1325.4011,-16220.3239,620.9835,11762.3998,-1987.2956,55.646367839999996,-4291.9792,-1931.6492321599999,-6223.62843216
10,513.0091,1427.1297,-1068.9994,0.0,0.0,0.0,-1273.1402,-16208.0245,604.2561,11688.7005,-1983.8887,55.31579352,-4317.0687,-1928.57290648,-6245.64160648
11,512.0533,1402.0035,-1093.8024,0.0,0.0,0.0,-1297.996,-16222.6291,609.5319,11755.7114,-2006.2468,55.00296936,-4335.127399999999,-1951.24383064,-6286.371230639999
12,485.645,1390.9517,-1094.0389,0.0,0.0,0.0,-1278.7093,-16172.8878,612.5854,11744.7298,-2049.3426,55.1352456,-4311.724100000001,-1994.2073544,-6305.931454400001
13,510.7138,1438.4357,-1108.7536,0.0,0.0,0.0,-1304.9247,-16162.3279,585.1987,11664.9093,-1974.1673,55.39927247999999,-4376.7487,-1918.76802752,-6295.51672752
14,529.493,1410.915,-1060.7939,0.0,0.0,0.0,-1288.5655,-16217.2206,614.2892,11767.8109,-2052.4403,55.42165223999999,-4244.071899999999,-1997.0186477600002,-6241.090547759999
15,544.8119,1417.7387,-1081.0646,0.0,0.0,0.0,-1296.8522,-16073.7269,615.9714,11797.6577,-2148.5064,58.45371768,-4075.463999999998,-2090.0526823200003,-6165.516682319998
16,505.7716,1395.323,-1104.3752,0.0,0.0,0.0,-1296.4042,-16286.7263,626.0719,11815.2303,-1978.8462,54.325200239999994,-4345.108900000001,-1924.52099976,-6269.629899760001
17,504.218,1393.6217,-1065.7939,0.0,0.0,0.0,-1278.9109,-16126.3794,618.2465,11773.2085,-2103.9657,57.25390967999999,-4181.789500000001,-2046.71179032,-6228.501290320001
18,506.0111,1433.2256,-1117.6976,0.0,0.0,0.0,-1274.6263,-16133.1752,620.1899,11713.1966,-2071.1589,57.178520639999995,-4252.875900000001,-2013.98037936,-6266.856279360001
19,523.5264,1458.1954,-1089.8332,0.0,0.0,0.0,-1280.6071,-16098.7003,599.9716,11725.9566,-2110.4035,55.921558319999995,-4161.490599999999,-2054.48194168,-6215.972541679999
20,509.5472,1380.0223,-1087.1403,0.0,0.0,0.0,-1274.4607,-16241.5977,628.9176,11807.9714,-2008.859,54.733133519999996,-4276.740199999998,-1954.12586648,-6230.866066479999
21,522.1119,1428.9863,-1098.6682,0.0,0.0,0.0,-1309.0089,-16110.2739,598.1704,11736.5234,-2069.4029,56.82794832,-4232.1590000000015,-2012.5749516800001,-6244.733951680001
22,501.2989,1347.1743,-1096.7846,0.0,0.0,0.0,-1244.8368,-16134.8515,620.7034,11793.7275,-2112.1608,59.72523336,-4213.568799999999,-2052.43556664,-6266.004366639999
23,510.5973,1398.1759,-1089.0443,0.0,0.0,0.0,-1297.0602,-16161.1347,613.0213,11780.806,-2081.1273,58.12954704,-4244.6386999999995,-2022.99775296,-6267.63645296
24,501.8854,1452.3077,-1091.5291,0.0,0.0,0.0,-1283.882,-16044.6488,617.3763,11769.361,-2155.1707,57.86495712,-4079.129499999999,-2097.3057428800003,-6176.435242879999
25,531.9277,1395.2295,-1088.0471,0.0,0.0,0.0,-1288.5534,-16102.3451,618.4184,11782.2376,-2110.9392,57.51042048,-4151.1324,-2053.42877952,-6204.56117952
26,486.592,1432.0725,-1094.3022,0.0,0.0,0.0,-1310.1716,-16120.692,612.3518,11787.826,-2127.0359,58.28988024,-4206.3235,-2068.74601976,-6275.06951976
27,523.3615,1457.7845,-1090.9254,0.0,0.0,0.0,-1291.1877,-16064.9972,586.4788,11689.5779,-2095.1778,58.131411119999996,-4189.907599999999,-2037.04638888,-6226.953988879998
28,474.3158,1383.0179,-1088.2603,0.0,0.0,0.0,-1294.8439,-16162.9449,612.9711,11846.9873,-2107.7003,57.14295336,-4228.757,-2050.55734664,-6279.31434664
29,515.5359,1438.1125,-1098.3787,0.0,0.0,0.0,-1273.4571,-16175.3086,600.4898,11773.4735,-2078.62,58.47866712,-4219.5327,-2020.14133288,-6239.67403288
30,494.2391,1421.0085,-1092.2339,0.0,0.0,0.0,-1296.5237,-16053.406,619.7776,11758.5577,-2137.4301,56.91488688,-4148.580700000002,-2080.51521312,-6229.095913120002
31,505.118,1449.4855,-1085.9275,0.0,0.0,0.0,-1259.9933,-16066.0595,623.1397,11745.4292,-2127.4073,59.60006856,-4088.807899999998,-2067.8072314399997,-6156.615131439998
32,468.8187,1392.3191,-1105.8533,0.0,0.0,0.0,-1275.9681,-16066.5945,605.0915,11773.9817,-2171.6427,57.43881,-4208.204899999999,-2114.20389,-6322.4087899999995
33,498.9969,1437.8409,-1106.6766,0.0,0.0,0.0,-1276.8758,-16239.8451,608.053,11739.297,-1965.1432,55.93738896,-4339.209700000001,-1909.20581104,-6248.415511040002
34,527.5904,1412.0459,-1087.6064,0.0,0.0,0.0,-1332.9721,-16097.4522,598.725,11746.583,-2130.9763,54.655005599999996,-4233.0864,-2076.3212943999997,-6309.407694400001
35,556.1956,1403.0693,-1115.9261,0.0,0.0,0.0,-1308.5718,-16067.6099,601.9023,11743.127,-2132.5656,57.25488168,-4187.8135999999995,-2075.31071832,-6263.1243183199995
36,513.6619,1440.1322,-1100.1405,0.0,0.0,0.0,-1268.746,-16110.3458,602.6399,11745.0876,-2104.2481,59.13297216,-4177.7107,-2045.1151278399998,-6222.82582784
37,504.1774,1424.6712,-1094.0845,0.0,0.0,0.0,-1289.5715,-16153.3628,623.0818,11725.5969,-2039.3906,58.234289759999996,-4259.4915,-1981.15631024,-6240.64781024
38,494.7024,1464.505,-1080.9165,0.0,0.0,0.0,-1300.6968,-16180.6504,607.8813,11797.6318,-2050.6499,57.96057024,-4197.5432,-1992.68932976,-6190.23252976
39,505.7071,1405.2207,-1061.0557,0.0,0.0,0.0,-1295.5414,-16086.0215,622.4089,11816.5245,-2165.586,59.06914343999999,-4092.7574000000004,-2106.5168565599997,-6199.27425656
40,523.9824,1450.0822,-1044.2427,0.0,0.0,0.0,-1276.7153,-16170.4201,602.7486,11724.0365,-2061.1976,56.505711600000005,-4190.528399999999,-2004.6918884,-6195.220288399999
41,495.7232,1411.7043,-1088.9108,0.0,0.0,0.0,-1300.7403,-16286.0268,614.0323,11772.8496,-1954.7757,55.27770048,-4381.3685000000005,-1899.49799952,-6280.866499520001
42,501.3115,1429.1187,-1084.7237,0.0,0.0,0.0,-1313.3414,-16050.3913,609.832,11765.8078,-2158.9029,56.25826703999999,-4142.386399999999,-2102.64463296,-6245.03103296
