0.000000000000000000e+00	1.155954488638103461e+00	1.223782363374802600e+02
1.000000000000000000e+00	5.614512577350336819e-01	1.170172645615758711e+02
2.000000000000000000e+00	4.451002425971887777e-01	1.159680616711150236e+02
3.000000000000000000e+00	7.389935714430105884e-01	1.186182639899076747e+02
4.000000000000000000e+00	1.141261924433046637e+00	1.222457451786024052e+02
5.000000000000000000e+00	6.839506230619948335e-01	1.181219106020800780e+02
6.000000000000000000e+00	7.529062457480159010e-01	1.187437224405929470e+02
7.000000000000000000e+00	9.293167530740948923e-01	1.203345157308354203e+02
8.000000000000000000e+00	1.440700100007076712e+00	1.249459485154996798e+02
9.000000000000000000e+00	8.343847582685632869e-01	1.194784602574115411e+02
1.000000000000000000e+01	1.203682487012414093e+00	1.228086266850926904e+02
1.100000000000000000e+01	5.055965879112740424e-01	1.165135914225371039e+02
1.200000000000000000e+01	4.049267646962324552e-01	1.156057947060729845e+02
1.300000000000000000e+01	6.004871005964010910e-01	1.173692728282265705e+02
1.400000000000000000e+01	8.660164387420780097e-01	1.197637010053639841e+02
1.500000000000000000e+01	9.569278460008877607e-01	1.205835005675663609e+02
1.600000000000000000e+01	1.060372198970258362e+00	1.215163167875944481e+02
1.700000000000000000e+01	8.828395312755394908e-01	1.199154043428182206e+02
1.800000000000000000e+01	1.019742816040514866e+00	1.211499386691308899e+02
1.900000000000000000e+01	1.082120489438580524e+00	1.217124334196230677e+02
2.000000000000000000e+01	5.973707254386125820e-01	1.173411707113740619e+02
2.100000000000000000e+01	7.546882823969730536e-01	1.187597920726522602e+02
2.200000000000000000e+01	1.109410682353378697e+00	1.219585245195031860e+02
2.300000000000000000e+01	1.161244106791283981e+00	1.224259358152130091e+02
2.400000000000000000e+01	8.791196607196190005e-01	1.198818601667335599e+02
2.500000000000000000e+01	6.870637874829911285e-01	1.181499837659035279e+02
2.600000000000000000e+01	1.015185091039745302e+00	1.211088390857790245e+02
2.700000000000000000e+01	1.020475442275793787e+00	1.211565451741344930e+02
2.800000000000000000e+01	1.459996846872982035e+00	1.251199581927183289e+02
2.900000000000000000e+01	6.339039457400892363e-01	1.176706114153742817e+02
3.000000000000000000e+01	6.518816455460665349e-01	1.178327264994405539e+02
3.100000000000000000e+01	1.051053629768428754e+00	1.214322859802144166e+02
3.200000000000000000e+01	5.952765709166468744e-01	1.173222865359767439e+02
3.300000000000000000e+01	4.857515227497781751e-01	1.163346372492180620e+02
3.400000000000000000e+01	9.758079316960286409e-01	1.207537529754204826e+02
3.500000000000000000e+01	4.544616369432586955e-01	1.160524786570347828e+02
3.600000000000000000e+01	1.182555685862828110e+00	1.226181143736523893e+02
3.700000000000000000e+01	8.204655166315943937e-01	1.193529425853806742e+02
3.800000000000000000e+01	7.176746081831092416e-01	1.184260188440667321e+02
3.900000000000000000e+01	5.152997446052035579e-01	1.166010902727861094e+02
4.000000000000000000e+01	6.428318852902701330e-01	1.177511196943163441e+02
4.100000000000000000e+01	8.076047080717769777e-01	1.192369694028636360e+02
4.200000000000000000e+01	5.670060351519733421e-01	1.170673551303157751e+02
4.300000000000000000e+01	6.781047205630444941e-01	1.180691947938683199e+02
4.400000000000000000e+01	6.588385469493475144e-01	1.178954608129514980e+02
4.500000000000000000e+01	6.924718983783514359e-01	1.181987517596904524e+02
4.600000000000000000e+01	7.105589301152135384e-01	1.183618527515957766e+02
4.700000000000000000e+01	8.849442295877725240e-01	1.199343835975340085e+02
4.800000000000000000e+01	8.178621263643701678e-01	1.193294663433372875e+02
4.900000000000000000e+01	8.660556937503720576e-01	1.197640549899692672e+02
5.000000000000000000e+01	4.529063917209074086e-01	1.160384541315011262e+02
5.100000000000000000e+01	5.854592774087982177e-01	1.172337584495416252e+02
5.200000000000000000e+01	5.988833836004784361e-01	1.173548112053038182e+02
5.300000000000000000e+01	6.119229718752878799e-01	1.174723965455962116e+02
5.400000000000000000e+01	9.120689515674043069e-01	1.201789825524314779e+02
5.500000000000000000e+01	6.168032219027685947e-01	1.175164045194754010e+02
5.600000000000000000e+01	6.881043644038393747e-01	1.181593672363597847e+02
5.700000000000000000e+01	6.055123079318948109e-01	1.174145879641135934e+02
5.800000000000000000e+01	1.216603313706577039e+00	1.229251410850624637e+02
5.900000000000000000e+01	1.177311107100358578e+00	1.225708210415717474e+02
6.000000000000000000e+01	1.184047768184703031e+00	1.226315693235989954e+02
6.100000000000000000e+01	7.212950044334097699e-01	1.184586660040930468e+02
6.200000000000000000e+01	7.416721953159761682e-01	1.186424186559124649e+02
6.300000000000000000e+01	1.096309127501385206e+00	1.218403803915472992e+02
6.400000000000000000e+01	7.117149897614341025e-01	1.183722775950827213e+02
6.500000000000000000e+01	6.705344102634497316e-01	1.180009290255068635e+02
6.600000000000000000e+01	1.023063794921642122e+00	1.211798858134433914e+02
6.700000000000000000e+01	1.179678610303266817e+00	1.225921701565814033e+02
6.800000000000000000e+01	6.363530884588103342e-01	1.176926967200584642e+02
6.900000000000000000e+01	6.746864135533240381e-01	1.180383699867892204e+02
7.000000000000000000e+01	5.719951970961392185e-01	1.171123452245284824e+02
7.100000000000000000e+01	6.603029443139626364e-01	1.179086661119849140e+02
7.200000000000000000e+01	6.027810394142434358e-01	1.173899585715814453e+02
7.300000000000000000e+01	1.292590293083720532e+00	1.236103586425150809e+02
7.400000000000000000e+01	7.569137770526358500e-01	1.187798606162971851e+02
7.500000000000000000e+01	9.073319216840800561e-01	1.201362660755713989e+02
7.600000000000000000e+01	1.010644394633486876e+00	1.210678930588921247e+02
7.700000000000000000e+01	8.688630499785171546e-01	1.197893705084083109e+02
7.800000000000000000e+01	7.735776813238826044e-01	1.189301284631831095e+02
7.900000000000000000e+01	1.475416018647376593e+00	1.252590015828859293e+02
8.000000000000000000e+01	1.283811603451785022e+00	1.235311962344744359e+02
8.100000000000000000e+01	1.424208346382970891e+00	1.247972330483361105e+02
8.200000000000000000e+01	1.553455745900318430e+00	1.259627299285953086e+02
8.300000000000000000e+01	1.140080297097996631e+00	1.222350897768088487e+02
8.400000000000000000e+01	1.055192277786830335e+00	1.214696065094625936e+02
8.500000000000000000e+01	1.766252287024671075e+00	1.278816366589167330e+02
8.600000000000000000e+01	1.747672645461572749e+00	1.277140935256777539e+02
8.700000000000000000e+01	6.421799963397865074e-01	1.177452412430600504e+02
8.800000000000000000e+01	6.810395219642377818e-01	1.180956595574925245e+02
8.900000000000000000e+01	6.273987421294539013e-01	1.176119503162577047e+02
9.000000000000000000e+01	9.171839849759565455e-01	1.202251077008085645e+02
9.100000000000000000e+01	8.267321903103852510e-01	1.194094527252326827e+02
9.200000000000000000e+01	1.245248894104005410e+00	1.231834544802339906e+02
9.300000000000000000e+01	5.039400008653136531e-01	1.164986530404794820e+02
