POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,473.1893,1450.5672,-1101.0747,0.0,0.0,0.0,-1269.9668,-16439.6363,612.8473,11890.8867,-1746.6021,39.8787,0.0,-4383.1873,-1706.7234,-6089.910699999999
1,502.2416,1392.5968,-1115.0933,0.0,0.0,0.0,-1300.8622,-16293.7656,612.3048,11794.2358,-1796.5555,39.7967,0.0,-4408.342100000002,-1756.7587999999998,-6165.100900000002
2,529.2089,1450.7786,-1091.5817,0.0,0.0,0.0,-1267.3396,-16265.0453,610.8939,11784.2923,-1839.5898,39.229,0.0,-4248.792900000002,-1800.3608,-6049.153700000002
3,541.4736,1460.2725,-1080.4322,0.0,0.0,0.0,-1322.5744,-16216.8688,604.7364,11792.3554,-1869.8432,38.7611,0.0,-4221.0375,-1831.0821,-6052.119600000001
4,532.989,1422.8963,-1076.7947,0.0,0.0,0.0,-1279.0011,-16417.5112,609.6833,11838.155,-1791.2983,39.9736,0.0,-4369.583399999998,-1751.3247,-6120.908099999998
5,524.0229,1464.549,-1089.0702,0.0,0.0,0.0,-1305.0115,-16140.5933,599.796,11750.262,-1932.4992,40.0273,0.0,-4196.045099999999,-1892.4719,-6088.517
6,512.2733,1425.5551,-1101.4452,0.0,0.0,0.0,-1303.4401,-16112.7573,596.2895,11775.0541,-1950.8474,40.2524,0.0,-4208.470600000001,-1910.595,-6119.065600000001
7,480.0501,1428.7758,-1109.7541,0.0,0.0,0.0,-1290.6923,-16169.2256,617.7004,11825.9706,-1964.557,40.2885,0.0,-4217.175099999999,-1924.2685000000001,-6141.443599999999
8,476.5762,1427.6519,-1123.8412,0.0,0.0,0.0,-1280.8159,-16205.1789,598.0167,11817.6922,-1898.9911,40.623,0.0,-4289.899000000003,-1858.3681,-6148.267100000004
9,482.8895,1421.9945,-1076.8708,0.0,0.0,0.0,-1278.3451,-16164.9003,607.9674,11734.5399,-1892.8684,40.1634,0.0,-4272.724899999999,-1852.7050000000002,-6125.429899999999
10,535.4752,1474.0943,-1100.5955,0.0,0.0,0.0,-1278.1131,-16154.2074,598.0215,11757.7067,-1882.8927,40.6819,0.0,-4167.618299999998,-1842.2108,-6009.829099999999
11,504.4739,1456.642,-1081.268,0.0,0.0,0.0,-1277.4744,-16278.5687,614.2222,11787.6729,-1833.3167,39.7244,0.0,-4274.300099999999,-1793.5923,-6067.892399999999
12,484.1503,1361.5803,-1074.9343,0.0,0.0,0.0,-1274.7066,-16180.1763,625.4008,11788.3112,-1872.5123,39.4344,0.0,-4270.374599999999,-1833.0779,-6103.452499999999
13,504.9336,1410.6829,-1068.5734,0.0,0.0,0.0,-1298.1097,-16238.2241,600.5241,11801.9389,-1884.7639,39.4531,0.0,-4286.827699999998,-1845.3108,-6132.138499999998
14,516.339,1411.4289,-1071.7366,0.0,0.0,0.0,-1294.7115,-16167.0626,598.9218,11774.568,-1884.9331,40.7982,0.0,-4232.253000000001,-1844.1349,-6076.387900000001
15,498.6391,1463.0539,-1095.3722,0.0,0.0,0.0,-1265.9086,-16085.9126,611.5634,11736.6237,-1910.1726,40.1994,0.0,-4137.313300000002,-1869.9732000000001,-6007.286500000001
16,538.676,1438.3567,-1119.3778,0.0,0.0,0.0,-1287.6882,-16098.5735,593.1456,11801.8241,-1952.7006,40.234,0.0,-4133.637100000002,-1912.4666,-6046.1037000000015
17,512.6649,1416.3538,-1096.0894,0.0,0.0,0.0,-1298.1264,-16259.8202,614.8388,11868.0657,-1870.1553,39.0731,0.0,-4242.112800000001,-1831.0821999999998,-6073.1950000000015
18,490.5161,1391.7446,-1111.0723,0.0,0.0,0.0,-1281.1323,-16000.8628,637.676,11836.6593,-2072.2652,40.5545,0.0,-4036.471400000002,-2031.7106999999999,-6068.182100000002
19,531.3256,1441.8004,-1091.4245,0.0,0.0,0.0,-1299.8624,-16207.2709,608.9926,11812.7599,-1902.3337,39.6353,0.0,-4203.6793,-1862.6984,-6066.3777
20,500.4587,1454.2088,-1093.0272,0.0,0.0,0.0,-1275.6881,-16065.3894,610.3101,11788.9829,-2014.6501,40.8754,0.0,-4080.144199999999,-1973.7747000000002,-6053.918899999999
21,486.5992,1396.5052,-1101.7896,0.0,0.0,0.0,-1295.6723,-16220.8544,617.446,11822.1767,-1886.8063,39.6115,0.0,-4295.5891999999985,-1847.1948,-6142.783999999999
22,521.9258,1423.883,-1122.1791,0.0,0.0,0.0,-1294.6063,-16182.0734,611.5871,11790.3038,-1875.8153,39.9502,0.0,-4251.159099999999,-1835.8651,-6087.024199999999
23,520.3102,1424.6948,-1082.7956,0.0,0.0,0.0,-1291.9767,-16278.6772,619.2404,11828.1344,-1815.3044,39.8323,0.0,-4261.0697,-1775.4721,-6036.5418
24,529.5049,1410.9886,-1124.5759,0.0,0.0,0.0,-1293.4586,-16263.2942,613.3859,11769.1701,-1798.0126,39.5262,0.0,-4358.279200000003,-1758.4864,-6116.765600000002
25,535.8428,1469.724,-1083.3218,0.0,0.0,0.0,-1277.7535,-16372.4609,625.1117,11827.6861,-1769.9321,39.1705,0.0,-4275.1716000000015,-1730.7616,-6005.933200000001
