#Frame       chi1:121     chi2:121
       1      64.0310      87.6102
       2      64.3583      90.0672
       3      41.5174     111.0045
       4      51.2262     111.1106
       5      55.8147      87.0009
       6      69.1827      88.3916
       7      64.6512     100.2922
       8      45.9242     100.3391
       9      57.3114      99.6835
      10      54.1469      88.9624
      11      44.1814      94.2713
      12      64.6232      86.6982
      13      71.6906      85.0005
      14      58.0479      92.5117
      15      48.5648     113.0462
      16      54.3603      91.9712
      17      52.5104      99.0580
      18      50.3583      93.2908
      19      56.7444     103.9934
      20      72.2145      96.9712
      21      55.6272     102.4856
      22      54.3917     101.0764
      23      51.3899      95.0283
      24      55.9873      91.7530
      25      50.6156      99.5470
      26      53.6030      91.5358
      27      62.7148      93.1342
      28      47.5626      97.4560
      29      57.7954      85.0614
      30      58.4578      93.0681
      31      57.2185      90.0394
      32      54.4774     107.7026
      33      46.8337      99.5583
      34      47.6601     101.3770
      35      53.7303     107.5222
      36      59.0828      94.1496
      37      60.0833      89.5329
      38      67.5474      88.6850
      39      45.1076     103.6440
      40      62.1108      95.3403
      41      51.3475      94.3375
      42      51.6252      93.1430
      43      48.5017     105.3067
      44      78.1678     101.5721
      45      60.7763      96.1199
      46      54.2482      97.9085
      47      52.0425      93.4439
      48      47.6945     104.3637
      49      63.6330      82.3584
      50      60.2926     104.5748
      51      64.7383      92.1287
      52      65.0812      99.2142
      53      48.1510     102.1659
      54      48.7432     102.9544
      55      61.0789      98.8240
      56      55.0358      95.1590
      57      61.9341      95.2276
      58      45.6345     101.6614
      59      66.4063     101.6919
      60      63.7727      97.7616
      61      77.0572      77.3049
      62      56.0110      97.5305
      63      73.9300      96.2353
      64      59.7243     100.4505
      65      58.0223      96.0451
      66      46.0951     105.9001
      67      54.4686     107.7109
      68      45.9415     102.0362
      69      55.5586     102.8902
      70      74.1243     109.0980
      71      79.9932     107.0852
      72      54.8019      96.5301
      73      55.8887      97.9656
      74      51.5451      80.4514
      75      47.6648     101.6962
      76      60.5216      97.0895
      77      53.0158     100.8997
      78      56.7042      94.1148
      79      50.1355     103.0576
      80      55.6353      91.0357
      81      56.2852      93.8263
      82      49.7424     100.1711
      83      62.4279      88.3953
      84      69.5386      73.1046
      85      48.4803      90.2652
      86      28.7801     100.6604
      87      46.5974      94.4802
      88      47.3020      91.5848
      89      58.0913      91.2572
      90      61.7138     100.1758
      91      58.5786      89.8210
      92      61.8553      94.2039
      93      55.2059     104.0856
      94      71.2044     108.4613
      95      57.2362      80.8210
      96      49.9737     103.9964
      97      59.1814     106.5614
      98      52.9562      96.0279
      99      64.7801      92.8106
     100      58.3283      97.1624
     101      68.6638     107.2092
     102      35.2388     102.4822
     103      57.3948      94.4393
     104      61.0248      99.3978
     105      52.4657     106.4937
     106      70.5598      89.4657
     107      57.8618      86.0247
     108      62.5356      87.7643
     109      59.3972      94.6756
     110      51.7490      93.0589
     111      74.8756      89.8319
     112      50.0381      94.9283
     113      39.8112     107.9775
     114      46.0617     114.0633
     115      46.2898      95.9325
     116      38.5853     105.0555
     117      52.3657     104.9856
     118      67.9131      99.7645
