POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,473.1893,1450.5672,-1101.0747,0.0,0.0,0.0,-1269.9668,-16439.6363,612.8473,11890.8867,-1746.6021,1225.4644,-730.2882,-4383.1873,-1251.4259,-5634.6132
1,502.2416,1392.5968,-1115.0933,0.0,0.0,0.0,-1300.8622,-16293.7656,612.3048,11794.2358,-1796.5555,1224.3682,-729.8932,-4408.342100000002,-1302.0805,-5710.422600000002
2,529.2089,1450.7786,-1091.5817,0.0,0.0,0.0,-1267.3396,-16265.0453,610.8939,11784.2923,-1839.5898,1222.5916,-726.5412,-4248.792900000002,-1343.5394000000001,-5592.332300000002
3,541.4736,1460.2725,-1080.4322,0.0,0.0,0.0,-1322.5744,-16216.8688,604.7364,11792.3554,-1869.8432,1216.7798,-719.7099,-4221.0375,-1372.7732999999998,-5593.8108
4,532.989,1422.8963,-1076.7947,0.0,0.0,0.0,-1279.0011,-16417.5112,609.6833,11838.155,-1791.2983,1219.1423,-730.6161,-4369.583399999998,-1302.7721,-5672.355499999999
5,524.0229,1464.549,-1089.0702,0.0,0.0,0.0,-1305.0115,-16140.5933,599.796,11750.262,-1932.4992,1224.6139,-735.3233,-4196.045099999999,-1443.2086,-5639.253699999999
6,512.2733,1425.5551,-1101.4452,0.0,0.0,0.0,-1303.4401,-16112.7573,596.2895,11775.0541,-1950.8474,1232.5282,-744.4367,-4208.470600000001,-1462.7559,-5671.226500000002
7,480.0501,1428.7758,-1109.7541,0.0,0.0,0.0,-1290.6923,-16169.2256,617.7004,11825.9706,-1964.557,1224.6611,-737.796,-4217.175099999999,-1477.6919,-5694.866999999998
8,476.5762,1427.6519,-1123.8412,0.0,0.0,0.0,-1280.8159,-16205.1789,598.0167,11817.6922,-1898.9911,1229.8728,-741.2831,-4289.899000000003,-1410.4013999999997,-5700.300400000003
9,482.8895,1421.9945,-1076.8708,0.0,0.0,0.0,-1278.3451,-16164.9003,607.9674,11734.5399,-1892.8684,1226.8441,-735.4073,-4272.724899999999,-1401.4316,-5674.156499999999
10,535.4752,1474.0943,-1100.5955,0.0,0.0,0.0,-1278.1131,-16154.2074,598.0215,11757.7067,-1882.8927,1233.4024,-741.0733,-4167.618299999998,-1390.5636000000002,-5558.181899999999
11,504.4739,1456.642,-1081.268,0.0,0.0,0.0,-1277.4744,-16278.5687,614.2222,11787.6729,-1833.3167,1223.6027,-735.9999,-4274.300099999999,-1345.7139000000002,-5620.013999999998
12,484.1503,1361.5803,-1074.9343,0.0,0.0,0.0,-1274.7066,-16180.1763,625.4008,11788.3112,-1872.5123,1220.7252,-730.5454,-4270.374599999999,-1382.3325,-5652.7071
13,504.9336,1410.6829,-1068.5734,0.0,0.0,0.0,-1298.1097,-16238.2241,600.5241,11801.9389,-1884.7639,1218.1028,-731.3713,-4286.827699999998,-1398.0324,-5684.860099999998
14,516.339,1411.4289,-1071.7366,0.0,0.0,0.0,-1294.7115,-16167.0626,598.9218,11774.568,-1884.9331,1231.2761,-747.5586,-4232.253000000001,-1401.2156,-5633.468600000001
15,498.6391,1463.0539,-1095.3722,0.0,0.0,0.0,-1265.9086,-16085.9126,611.5634,11736.6237,-1910.1726,1237.0122,-745.7428,-4137.313300000002,-1418.9032000000002,-5556.216500000001
16,538.676,1438.3567,-1119.3778,0.0,0.0,0.0,-1287.6882,-16098.5735,593.1456,11801.8241,-1952.7006,1233.6622,-737.9497,-4133.637100000002,-1456.9881,-5590.625200000002
17,512.6649,1416.3538,-1096.0894,0.0,0.0,0.0,-1298.1264,-16259.8202,614.8388,11868.0657,-1870.1553,1219.1848,-727.7151,-4242.112800000001,-1378.6855999999998,-5620.7984000000015
18,490.5161,1391.7446,-1111.0723,0.0,0.0,0.0,-1281.1323,-16000.8628,637.676,11836.6593,-2072.2652,1233.2228,-741.684,-4036.471400000002,-1580.7263999999998,-5617.197800000003
19,531.3256,1441.8004,-1091.4245,0.0,0.0,0.0,-1299.8624,-16207.2709,608.9926,11812.7599,-1902.3337,1227.0236,-729.3125,-4203.6793,-1404.6226,-5608.3019
20,500.4587,1454.2088,-1093.0272,0.0,0.0,0.0,-1275.6881,-16065.3894,610.3101,11788.9829,-2014.6501,1237.0548,-743.8231,-4080.144199999999,-1521.4184,-5601.562599999998
21,486.5992,1396.5052,-1101.7896,0.0,0.0,0.0,-1295.6723,-16220.8544,617.446,11822.1767,-1886.8063,1223.683,-730.617,-4295.5891999999985,-1393.7403,-5689.329499999999
22,521.9258,1423.883,-1122.1791,0.0,0.0,0.0,-1294.6063,-16182.0734,611.5871,11790.3038,-1875.8153,1230.4634,-740.2759,-4251.159099999999,-1385.6277999999998,-5636.786899999998
23,520.3102,1424.6948,-1082.7956,0.0,0.0,0.0,-1291.9767,-16278.6772,619.2404,11828.1344,-1815.3044,1225.6156,-735.1898,-4261.0697,-1324.8786,-5585.9483
24,529.5049,1410.9886,-1124.5759,0.0,0.0,0.0,-1293.4586,-16263.2942,613.3859,11769.1701,-1798.0126,1223.0735,-731.6343,-4358.279200000003,-1306.5734000000002,-5664.852600000002
25,535.8428,1469.724,-1083.3218,0.0,0.0,0.0,-1277.7535,-16372.4609,625.1117,11827.6861,-1769.9321,1220.6118,-733.1941,-4275.1716000000015,-1282.5144,-5557.6860000000015
26,535.2486,1422.4753,-1068.4875,0.0,0.0,0.0,-1290.91,-16168.5095,601.1315,11787.7912,-1916.355,1225.9416,-734.8973,-4181.260400000003,-1425.3107,-5606.571100000002
27,508.8894,1440.2184,-1075.9304,0.0,0.0,0.0,-1255.1245,-16310.708,607.8894,11830.1011,-1838.4367,1230.076,-736.1142,-4254.6646,-1344.4749,-5599.1395
28,545.9914,1378.7505,-1121.8758,0.0,0.0,0.0,-1285.9669,-16288.939,607.1646,11836.8434,-1826.9357,1226.7495,-735.0741,-4328.031799999999,-1335.2603000000001,-5663.292099999999
29,477.1252,1395.1649,-1070.4584,0.0,0.0,0.0,-1268.8005,-16224.0913,629.7948,11863.7733,-1921.9075,1224.5997,-735.0637,-4197.491999999998,-1432.3715000000002,-5629.863499999999
30,523.9782,1461.6353,-1106.827,0.0,0.0,0.0,-1299.7761,-16163.8678,604.831,11759.291,-1890.084,1230.6902,-743.0285,-4220.735400000001,-1402.4223000000002,-5623.157700000002
31,510.5614,1406.9202,-1097.9084,0.0,0.0,0.0,-1266.9831,-16168.9144,607.3616,11781.7251,-1901.9158,1237.9903,-748.3527,-4227.2376,-1412.2782000000002,-5639.5158
