#X		Y		Free		Pro
-177.500000	-177.500000	3.275915	0.000040
-177.500000	-172.500000	3.776097	0.000017
-177.500000	-167.500000	4.426551	0.000006
-177.500000	-162.500000	5.042476	0.000002
-177.500000	-157.500000	5.518031	0.000001
-177.500000	-152.500000	5.987094	0.000000
-177.500000	-147.500000	6.508667	0.000000
-177.500000	-142.500000	6.705619	0.000000
-177.500000	-137.500000	6.823203	0.000000
-177.500000	-132.500000	7.187798	0.000000
-177.500000	-127.500000	7.271082	0.000000
-177.500000	-122.500000	7.258612	0.000000
-177.500000	-117.500000	7.277132	0.000000
-177.500000	-112.500000	7.065511	0.000000
-177.500000	-107.500000	7.000672	0.000000
-177.500000	-102.500000	6.805941	0.000000
-177.500000	-97.500000	6.705074	0.000000
-177.500000	-92.500000	6.626269	0.000000
-177.500000	-87.500000	6.431555	0.000000
-177.500000	-82.500000	6.188117	0.000000
-177.500000	-77.500000	5.889814	0.000000
-177.500000	-72.500000	5.620371	0.000001
-177.500000	-67.500000	5.203033	0.000002
-177.500000	-62.500000	4.887117	0.000003
-177.500000	-57.500000	4.578805	0.000004
-177.500000	-52.500000	4.366483	0.000006
-177.500000	-47.500000	4.175023	0.000009
-177.500000	-42.500000	4.152240	0.000009
-177.500000	-37.500000	4.161728	0.000009
-177.500000	-32.500000	4.249335	0.000008
-177.500000	-27.500000	4.438532	0.000006
-177.500000	-22.500000	4.693600	0.000004
-177.500000	-17.500000	5.009214	0.000002
-177.500000	-12.500000	5.424263	0.000001
-177.500000	-7.500000	5.830893	0.000001
-177.500000	-2.500000	6.143707	0.000000
-177.500000	2.500000	6.510653	0.000000
-177.500000	7.500000	6.509139	0.000000
-177.500000	12.500000	6.757939	0.000000
-177.500000	17.500000	6.601087	0.000000
-177.500000	22.500000	6.544940	0.000000
-177.500000	27.500000	6.444760	0.000000
-177.500000	32.500000	6.240603	0.000000
-177.500000	37.500000	5.978120	0.000000
-177.500000	42.500000	5.838808	0.000001
-177.500000	47.500000	5.638858	0.000001
-177.500000	52.500000	5.321537	0.000001
-177.500000	57.500000	5.071959	0.000002
-177.500000	62.500000	4.905046	0.000003
-177.500000	67.500000	4.751450	0.000003
-177.500000	72.500000	4.629000	0.000004
-177.500000	77.500000	4.416216	0.000006
-177.500000	82.500000	4.203957	0.000008
-177.500000	87.500000	3.861549	0.000015
-177.500000	92.500000	3.716007	0.000019
-177.500000	97.500000	3.519773	0.000026
-177.500000	102.500000	3.245277	0.000042
