#X		Y		Free		Pro
-177.500000	-177.500000	3.616266	0.000028
-177.500000	-172.500000	4.074060	0.000013
-177.500000	-167.500000	4.602249	0.000005
-177.500000	-162.500000	5.215367	0.000002
-177.500000	-157.500000	5.736448	0.000001
-177.500000	-152.500000	6.223055	0.000000
-177.500000	-147.500000	6.528051	0.000000
-177.500000	-142.500000	6.793183	0.000000
-177.500000	-137.500000	7.078630	0.000000
-177.500000	-132.500000	7.226078	0.000000
-177.500000	-127.500000	7.425327	0.000000
-177.500000	-122.500000	7.664087	0.000000
-177.500000	-117.500000	7.670953	0.000000
-177.500000	-112.500000	7.666334	0.000000
-177.500000	-107.500000	7.564394	0.000000
-177.500000	-102.500000	7.388535	0.000000
-177.500000	-97.500000	7.254591	0.000000
-177.500000	-92.500000	7.061182	0.000000
-177.500000	-87.500000	6.829065	0.000000
-177.500000	-82.500000	6.585866	0.000000
-177.500000	-77.500000	6.263204	0.000000
-177.500000	-72.500000	5.935843	0.000001
-177.500000	-67.500000	5.600731	0.000001
-177.500000	-62.500000	5.337518	0.000002
-177.500000	-57.500000	5.112404	0.000002
-177.500000	-52.500000	4.876320	0.000003
-177.500000	-47.500000	4.653936	0.000005
-177.500000	-42.500000	4.563915	0.000006
-177.500000	-37.500000	4.542300	0.000006
-177.500000	-32.500000	4.654024	0.000005
-177.500000	-27.500000	4.949840	0.000003
-177.500000	-22.500000	5.228482	0.000002
-177.500000	-17.500000	5.589782	0.000001
-177.500000	-12.500000	5.900499	0.000001
-177.500000	-7.500000	6.248745	0.000000
-177.500000	-2.500000	6.740207	0.000000
-177.500000	2.500000	7.029271	0.000000
-177.500000	7.500000	7.225833	0.000000
-177.500000	12.500000	7.445456	0.000000
-177.500000	17.500000	7.334201	0.000000
-177.500000	22.500000	7.258345	0.000000
-177.500000	27.500000	7.131201	0.000000
-177.500000	32.500000	6.952190	0.000000
-177.500000	37.500000	6.628993	0.000000
-177.500000	42.500000	6.461968	0.000000
-177.500000	47.500000	6.179497	0.000000
-177.500000	52.500000	5.869094	0.000001
-177.500000	57.500000	5.560442	0.000001
-177.500000	62.500000	5.382404	0.000001
-177.500000	67.500000	5.126546	0.000002
-177.500000	72.500000	5.022452	0.000003
-177.500000	77.500000	4.759477	0.000004
-177.500000	82.500000	4.424613	0.000007
-177.500000	87.500000	4.131605	0.000012
-177.500000	92.500000	3.841452	0.000019
-177.500000	97.500000	3.543118	0.000032
-177.500000	102.500000	3.234217	0.000054
-177.500000	107.500000	3.009510	0.000079
-177.500000	112.500000	2.732454	0.000127
-177.500000	117.500000	2.554576	0.000172
-177.500000	122.500000	2.385605	0.000228
-177.500000	127.500000	2.252623	0.000286
-177.500000	132.500000	2.167341	0.000330
-177.500000	137.500000	1.971985	0.000460
-177.500000	142.500000	1.967499	0.000463
-177.500000	147.500000	1.936887	0.000488
-177.500000	152.500000	2.019828	0.000424
-177.500000	157.500000	2.184722	0.000321
-177.500000	162.500000	2.485992	0.000193
-177.500000	167.500000	2.931384	0.000091
-177.500000	172.500000	3.404098	0.000041
-177.500000	177.500000	4.127789	0.000012

-172.500000	-177.500000	2.904712	0.000095
-172.500000	-172.500000	3.386036	0.000042
-172.500000	-167.500000	3.924854	0.000017
-172.500000	-162.500000	4.449475	0.000007
-172.500000	-157.500000	4.948436	0.000003
-172.500000	-152.500000	5.360770	0.000001
-172.500000	-147.500000	5.733839	0.000001
-172.500000	-142.500000	6.042018	0.000000
-172.500000	-137.500000	6.296306	0.000000
-172.500000	-132.500000	6.499982	0.000000
-172.500000	-127.500000	6.666870	0.000000
-172.500000	-122.500000	6.811756	0.000000
-172.500000	-117.500000	6.861254	0.000000
-172.500000	-112.500000	6.910270	0.000000
-172.500000	-107.500000	6.807705	0.000000
-172.500000	-102.500000	6.726528	0.000000
-172.500000	-97.500000	6.606286	0.000000
-172.500000	-92.500000	6.431562	0.000000
-172.500000	-87.500000	6.255154	0.000000
-172.500000	-82.500000	6.006303	0.000000
-172.500000	-77.500000	5.677646	0.000001
-172.500000	-72.500000	5.406660	0.000001
-172.500000	-67.500000	5.123721	0.000002
-172.500000	-62.500000	4.867609	0.000003
-172.500000	-57.500000	4.609444	0.000005
-172.500000	-52.500000	4.421482	0.000007
-172.500000	-47.500000	4.198925	0.000011
-172.500000	-42.500000	4.063457	0.000013
-172.500000	-37.500000	4.062814	0.000013
-172.500000	-32.500000	4.163971	0.000011
-172.500000	-27.500000	4.399343	0.000008
-172.500000	-22.500000	4.683720	0.000005
-172.500000	-17.500000	4.993871	0.000003
-172.500000	-12.500000	5.281965	0.000002
-172.500000	-7.500000	5.597153	0.000001
-172.500000	-2.500000	5.850196	0.000001
-172.500000	2.500000	6.122246	0.000000
-172.500000	7.500000	6.259450	0.000000
-172.500000	12.500000	6.340688	0.000000
-172.500000	17.500000	6.338047	0.000000
-172.500000	22.500000	6.159291	0.000000
-172.500000	27.500000	6.092851	0.000000
-172.500000	32.500000	5.916561	0.000001
-172.500000	37.500000	5.667527	0.000001
-172.500000	42.500000	5.429856	0.000001
-172.500000	47.500000	5.208447	0.000002
-172.500000	52.500000	4.923453	0.000003
-172.500000	57.500000	4.743633	0.000004
-172.500000	62.500000	4.539224	0.000006
-172.500000	67.500000	4.389823	0.000008
-172.500000	72.500000	4.187275	0.000011
-172.500000	77.500000	4.046450	0.000014
-172.500000	82.500000	3.817383	0.000020
-172.500000	87.500000	3.534028	0.000033
-172.500000	92.500000	3.231867	0.000055
-172.500000	97.500000	2.931622	0.000091
-172.500000	102.500000	2.676140	0.000140
-172.500000	107.500000	2.467254	0.000199
-172.500000	112.500000	2.234258	0.000295
-172.500000	117.500000	2.037733	0.000411
-172.500000	122.500000	1.875867	0.000541
-172.500000	127.500000	1.707612	0.000719
-172.500000	132.500000	1.621837	0.000831
-172.500000	137.500000	1.509931	0.001005
-172.500000	142.500000	1.406639	0.001197
-172.500000	147.500000	1.397624	0.001215
-172.500000	152.500000	1.452513	0.001107
-172.500000	157.500000	1.610713	0.000847
-172.500000	162.500000	1.896320	0.000522
-172.500000	167.500000	2.304448	0.000262
-172.500000	172.500000	2.799875	0.000113
-172.500000	177.500000	3.459922	0.000037

-167.500000	-177.500000	2.454856	0.000203
-167.500000	-172.500000	2.912563	0.000094
-167.500000	-167.500000	3.426727	0.000039
-167.500000	-162.500000	3.953041	0.000016
-167.500000	-157.500000	4.439883	0.000007
-167.500000	-152.500000	4.867211	0.000003
-167.500000	-147.500000	5.218046	0.000002
-167.500000	-142.500000	5.470955	0.000001
-167.500000	-137.500000	5.702476	0.000001
-167.500000	-132.500000	5.941313	0.000001
-167.500000	-127.500000	6.131807	0.000000
-167.500000	-122.500000	6.297676	0.000000
-167.500000	-117.500000	6.381945	0.000000
-167.500000	-112.500000	6.391664	0.000000
-167.500000	-107.500000	6.321487	0.000000
-167.500000	-102.500000	6.248599	0.000000
-167.500000	-97.500000	6.119571	0.000000
-167.500000	-92.500000	5.985741	0.000001
-167.500000	-87.500000	5.829847	0.000001
-167.500000	-82.500000	5.595120	0.000001
-167.500000	-77.500000	5.346520	0.000002
-167.500000	-72.500000	5.067334	0.000002
-167.500000	-67.500000	4.818030	0.000004
-167.500000	-62.500000	4.548898	0.000006
-167.500000	-57.500000	4.314032	0.000009
-167.500000	-52.500000	4.068892	0.000013
-167.500000	-47.500000	3.873625	0.000018
-167.500000	-42.500000	3.762572	0.000022
-167.500000	-37.500000	3.716593	0.000024
