#X Y Free
-175.000000 -175.000000 2.909857
-175.000000 -165.000000 3.739642
-175.000000 -155.000000 4.411338
-175.000000 -145.000000 4.846872
-175.000000 -135.000000 5.092663
-175.000000 -125.000000 5.297358
-175.000000 -115.000000 5.526282
-175.000000 -105.000000 5.738650
-175.000000 -95.000000 5.854803
-175.000000 -85.000000 5.778245
-175.000000 -75.000000 5.392205
-175.000000 -65.000000 4.849048
-175.000000 -55.000000 4.312294
-175.000000 -45.000000 3.984251
-175.000000 -35.000000 3.931654
-175.000000 -25.000000 4.125408
-175.000000 -15.000000 4.454793
-175.000000 -5.000000 4.704519
-175.000000 5.000000 4.719069
-175.000000 15.000000 4.511975
-175.000000 25.000000 4.147121
-175.000000 35.000000 3.706869
-175.000000 45.000000 3.307979
-175.000000 55.000000 3.044350
-175.000000 65.000000 2.927822
-175.000000 75.000000 2.955339
-175.000000 85.000000 3.057229
-175.000000 95.000000 3.116830
-175.000000 105.000000 3.011226
-175.000000 115.000000 2.749021
-175.000000 125.000000 2.357829
-175.000000 135.000000 1.918601
-175.000000 145.000000 1.569151
-175.000000 155.000000 1.433082
-175.000000 165.000000 1.608264
-175.000000 175.000000 2.135866
  
-165.000000 -175.000000 2.371670
-165.000000 -165.000000 3.141532
-165.000000 -155.000000 3.754842
-165.000000 -145.000000 4.128110
-165.000000 -135.000000 4.379282
-165.000000 -125.000000 4.589666
-165.000000 -115.000000 4.834086
-165.000000 -105.000000 5.080824
-165.000000 -95.000000 5.236433
-165.000000 -85.000000 5.199601
-165.000000 -75.000000 4.875000
-165.000000 -65.000000 4.391404
-165.000000 -55.000000 3.916738
-165.000000 -45.000000 3.590739
-165.000000 -35.000000 3.514610
-165.000000 -25.000000 3.607237
-165.000000 -15.000000 3.762966
-165.000000 -5.000000 3.847308
-165.000000 5.000000 3.760662
-165.000000 15.000000 3.560942
-165.000000 25.000000 3.231522
-165.000000 35.000000 2.842868
-165.000000 45.000000 2.515567
-165.000000 55.000000 2.297288
-165.000000 65.000000 2.253029
-165.000000 75.000000 2.344227
-165.000000 85.000000 2.498419
-165.000000 95.000000 2.580199
-165.000000 105.000000 2.518067
-165.000000 115.000000 2.269799
-165.000000 125.000000 1.894865
-165.000000 135.000000 1.457562
-165.000000 145.000000 1.112030
-165.000000 155.000000 0.977152
-165.000000 165.000000 1.148759
-165.000000 175.000000 1.643268
  
-155.000000 -175.000000 2.218202
-155.000000 -165.000000 2.933218
-155.000000 -155.000000 3.491646
-155.000000 -145.000000 3.849781
-155.000000 -135.000000 4.059448
-155.000000 -125.000000 4.264016
-155.000000 -115.000000 4.514637
-155.000000 -105.000000 4.774030
-155.000000 -95.000000 4.964589
-155.000000 -85.000000 4.944741
-155.000000 -75.000000 4.673734
-155.000000 -65.000000 4.216007
-155.000000 -55.000000 3.782949
-155.000000 -45.000000 3.464611
-155.000000 -35.000000 3.303100
-155.000000 -25.000000 3.300011
-155.000000 -15.000000 3.343504
-155.000000 -5.000000 3.342681
-155.000000 5.000000 3.229698
-155.000000 15.000000 3.035201
-155.000000 25.000000 2.718399
-155.000000 35.000000 2.399363
-155.000000 45.000000 2.140209
-155.000000 55.000000 1.981941
-155.000000 65.000000 1.992704
-155.000000 75.000000 2.136436
-155.000000 85.000000 2.318808
-155.000000 95.000000 2.452536
-155.000000 105.000000 2.411400
-155.000000 115.000000 2.178011
-155.000000 125.000000 1.798875
-155.000000 135.000000 1.371532
-155.000000 145.000000 1.035440
-155.000000 155.000000 0.899727
-155.000000 165.000000 1.063804
-155.000000 175.000000 1.542574
  
-145.000000 -175.000000 2.415968
-145.000000 -165.000000 3.096691
-145.000000 -155.000000 3.631021
-145.000000 -145.000000 3.943450
-145.000000 -135.000000 4.089537
-145.000000 -125.000000 4.278015
-145.000000 -115.000000 4.521654
-145.000000 -105.000000 4.777404
-145.000000 -95.000000 4.972388
-145.000000 -85.000000 4.991958
-145.000000 -75.000000 4.734255
-145.000000 -65.000000 4.318795
-145.000000 -55.000000 3.872973
-145.000000 -45.000000 3.483389
-145.000000 -35.000000 3.247060
-145.000000 -25.000000 3.191672
-145.000000 -15.000000 3.171317
-145.000000 -5.000000 3.129464
-145.000000 5.000000 3.004313
-145.000000 15.000000 2.769781
-145.000000 25.000000 2.475338
-145.000000 35.000000 2.247532
-145.000000 45.000000 2.112588
-145.000000 55.000000 2.052045
