GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
0,479.8382,1396.8222,-1039.7358,0.0,0.0,0.0,-1318.3136,-15986.0962,594.2875,11565.2431,-1929.5503,54.424704240000004,6.9648,-4307.954599999999,-1875.1255957600001,-6176.115395759999
1,485.9497,1401.7227,-1104.9714,0.0,0.0,0.0,-1280.073,-15973.1384,599.1294,11522.7235,-1932.1613,56.81017728,8.039,-4348.657499999999,-1875.35112272,-6215.969622719999
2,502.9504,1438.7715,-1064.6245,0.0,0.0,0.0,-1298.667,-15930.538,595.0274,11583.768,-2017.1434,58.80546936,3.755,-4173.3122,-1958.33793064,-6127.89513064
3,464.4751,1361.0492,-1076.2981,0.0,0.0,0.0,-1260.2867,-16009.1454,610.9139,11632.1908,-1965.7746,56.62446696,14.0501,-4277.101200000001,-1909.15013304,-6172.20123304
4,502.1975,1394.2535,-1072.782,0.0,0.0,0.0,-1308.0427,-16009.4095,596.1603,11526.5216,-1886.5692,56.55325319999999,-0.1229,-4371.101299999998,-1830.0159468,-6201.240146799999
5,478.8725,1379.7917,-1073.642,0.0,0.0,0.0,-1283.1048,-15993.5575,620.4657,11557.6828,-1933.1547,55.84644864,20.5591,-4313.491599999999,-1877.30825136,-6170.240751359999
6,476.74,1408.4081,-1072.1321,0.0,0.0,0.0,-1300.3889,-16081.6781,610.8218,11587.5669,-1889.6505,55.31387472,6.4633,-4370.6623,-1834.33662528,-6198.535625279999
7,510.8035,1396.7332,-1089.1282,0.0,0.0,0.0,-1258.5927,-15996.1461,600.5996,11566.2437,-1930.3938,57.83048856,2.5941,-4269.487000000001,-1872.56331144,-6139.4562114400005
8,508.1989,1388.1122,-1057.0103,0.0,0.0,0.0,-1280.1211,-15970.6367,620.3102,11516.4455,-1931.7317,56.69080344,13.9687,-4274.701299999999,-1875.04089656,-6135.773496559998
9,518.2506,1439.3395,-1074.0163,0.0,0.0,0.0,-1300.1968,-15952.4121,608.387,11527.4442,-1965.222,55.26603576,15.7396,-4233.203899999999,-1909.95596424,-6127.420264239999
10,501.3711,1405.5066,-1095.54,0.0,0.0,0.0,-1269.9463,-15982.074,608.0148,11521.4831,-1927.311,56.18113992,11.5953,-4311.1847,-1871.1298600799998,-6170.71926008
