GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,530.8642,1448.7484,-1065.0882,0.0,0.0,0.0,-1306.4058,-15926.2516,620.4617,11761.6821,-2228.7447,56.97045072,-3935.9892,-2171.7742492800003,-6107.76344928
1,516.3608,1396.1346,-1101.2127,0.0,0.0,0.0,-1291.5468,-16247.525,601.2892,11754.8479,-1935.6627,54.0727776,-4371.651999999998,-1881.5899224,-6253.241922399998
2,489.7948,1430.8135,-1069.3713,0.0,0.0,0.0,-1288.1928,-16107.3847,605.5028,11770.9372,-2091.2304,56.29334616,-4167.900500000002,-2034.9370538399999,-6202.837553840002
3,492.0249,1391.404,-1110.3657,0.0,0.0,0.0,-1293.6275,-16245.9259,615.4519,11827.0943,-2016.5661,55.481524560000004,-4323.9439999999995,-1961.08457544,-6285.028575439999
4,506.1791,1437.897,-1086.265,0.0,0.0,0.0,-1311.7894,-16056.7067,598.9626,11761.4894,-2112.4503,54.860732639999995,-4150.233,-2057.58956736,-6207.822567360001
5,516.4754,1412.3347,-1103.4293,0.0,0.0,0.0,-1277.12,-16051.756,623.9667,11774.1495,-2149.3648,58.22074944,-4105.378999999997,-2091.14405056,-6196.523050559997
6,503.5087,1397.9891,-1114.0974,0.0,0.0,0.0,-1293.1667,-16193.3068,598.9362,11790.7972,-2008.5736,58.772738159999996,-4309.3397,-1949.80086184,-6259.14056184
7,541.7723,1386.1138,-1095.716,0.0,0.0,0.0,-1285.1296,-16181.6978,587.2637,11822.2197,-2076.3342,57.2613912,-4225.1739,-2019.0728087999998,-6244.246708799999
8,492.5093,1426.6835,-1102.1444,0.0,0.0,0.0,-1272.8786,-15996.9643,614.3276,11740.5065,-2172.3127,60.02909064,-4097.9604,-2112.28360936,-6210.244009360001
9,538.7907,1368.4964,-1090.1785,0.0,0.0,0.0,-1265.3568,-16139.8021,604.9219,11765.533,-2075.9619,57.411294479999995,-4217.595400000004,-2018.5506055199999,-6236.146005520004
10,470.7437,1398.1392,-1101.0734,0.0,0.0,0.0,-1282.1719,-16220.1139,593.6253,11758.6701,-1970.1342,57.65927976,-4382.180900000003,-1912.47492024,-6294.655820240004
11,509.8962,1441.859,-1096.1681,0.0,0.0,0.0,-1254.0372,-16167.2273,602.2163,11720.9811,-1989.7914,57.54432816,-4242.48,-1932.24707184,-6174.72707184
12,522.7462,1437.0644,-1081.468,0.0,0.0,0.0,-1295.6543,-16185.2025,616.8112,11791.3273,-2041.0726,57.23762616,-4194.375699999997,-1983.83497384,-6178.210673839996
13,486.4853,1404.7903,-1092.4969,0.0,0.0,0.0,-1264.0759,-16295.3413,630.9584,11832.677,-1975.2262,55.436046479999995,-4297.003100000002,-1919.79015352,-6216.793253520002
14,490.9664,1443.9189,-1106.5954,0.0,0.0,0.0,-1292.3009,-16203.5031,595.838,11818.7492,-2022.4239,56.956926239999994,-4252.9269,-1965.46697376,-6218.39387376
15,534.0665,1405.706,-1079.8733,0.0,0.0,0.0,-1272.256,-16209.2528,606.3816,11808.9604,-2037.6282,59.93203896,-4206.267599999999,-1977.69616104,-6183.96376104
16,504.449,1405.9751,-1100.8404,0.0,0.0,0.0,-1284.4114,-16231.5091,588.3741,11786.9842,-1995.9837,58.01448672,-4330.978499999996,-1937.96921328,-6268.947713279996
17,536.315,1392.6969,-1093.8966,0.0,0.0,0.0,-1292.6139,-16132.9492,599.4708,11759.7407,-2078.624,57.397404959999996,-4231.236299999999,-2021.22659504,-6252.462895039998
18,503.1728,1451.4565,-1118.4147,0.0,0.0,0.0,-1301.8037,-16099.7258,612.7774,11825.1689,-2119.9847,57.30673896,-4127.368600000002,-2062.67796104,-6190.0465610400015
19,499.0064,1399.7944,-1082.3087,0.0,0.0,0.0,-1262.492,-16155.8425,622.5997,11854.1612,-2107.5321,57.04596,-4125.0815,-2050.48614,-6175.56764
20,521.2453,1437.603,-1107.8856,0.0,0.0,0.0,-1283.6327,-16120.3526,611.2657,11753.315,-2065.3198,56.25174024,-4188.4419,-2009.0680597600003,-6197.50995976
21,513.1722,1454.1421,-1095.0006,0.0,0.0,0.0,-1286.368,-16238.1252,603.2987,11789.8796,-2003.8249,56.607348959999996,-4259.001200000002,-1947.21755104,-6206.218751040002
22,527.2455,1351.48,-1086.9285,0.0,0.0,0.0,-1246.1903,-16128.3145,613.5906,11788.965,-2103.4029,59.775343920000005,-4180.1522,-2043.62755608,-6223.779756080001
23,505.0069,1451.4257,-1129.4447,0.0,0.0,0.0,-1270.5103,-16218.7997,614.9072,11801.439,-2023.2864,58.369878719999996,-4245.975899999998,-1964.9165212799999,-6210.8924212799975
24,504.556,1387.3515,-1092.1048,0.0,0.0,0.0,-1283.9544,-16206.0594,601.2439,11879.5447,-2075.5656,56.90159207999999,-4209.422500000001,-2018.66400792,-6228.08650792
25,537.921,1389.7519,-1104.8962,0.0,0.0,0.0,-1276.0923,-16218.6875,606.0311,11805.1801,-2025.8705,56.88376344,-4260.791900000002,-1968.98673656,-6229.778636560002
26,504.5059,1394.8434,-1094.5194,0.0,0.0,0.0,-1272.7219,-16182.587,598.3183,11785.3164,-2067.1336,57.227360399999995,-4266.844299999999,-2009.9062396000002,-6276.750539599999
27,522.2613,1370.2699,-1100.17,0.0,0.0,0.0,-1307.4786,-16071.455,625.4205,11805.6329,-2127.3749,55.72414944,-4155.519,-2071.65075056,-6227.1697505600005
28,506.2827,1412.8185,-1109.9724,0.0,0.0,0.0,-1271.0266,-16088.318,626.5522,11812.0172,-2137.6852,57.68936496,-4111.646399999998,-2079.9958350399997,-6191.642235039998
29,516.093,1385.1487,-1069.9406,0.0,0.0,0.0,-1274.7173,-16045.8408,615.6791,11789.3357,-2157.0179,58.4019396,-4084.2422000000024,-2098.6159604,-6182.858160400002
30,503.6884,1443.5154,-1111.4738,0.0,0.0,0.0,-1285.1264,-16180.237,593.2465,11816.7827,-2054.6104,55.228988879999996,-4219.6042,-1999.38141112,-6218.98561112
31,525.3434,1460.6634,-1100.9806,0.0,0.0,0.0,-1272.1624,-16142.0573,607.2241,11762.599,-2090.9038,56.8315188,-4159.370400000002,-2034.0722812000001,-6193.442681200002
32,513.8912,1413.3914,-1092.362,0.0,0.0,0.0,-1287.4433,-16199.2854,617.9508,11802.0371,-2013.5641,55.35462888,-4231.820200000002,-1958.20947112,-6190.029671120002
33,521.3013,1386.4936,-1080.2105,0.0,0.0,0.0,-1269.7077,-16172.7074,599.1937,11783.6513,-2011.5636,56.87739072,-4231.985699999999,-1954.68620928,-6186.6719092799985
34,511.2025,1398.8733,-1073.5268,0.0,0.0,0.0,-1281.2002,-16190.8335,607.4407,11791.7555,-2044.3236,56.06871192,-4236.288500000002,-1988.25488808,-6224.543388080002
35,490.2236,1416.8393,-1106.147,0.0,0.0,0.0,-1272.5714,-16329.2836,610.0693,11835.369,-1935.3942,56.1394476,-4355.5008,-1879.2547524,-6234.7555524
36,493.9497,1433.9808,-1077.4653,0.0,0.0,0.0,-1286.502,-16215.3854,610.1407,11763.1666,-1987.889,56.5542288,-4278.1149000000005,-1931.3347712,-6209.449671200001
37,502.7251,1451.2921,-1108.0636,0.0,0.0,0.0,-1269.7903,-16060.296,616.0079,11787.3431,-2134.9395,56.3590296,-4080.7817000000014,-2078.5804703999997,-6159.362170400002
38,526.4502,1394.758,-1118.6781,0.0,0.0,0.0,-1264.0818,-15999.5863,624.9842,11778.2621,-2183.2972,58.15287576,-4057.8916999999983,-2125.14432424,-6183.036024239998
39,518.3994,1485.5873,-1087.6136,0.0,0.0,0.0,-1279.6435,-15862.3764,596.2973,11768.9186,-2300.4948,58.23481824,-3860.4308999999976,-2242.25998176,-6102.690881759998
40,482.1489,1399.3253,-1095.6856,0.0,0.0,0.0,-1278.5007,-16136.7829,618.9603,11880.7341,-2147.4943,58.7483352,-4129.800599999999,-2088.7459648,-6218.546564799999
41,526.6897,1406.2848,-1096.2998,0.0,0.0,0.0,-1258.0694,-16045.7272,615.7345,11816.8129,-2177.7336,60.31090584,-4034.574499999997,-2117.42269416,-6151.997194159997
42,485.2602,1417.0734,-1089.4157,0.0,0.0,0.0,-1266.8801,-16059.379,609.5897,11827.1425,-2179.0295,59.71215744,-4076.609000000002,-2119.3173425600003,-6195.926342560003
43,528.2401,1380.9828,-1113.5083,0.0,0.0,0.0,-1291.9872,-15978.3043,617.1564,11785.5832,-2217.394,58.64229288,-4071.837300000001,-2158.75170712,-6230.589007120001
44,505.6719,1436.1262,-1084.4502,0.0,0.0,0.0,-1279.0019,-16126.9057,611.8185,11766.5007,-2095.1222,59.10418583999999,-4170.240499999998,-2036.01801416,-6206.2585141599975
45,510.6116,1437.0797,-1054.7279,0.0,0.0,0.0,-1258.7689,-16026.5957,594.6777,11764.4425,-2149.5214,58.13016624,-4033.281000000001,-2091.39123376,-6124.67223376
46,517.1172,1383.6106,-1087.892,0.0,0.0,0.0,-1260.4204,-16108.3528,623.0521,11810.873,-2117.0362,58.785804,-4122.0122999999985,-2058.250396,-6180.262695999999
47,492.7557,1417.4831,-1102.8847,0.0,0.0,0.0,-1276.657,-16154.7845,608.9961,11837.0392,-2090.0091,58.13913672,-4178.052100000001,-2031.8699632800003,-6209.922063280001
48,509.3338,1420.2493,-1059.3729,0.0,0.0,0.0,-1277.7997,-16160.1912,626.3798,11850.1531,-2140.4627,59.227107839999995,-4091.247799999999,-2081.23559216,-6172.483392159999
49,521.3796,1432.5487,-1107.1648,0.0,0.0,0.0,-1263.6892,-16213.2093,610.0674,11822.5584,-2007.4785,57.11341607999999,-4197.509200000002,-1950.36508392,-6147.874283920002
50,534.1839,1461.9169,-1088.5529,0.0,0.0,0.0,-1282.7742,-16262.9165,596.9083,11823.5956,-1987.9221,58.20809832,-4217.638899999998,-1929.71400168,-6147.352901679998
51,502.2185,1436.3956,-1092.9242,0.0,0.0,0.0,-1292.9711,-16146.0836,608.5495,11851.2747,-2104.7252,57.21151104,-4133.5406,-2047.5136889599999,-6181.05428896
52,493.0505,1451.3965,-1126.9294,0.0,0.0,0.0,-1277.8556,-16152.3442,599.7921,11824.9316,-2073.982,56.403932399999995,-4187.958499999999,-2017.5780676,-6205.536567599999
53,483.3985,1410.9673,-1102.6597,0.0,0.0,0.0,-1255.7773,-16236.8651,618.5744,11785.5122,-1991.8055,56.23355304,-4296.8497000000025,-1935.5719469599999,-6232.421646960003
54,512.7918,1414.1474,-1066.548,0.0,0.0,0.0,-1258.6237,-16157.659,604.5845,11830.906,-2095.4771,59.14427471999999,-4120.400999999996,-2036.3328252800002,-6156.733825279996
55,504.6429,1430.2569,-1083.8629,0.0,0.0,0.0,-1279.6922,-16111.3766,599.2962,11755.7173,-2076.4321,59.26727376,-4185.018399999997,-2017.16482624,-6202.183226239998
56,511.9386,1438.6796,-1105.9619,0.0,0.0,0.0,-1265.1517,-16190.4486,603.7855,11779.0402,-2025.9085,60.38662032,-4228.1183,-1965.52187968,-6193.64017968
57,520.4528,1455.5997,-1096.5415,0.0,0.0,0.0,-1268.2959,-16200.1011,625.1534,11821.3841,-2043.3844,57.34641168,-4142.3485,-1986.0379883199998,-6128.38648832
58,520.4175,1399.5932,-1124.5191,0.0,0.0,0.0,-1261.7849,-16086.1021,591.7258,11785.5955,-2115.2347,61.152073200000004,-4175.074100000002,-2054.0826268,-6229.156726800002
59,490.1832,1362.8904,-1100.5244,0.0,0.0,0.0,-1224.7728,-16298.3076,620.8165,11819.8584,-1983.6979,59.92213896,-4329.856300000001,-1923.77576104,-6253.632061040002
60,539.0583,1383.631,-1111.766,0.0,0.0,0.0,-1272.309,-16140.4487,606.2501,11820.3909,-2109.1017,57.85107624,-4175.1934,-2051.25062376,-6226.44402376
61,554.4323,1405.6171,-1095.3834,0.0,0.0,0.0,-1252.7622,-16265.1324,611.458,11760.6269,-1949.541,58.46113872,-4281.143700000002,-1891.07986128,-6172.223561280002
62,487.0783,1423.6676,-1105.3471,0.0,0.0,0.0,-1259.1387,-16318.789,605.8232,11906.0496,-2029.5634,58.652811359999994,-4260.6561,-1970.91058864,-6231.56668864
63,506.1573,1396.4482,-1123.5984,0.0,0.0,0.0,-1283.5107,-16245.0808,590.5432,11802.6905,-2003.1152,55.66822848,-4356.350699999999,-1947.44697152,-6303.797671519999
64,519.9464,1413.4154,-1108.7853,0.0,0.0,0.0,-1279.0563,-16281.8691,600.3597,11849.3774,-2003.2991,56.08061568,-4286.611800000001,-1947.21848432,-6233.830284320001
65,491.11,1433.5323,-1085.5357,0.0,0.0,0.0,-1285.9029,-16080.8108,599.219,11792.6595,-2150.3877,56.47069368,-4135.7286,-2093.9170063200004,-6229.64560632
66,476.1626,1431.8537,-1078.2511,0.0,0.0,0.0,-1291.1674,-16088.4883,626.9594,11748.7293,-2063.8073,55.58824008,-4174.201800000001,-2008.2190599199998,-6182.420859920001
67,491.5564,1423.6774,-1111.5881,0.0,0.0,0.0,-1295.4836,-16145.5732,620.4193,11869.9325,-2110.5281,55.05700176,-4147.059300000001,-2055.47109824,-6202.53039824
68,514.6124,1446.9215,-1099.0897,0.0,0.0,0.0,-1273.6028,-16181.8873,613.248,11802.9973,-2030.1168,55.4696964,-4176.8006000000005,-1974.6471036,-6151.4477036
69,539.8981,1411.3806,-1085.435,0.0,0.0,0.0,-1261.2164,-16242.1499,624.141,11783.1126,-1998.0103,55.558407599999995,-4230.269,-1942.4518924,-6172.720892400001
70,500.7798,1472.0342,-1059.4524,0.0,0.0,0.0,-1272.7869,-16092.4424,599.3154,11752.2322,-2106.5545,56.179688399999996,-4100.320099999999,-2050.3748116,-6150.6949116
71,514.4715,1388.4165,-1082.14,0.0,0.0,0.0,-1289.2805,-16098.9924,623.7486,11755.3823,-2084.2999,58.78757304,-4188.394,-2025.5123269599999,-6213.90632696
72,479.4035,1412.8073,-1103.9732,0.0,0.0,0.0,-1267.4936,-16107.3143,597.9549,11814.8472,-2102.5739,55.83395016,-4173.768199999999,-2046.7399498399998,-6220.508149839998
73,495.3316,1411.3912,-1123.4914,0.0,0.0,0.0,-1306.9163,-16235.389,598.5063,11848.1512,-2022.0659,56.130613919999995,-4312.416399999998,-1965.93528608,-6278.351686079998
74,529.8588,1423.6368,-1082.7569,0.0,0.0,0.0,-1262.9293,-16223.7727,623.2794,11788.9728,-1991.0825,56.607451919999995,-4203.7111,-1934.47504808,-6138.186148080001
75,520.3755,1450.9686,-1081.1473,0.0,0.0,0.0,-1285.6719,-16268.4877,614.7578,11800.05,-1967.6534,55.836892799999994,-4249.1550000000025,-1911.8165072,-6160.971507200003
76,537.2528,1415.1003,-1067.8919,0.0,0.0,0.0,-1276.741,-16081.6118,611.6458,11779.166,-2146.9126,57.5355672,-4083.0797999999995,-2089.3770328,-6172.4568328
77,582.8901,1381.5344,-1064.6226,0.0,0.0,0.0,-1270.9267,-16323.9216,612.2302,11838.7174,-1969.3762,56.66922216,-4244.0988,-1912.70697784,-6156.80577784
78,533.4213,1399.8298,-1112.7678,0.0,0.0,0.0,-1271.2832,-16155.0457,623.1644,11821.7822,-2105.7183,56.42402903999999,-4160.899000000001,-2049.29427096,-6210.193270960001
79,515.6531,1402.6724,-1076.5635,0.0,0.0,0.0,-1271.181,-16362.8111,605.0507,11852.8744,-1963.1934,54.75990528,-4334.305,-1908.43349472,-6242.738494720001
80,485.5086,1416.717,-1086.4251,0.0,0.0,0.0,-1292.7971,-16303.5807,611.1921,11853.9297,-1971.0716,55.49215248,-4315.4555,-1915.57944752,-6231.03494752
81,527.2504,1386.134,-1096.9073,0.0,0.0,0.0,-1298.0811,-16104.1368,613.0641,11754.5907,-2087.8408,57.70798919999999,-4218.085999999999,-2030.1328108,-6248.218810799999
82,515.6784,1427.6617,-1081.4042,0.0,0.0,0.0,-1266.6738,-16168.9624,610.9271,11839.5476,-2138.6885,57.71966112,-4123.2256,-2080.96883888,-6204.19443888
83,512.4127,1487.9787,-1106.9752,0.0,0.0,0.0,-1284.2583,-16204.2178,617.7691,11822.7067,-2052.9178,56.963237039999996,-4154.5841,-1995.9545629600002,-6150.53866296
84,481.0241,1386.9558,-1082.9767,0.0,0.0,0.0,-1291.3283,-16222.5022,624.4102,11832.7869,-2018.026,58.30175952,-4271.630200000001,-1959.7242404800002,-6231.354440480001
85,502.1772,1392.2941,-1102.6383,0.0,0.0,0.0,-1282.7257,-16123.9514,595.6873,11751.2231,-2056.7212,57.528144000000005,-4267.9337,-1999.1930559999998,-6267.126756
