GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
0,495.3077,1434.439,-1083.3559,0.0,0.0,0.0,-1307.2323,-15890.6865,598.7318,11528.7459,-1960.8319,55.11681576,47.5229,-4224.050300000001,-1905.71508424,-6082.242484240001
1,477.5199,1370.3389,-1050.0068,0.0,0.0,0.0,-1309.8791,-15954.3371,628.288,11546.3807,-1954.1197,55.45558368,48.4596,-4291.6955,-1898.66411632,-6141.90001632
2,485.754,1457.3702,-1102.6143,0.0,0.0,0.0,-1284.9004,-15835.0967,605.231,11508.0596,-2006.1412,54.57815928,45.869,-4166.196599999999,-1951.5630407200001,-6071.890640719999
3,541.2029,1427.7579,-1100.8907,0.0,0.0,0.0,-1277.4496,-16013.3268,607.5888,11537.0711,-1876.6785,56.052820080000004,28.7967,-4278.046400000003,-1820.62567992,-6069.875379920003
4,494.7288,1432.2806,-1107.7502,0.0,0.0,0.0,-1272.1728,-15945.1643,603.0832,11455.6242,-1906.4549,55.73009664,55.7251,-4339.370499999999,-1850.72480336,-6134.370203359999
5,494.3119,1464.7149,-1099.0208,0.0,0.0,0.0,-1312.2761,-15920.6265,610.6065,11482.8215,-1890.801,53.6303412,39.6571,-4279.4686,-1837.1706588,-6076.9821587999995
6,511.3374,1394.7551,-1100.4699,0.0,0.0,0.0,-1297.9596,-16088.1905,589.904,11597.9524,-1855.2033,55.202562,60.7115,-4392.6711,-1800.000738,-6131.960337999999
7,490.8052,1391.4689,-1102.5181,0.0,0.0,0.0,-1290.1041,-15916.7355,595.0393,11522.9792,-1954.0395,56.570363279999995,59.6347,-4309.065100000002,-1897.46913672,-6146.899536720002
8,508.22,1404.1893,-1095.7925,0.0,0.0,0.0,-1264.7389,-16004.6549,610.0522,11496.072,-1896.0054,57.033882719999994,43.9897,-4346.652799999998,-1838.97151728,-6141.634617279998
9,489.2647,1403.4063,-1117.2098,0.0,0.0,0.0,-1275.8442,-16012.2087,607.7343,11519.9874,-1862.4044,57.260448,44.6985,-4384.870000000001,-1805.143952,-6145.315452
10,516.8039,1431.3355,-1120.5334,0.0,0.0,0.0,-1309.2783,-15917.4413,606.189,11516.7492,-1929.053,55.118847599999995,36.929,-4276.1754,-1873.9341524000001,-6113.1805524
11,501.516,1396.1159,-1105.6324,0.0,0.0,0.0,-1260.0604,-15890.2145,611.4113,11574.3366,-2033.6516,55.650942719999996,38.4736,-4172.5275,-1978.0006572799998,-6112.05455728
12,504.8968,1413.2531,-1072.8534,0.0,0.0,0.0,-1292.8241,-16047.2356,588.3299,11572.1691,-1893.0379,55.80124632,42.5971,-4334.264200000001,-1837.23665368,-6128.9037536800015
13,491.5036,1365.6898,-1130.8061,0.0,0.0,0.0,-1274.8765,-16091.3083,627.7152,11552.7125,-1825.0349,57.54132144,53.0517,-4459.3698,-1767.49357856,-6173.811678560001
14,487.5545,1420.9707,-1080.3896,0.0,0.0,0.0,-1283.9054,-15936.2136,612.5429,11542.623,-1953.4973,55.82818512,32.8007,-4236.817499999997,-1897.66911488,-6101.685914879998
15,507.4129,1424.5303,-1113.8242,0.0,0.0,0.0,-1286.4374,-15955.5302,624.5159,11518.5858,-1899.8784,55.79284968,24.139,-4280.7468999999965,-1844.08555032,-6100.693450319996
16,467.6349,1411.3601,-1070.8477,0.0,0.0,0.0,-1294.8139,-16153.5259,604.7757,11553.1447,-1791.9022,54.62355024,34.388,-4482.2721,-1737.27864976,-6185.16274976
17,527.2483,1419.7286,-1083.1586,0.0,0.0,0.0,-1286.9327,-15927.7121,608.4339,11519.1382,-1919.077,56.56906512,37.5531,-4223.254400000002,-1862.50793488,-6048.2092348800015
18,534.4675,1437.6714,-1066.9608,0.0,0.0,0.0,-1270.9691,-15920.5917,599.731,11622.9577,-2043.6613,57.87636264,37.8368,-4063.6940000000013,-1985.78493736,-6011.6421373600015
19,469.2805,1401.5035,-1097.9152,0.0,0.0,0.0,-1293.0135,-16034.7952,614.9255,11593.8529,-1926.6318,55.915133759999996,46.7526,-4346.161500000002,-1870.7166662400002,-6170.125566240003
20,520.4221,1410.3931,-1068.4258,0.0,0.0,0.0,-1305.9423,-15958.7534,595.831,11500.3613,-1929.2045,55.212323760000004,55.8221,-4306.114,-1873.99217624,-6124.284076239999
21,550.9088,1404.9928,-1085.6199,0.0,0.0,0.0,-1303.1257,-16128.5844,587.2312,11524.6389,-1778.6763,54.43137,46.1692,-4449.558300000001,-1724.24493,-6127.63403
22,518.1924,1426.4483,-1084.3013,0.0,0.0,0.0,-1261.4101,-16041.5453,610.1274,11489.6252,-1838.5188,56.36506464,40.9031,-4342.863400000002,-1782.1537353600002,-6084.114035360001
23,509.0363,1434.3657,-1087.5214,0.0,0.0,0.0,-1269.8036,-16003.2196,595.6145,11520.7632,-1892.3654,57.31951824,50.7954,-4300.7649,-1835.04588176,-6085.015381759999
24,509.959,1417.44,-1114.2815,0.0,0.0,0.0,-1277.8794,-16030.0362,613.3047,11539.0697,-1842.6343,56.26891944,61.6667,-4342.423699999999,-1786.36538056,-6067.122380559999
25,492.8138,1411.8236,-1099.9298,0.0,0.0,0.0,-1280.3837,-15902.7319,625.5775,11520.533,-1956.5303,57.717030959999995,40.8373,-4232.297500000002,-1898.8132690399998,-6090.273469040003
26,519.8566,1400.6709,-1056.137,0.0,0.0,0.0,-1251.093,-16114.7417,600.5136,11538.9181,-1838.4105,57.854222639999996,53.3172,-4362.012500000001,-1780.55627736,-6089.25157736
27,529.7031,1414.0661,-1102.2951,0.0,0.0,0.0,-1269.8768,-15900.5865,595.0061,11544.0452,-2016.1381,59.193286560000004,32.3204,-4189.937899999999,-1956.94481344,-6114.562313439999
28,489.1703,1453.7063,-1097.2283,0.0,0.0,0.0,-1257.459,-15797.5184,588.6676,11438.3102,-2008.1903,57.958974,41.133,-4182.3513,-1950.231326,-6091.4496260000005
29,536.8727,1413.3034,-1089.565,0.0,0.0,0.0,-1258.8494,-15981.2737,601.2443,11503.6623,-1890.7805,57.4298964,55.7626,-4274.605399999999,-1833.3506036,-6052.193403599998
30,488.7455,1387.1258,-1096.4864,0.0,0.0,0.0,-1282.3778,-15948.8818,605.4652,11590.66,-1967.9557,56.399983920000004,34.5659,-4255.7495,-1911.55571608,-6132.739316080001
31,547.6686,1419.6424,-1081.2429,0.0,0.0,0.0,-1284.704,-16073.3931,608.0963,11618.5352,-1915.6687,56.864155679999996,46.5152,-4245.397499999999,-1858.8045443199999,-6057.686844319999
32,484.5432,1430.6101,-1097.5732,0.0,0.0,0.0,-1260.9109,-15766.9606,600.5065,11512.0417,-2089.5474,58.796015759999996,55.6123,-4097.743200000001,-2030.7513842399999,-6072.88228424
33,502.7756,1406.7096,-1097.5728,0.0,0.0,0.0,-1285.5261,-15894.9661,593.428,11533.4579,-2019.4479,57.37074912,42.302,-4241.6939,-1962.0771508799999,-6161.46905088
34,525.5028,1445.4198,-1080.1486,0.0,0.0,0.0,-1267.652,-15969.2703,596.4318,11473.516,-1900.5324,56.185272,35.1838,-4276.200500000001,-1844.347128,-6085.363828000001
35,517.9644,1373.8121,-1069.5088,0.0,0.0,0.0,-1268.2865,-15820.3049,592.9146,11481.1642,-2024.7557,59.346365760000005,41.5589,-4192.2449,-1965.40933424,-6116.09533424
36,514.6308,1448.7572,-1113.9709,0.0,0.0,0.0,-1270.1927,-15843.9181,603.2842,11540.8138,-2036.7664,58.581324,39.6757,-4120.595700000002,-1978.185076,-6059.105076000003
