POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,500.6283,1442.7912,-1141.4677,0.0,0.0,0.0,-1259.1973,-16028.3683,620.5542,11773.5643,-2025.1512,1239.1669,-750.0337,-4091.4952999999987,-1536.018,-5627.513299999999
1,559.6584,1485.9921,-1088.2731,0.0,0.0,0.0,-1251.2882,-16155.5839,614.4644,11765.9406,-1949.915,1241.8081,-754.4121,-4069.0896999999986,-1462.519,-5531.608699999999
2,483.2798,1435.5569,-1085.3909,0.0,0.0,0.0,-1265.0639,-16124.4377,633.5585,11789.7849,-2003.3255,1232.859,-748.3597,-4132.712400000002,-1518.8262,-5651.538600000003
3,511.4133,1445.091,-1080.4051,0.0,0.0,0.0,-1276.8412,-16075.0239,607.2478,11793.8746,-2012.0403,1236.8894,-736.666,-4074.6435,-1511.8168999999998,-5586.4604
4,535.7218,1437.3824,-1119.1744,0.0,0.0,0.0,-1275.865,-16094.4401,619.298,11700.8554,-1941.4112,1237.0312,-755.6951,-4196.221899999999,-1460.0751,-5656.297
5,487.5594,1415.9008,-1097.593,0.0,0.0,0.0,-1268.2604,-16079.4538,624.8141,11786.5285,-1983.4979,1243.1784,-755.8327,-4130.504399999998,-1496.1522,-5626.656599999998
6,502.2252,1438.885,-1064.159,0.0,0.0,0.0,-1268.4563,-16039.809,613.0322,11713.3179,-2020.7835,1238.7747,-757.402,-4104.964,-1539.4108,-5644.3748
7,534.6169,1430.6473,-1102.952,0.0,0.0,0.0,-1276.8007,-16145.7374,623.0224,11765.9887,-1922.836,1229.4948,-743.8654,-4171.214800000002,-1437.2066,-5608.421400000002
8,492.2041,1388.5656,-1069.6987,0.0,0.0,0.0,-1291.3728,-16076.5161,594.7001,11728.7683,-1952.0684,1238.1935,-753.9851,-4233.349500000002,-1467.8600000000001,-5701.209500000002
9,516.856,1446.2118,-1108.0731,0.0,0.0,0.0,-1261.8555,-16239.1042,602.2796,11739.8899,-1856.1826,1231.81,-743.3942,-4303.7955,-1367.7668,-5671.5623000000005
10,511.7233,1412.1695,-1080.634,0.0,0.0,0.0,-1285.0961,-16192.9963,611.6047,11832.7161,-1908.6447,1237.206,-748.2795,-4190.512800000002,-1419.7182000000003,-5610.231000000002
11,533.8738,1407.5711,-1077.4787,0.0,0.0,0.0,-1254.6176,-15948.8905,603.4779,11780.0611,-2132.8644,1247.1805,-755.9187,-3956.0028999999995,-1641.6026,-5597.6055
12,505.9091,1419.9703,-1081.0674,0.0,0.0,0.0,-1258.6731,-16177.9775,616.6375,11893.0124,-1986.1921,1240.178,-752.9538,-4082.188699999999,-1498.9678999999999,-5581.156599999999
13,495.2288,1453.9489,-1093.7041,0.0,0.0,0.0,-1267.344,-16113.1864,614.4929,11781.7248,-1992.6951,1235.0845,-747.2552,-4128.839099999999,-1504.8658,-5633.704899999999
14,496.8317,1403.8357,-1086.2428,0.0,0.0,0.0,-1255.703,-15958.9199,611.446,11787.7824,-2124.885,1243.391,-752.5817,-4000.9699,-1634.0757,-5635.0456
15,501.171,1427.7235,-1069.2388,0.0,0.0,0.0,-1260.8819,-16010.9743,614.895,11774.2843,-2095.9575,1235.5003,-749.6372,-4023.021199999999,-1610.0944,-5633.1156
16,483.798,1344.784,-1047.064,0.0,0.0,0.0,-1275.4909,-16143.8309,604.4115,11854.7966,-1988.9108,1241.8412,-747.752,-4178.595700000002,-1494.8216,-5673.417300000001
17,474.7589,1418.3085,-1058.7667,0.0,0.0,0.0,-1258.8945,-16106.2947,601.7425,11790.3034,-1983.323,1236.8091,-743.8735,-4138.8426,-1490.3874,-5629.23
18,518.2258,1461.6502,-1115.8994,0.0,0.0,0.0,-1269.6547,-16028.2995,606.0709,11736.1765,-2009.5693,1236.072,-745.3272,-4091.730199999998,-1518.8245000000002,-5610.554699999998
19,525.3068,1422.0857,-1108.8991,0.0,0.0,0.0,-1248.8726,-15975.22,606.3278,11771.6363,-2108.9938,1238.1274,-751.449,-4007.6351000000013,-1622.3154,-5629.950500000001
20,480.2134,1427.9569,-1072.0398,0.0,0.0,0.0,-1251.1638,-16332.5869,601.0013,11870.0499,-1872.7263,1227.3213,-737.5578,-4276.569000000001,-1382.9628,-5659.5318000000025
21,512.5969,1439.2766,-1088.6044,0.0,0.0,0.0,-1298.7558,-15891.9912,606.2974,11754.3246,-2118.8158,1234.2954,-737.8926,-3966.8559000000005,-1622.413,-5589.268900000001
22,538.2215,1432.7653,-1102.1183,0.0,0.0,0.0,-1287.0427,-16068.9568,601.3708,11782.1349,-2035.8076,1237.48,-745.3229,-4103.6253000000015,-1543.6505000000002,-5647.275800000002
23,471.3036,1411.3433,-1060.0126,0.0,0.0,0.0,-1268.4374,-16227.5618,625.248,11891.0178,-1999.7177,1228.4411,-747.2194,-4157.099100000001,-1518.4959999999999,-5675.595100000001
24,493.0744,1362.6531,-1101.4794,0.0,0.0,0.0,-1286.0909,-16179.399,605.7535,11839.9946,-1973.8984,1231.9849,-745.608,-4265.493699999999,-1487.5215,-5753.0152
25,508.1559,1457.1052,-1089.7211,0.0,0.0,0.0,-1248.866,-16206.3527,607.6102,11800.775,-1926.4197,1237.1871,-752.2016,-4171.293500000002,-1441.4341999999997,-5612.727700000002
26,503.8513,1436.774,-1139.9306,0.0,0.0,0.0,-1256.8338,-16185.1622,628.3727,11839.9613,-1958.3173,1233.2417,-746.5383,-4172.967299999998,-1471.6138999999998,-5644.581199999999
27,508.571,1410.1546,-1075.3117,0.0,0.0,0.0,-1285.1105,-16221.4589,615.683,11796.923,-1892.836,1235.5381,-751.4656,-4250.549499999999,-1408.7635,-5659.313
28,481.1342,1427.3935,-1100.2455,0.0,0.0,0.0,-1247.9925,-16111.7368,601.3019,11742.9379,-1957.3473,1235.2782,-746.7254,-4207.2073,-1468.7945,-5676.0018
29,493.6861,1430.1891,-1081.5851,0.0,0.0,0.0,-1273.4846,-16297.8674,608.1392,11824.0181,-1863.0076,1224.6658,-736.2886,-4296.904600000002,-1374.6304,-5671.535000000002
30,523.0238,1478.3593,-1092.7681,0.0,0.0,0.0,-1241.0485,-16132.6714,592.7718,11766.0511,-1969.5099,1237.1398,-749.1532,-4106.281999999997,-1481.5233,-5587.805299999997
31,544.0559,1468.5527,-1075.4084,0.0,0.0,0.0,-1259.4667,-16151.9848,621.2666,11797.0996,-2002.0795,1254.0648,-768.9638,-4055.8850999999995,-1516.9785,-5572.863599999999
32,498.2063,1438.2248,-1064.6896,0.0,0.0,0.0,-1257.4602,-16245.4687,602.0793,11819.9362,-1908.8103,1241.4868,-754.6564,-4209.171899999999,-1421.9799000000003,-5631.1518
33,509.5149,1387.3724,-1105.4871,0.0,0.0,0.0,-1276.8152,-15995.7491,618.0013,11786.6277,-2056.7454,1236.9934,-747.4946,-4076.535100000003,-1567.2465999999997,-5643.781700000002
34,491.0846,1408.3415,-1099.9591,0.0,0.0,0.0,-1268.2237,-16072.2896,598.835,11744.6034,-1969.8741,1232.0605,-735.2447,-4197.607900000003,-1473.0583,-5670.666200000002
35,510.2467,1407.6088,-1086.3565,0.0,0.0,0.0,-1253.6685,-16083.459,613.0253,11786.5071,-2032.8378,1238.8408,-750.5503,-4106.0961000000025,-1544.5473000000002,-5650.643400000003
36,511.3693,1399.2058,-1086.6315,0.0,0.0,0.0,-1271.4802,-16146.1772,610.8438,11818.9428,-1994.5385,1234.3993,-745.7072,-4163.9272,-1505.8464,-5669.7736
37,480.053,1450.7524,-1108.2552,0.0,0.0,0.0,-1286.4717,-16204.3696,610.3668,11755.2983,-1881.0119,1225.1383,-738.6448,-4302.625999999998,-1394.5184,-5697.144399999997
38,503.2949,1436.1416,-1105.979,0.0,0.0,0.0,-1320.2207,-16235.9809,615.6095,11837.9608,-1881.9505,1223.7397,-734.7693,-4269.173799999999,-1392.9800999999998,-5662.153899999998
39,480.9146,1408.9809,-1085.418,0.0,0.0,0.0,-1274.047,-16114.8042,600.7104,11809.9763,-2008.4613,1231.7675,-742.4877,-4173.687,-1519.1815000000001,-5692.8685
40,558.9817,1495.589,-1111.5308,0.0,0.0,0.0,-1297.3082,-16111.1412,600.1968,11732.3839,-1936.4888,1220.059,-727.5155,-4132.828800000001,-1443.9453,-5576.7741000000005
41,522.3933,1418.3144,-1062.8091,0.0,0.0,0.0,-1282.5966,-16075.721,606.9077,11770.2281,-1966.0865,1227.6946,-732.6774,-4103.283199999998,-1471.0692999999999,-5574.352499999997
42,533.2307,1457.8433,-1084.8978,0.0,0.0,0.0,-1263.2627,-16094.3712,598.9786,11747.9029,-2013.8975,1225.1478,-738.6601,-4104.5761999999995,-1527.4098000000001,-5631.986
43,515.4578,1410.6086,-1072.5556,0.0,0.0,0.0,-1310.3613,-16073.3974,590.7068,11733.5068,-1929.0019,1222.3931,-726.2064,-4206.034299999999,-1432.8152,-5638.849499999999
44,505.2432,1412.1039,-1075.7607,0.0,0.0,0.0,-1292.7393,-15981.7762,610.8364,11723.0274,-2064.3199,1230.4729,-744.9428,-4099.0653,-1578.7898,-5677.855100000001
45,515.3308,1454.6356,-1101.6831,0.0,0.0,0.0,-1256.7142,-16032.5728,621.9513,11800.2464,-2092.8318,1243.2965,-762.1658,-3998.8060000000005,-1611.7011,-5610.5071
46,518.13,1453.1225,-1091.9548,0.0,0.0,0.0,-1279.5233,-15880.6827,607.7317,11674.6282,-2123.374,1236.3082,-749.7578,-3998.5483999999997,-1636.8235999999997,-5635.372
47,512.2419,1447.7548,-1082.5535,0.0,0.0,0.0,-1270.0147,-16135.0272,599.3286,11761.9155,-1935.5054,1241.8459,-749.5309,-4166.354600000002,-1443.1904,-5609.545000000002
48,507.024,1402.0946,-1052.3104,0.0,0.0,0.0,-1271.9891,-16191.5991,612.1577,11806.544,-1949.4626,1234.6025,-746.5791,-4188.078299999999,-1461.4392000000003,-5649.517499999999
49,519.8827,1433.219,-1088.1938,0.0,0.0,0.0,-1280.5557,-16134.9635,607.2852,11781.5155,-1979.0614,1243.7548,-747.7767,-4161.810600000001,-1483.0833000000002,-5644.893900000002
50,482.6952,1341.8984,-1097.7769,0.0,0.0,0.0,-1279.1027,-16183.9085,628.6501,11878.6907,-1992.6017,1230.78,-737.2833,-4228.853699999998,-1499.105,-5727.958699999998
51,551.9229,1426.8518,-1067.1517,0.0,0.0,0.0,-1263.759,-16026.8265,606.6515,11727.1543,-1997.5078,1234.749,-743.5027,-4045.1566999999995,-1506.2615,-5551.4182
52,543.2198,1397.074,-1084.2244,0.0,0.0,0.0,-1270.793,-15931.6056,592.2679,11711.8005,-2092.9728,1249.524,-753.5971,-4042.2608,-1597.0459,-5639.3067
53,492.4724,1443.0735,-1083.0628,0.0,0.0,0.0,-1282.1701,-15864.5336,603.8768,11731.4744,-2138.8433,1248.4846,-754.8015,-3958.8694000000014,-1645.1602,-5604.029600000002
54,498.3888,1411.9346,-1092.5234,0.0,0.0,0.0,-1269.0975,-15914.6583,602.8959,11760.412,-2164.0205,1246.1173,-759.7451,-4002.6479,-1677.6483000000003,-5680.296200000001
55,499.3916,1431.308,-1087.283,0.0,0.0,0.0,-1286.689,-16071.7231,592.6818,11690.8247,-1940.3969,1235.5286,-747.7648,-4231.489000000001,-1452.6331,-5684.122100000001
56,508.5093,1441.7461,-1105.133,0.0,0.0,0.0,-1271.6707,-16172.2515,613.367,11816.2162,-1972.112,1239.9276,-746.5235,-4169.2166,-1478.7079,-5647.9245
57,532.9403,1458.9219,-1078.5104,0.0,0.0,0.0,-1270.2569,-16312.9874,605.5172,11808.0734,-1816.4765,1228.0537,-736.3769,-4256.301900000002,-1324.7997,-5581.101600000003
58,498.5222,1463.3809,-1078.5495,0.0,0.0,0.0,-1301.5212,-16143.3569,600.5567,11741.209,-1855.5855,1230.1279,-736.6905,-4219.7588,-1362.1480999999999,-5581.906899999999
59,492.25,1424.6331,-1099.9268,0.0,0.0,0.0,-1248.205,-16073.7382,600.5849,11771.0788,-2041.6786,1249.9399,-760.5465,-4133.323200000001,-1552.2851999999998,-5685.608400000001
60,500.032,1415.5671,-1085.6097,0.0,0.0,0.0,-1265.4114,-16209.8196,605.4577,11781.7906,-1886.0192,1241.605,-745.7106,-4257.9933,-1390.1248,-5648.1181
61,519.8309,1482.8788,-1083.3807,0.0,0.0,0.0,-1289.1477,-16382.9335,600.8412,11798.2643,-1718.1468,1234.0497,-737.0552,-4353.6466999999975,-1221.1523,-5574.798999999998
62,474.5674,1426.5029,-1055.5669,0.0,0.0,0.0,-1275.9028,-16353.9169,592.0721,11805.5682,-1770.0308,1226.9669,-735.3836,-4386.6759999999995,-1278.4475000000002,-5665.123500000001
63,517.2822,1391.7293,-1074.5395,0.0,0.0,0.0,-1263.8991,-16206.6741,628.8135,11803.9094,-1898.4245,1224.7273,-730.8138,-4203.3783,-1404.511,-5607.889300000001
64,505.7677,1389.8385,-1065.4014,0.0,0.0,0.0,-1284.6395,-16254.7796,612.342,11803.8357,-1852.6119,1221.4717,-724.8539,-4293.036599999999,-1355.9941,-5649.030699999999
65,499.6968,1424.3346,-1071.8465,0.0,0.0,0.0,-1270.571,-16202.9019,595.3586,11761.018,-1871.1183,1239.3086,-739.9407,-4264.911400000001,-1371.7504,-5636.661800000001
66,509.7239,1396.5254,-1094.7012,0.0,0.0,0.0,-1295.0635,-16232.497,620.9443,11816.6992,-1852.714,1230.8556,-731.8854,-4278.368900000001,-1353.7437999999997,-5632.1127000000015
67,485.7256,1430.4344,-1099.0935,0.0,0.0,0.0,-1289.8624,-16050.0562,599.645,11809.5815,-2022.4058,1233.6953,-734.7146,-4113.625599999999,-1523.4251,-5637.0507
68,526.2908,1419.2698,-1092.024,0.0,0.0,0.0,-1297.1,-16119.9282,612.0328,11797.2779,-1981.9671,1236.7382,-737.6317,-4154.180900000001,-1482.8606,-5637.041500000001
69,515.3735,1401.1687,-1071.0052,0.0,0.0,0.0,-1286.6565,-16075.2604,613.6223,11756.8309,-1979.6273,1241.1514,-747.1105,-4145.9267,-1485.5864000000001,-5631.5131
70,499.7304,1425.4893,-1123.7362,0.0,0.0,0.0,-1280.0565,-16182.0127,608.8501,11760.0937,-1922.696,1226.6409,-734.5195,-4291.6419000000005,-1430.5746,-5722.2165
71,529.3073,1361.3203,-1096.4679,0.0,0.0,0.0,-1264.8125,-16368.1621,627.0739,11814.5441,-1740.6676,1227.3355,-736.9197,-4397.196899999999,-1250.2518,-5647.448699999999
72,481.8298,1404.0858,-1102.8122,0.0,0.0,0.0,-1295.083,-16248.7439,621.352,11804.4065,-1828.9891,1221.4008,-722.5069,-4334.965,-1330.0952000000002,-5665.0602
73,519.4169,1439.2773,-1078.5605,0.0,0.0,0.0,-1263.7891,-16264.9557,602.6448,11754.7359,-1790.7491,1231.2525,-740.3505,-4291.230400000002,-1299.8471,-5591.077500000003
74,539.7975,1442.4177,-1082.2603,0.0,0.0,0.0,-1282.9663,-16136.4371,608.3091,11733.4102,-1894.7735,1227.0236,-727.0376,-4177.729199999998,-1394.7875,-5572.516699999998
75,543.2383,1391.9758,-1101.9649,0.0,0.0,0.0,-1272.3827,-16305.9517,591.1573,11828.6942,-1830.3279,1232.1172,-736.5255,-4325.233700000001,-1334.7362,-5659.969900000001
76,500.5479,1489.5502,-1078.7185,0.0,0.0,0.0,-1266.2701,-16047.5635,595.934,11754.3836,-2034.1266,1232.0935,-737.1422,-4052.136400000003,-1539.1753,-5591.311700000003
77,497.8592,1399.9214,-1067.3399,0.0,0.0,0.0,-1270.52,-16354.638,614.4976,11783.1348,-1751.8554,1225.573,-728.7023,-4397.0849,-1254.9847,-5652.0696
78,517.5857,1430.4947,-1094.7086,0.0,0.0,0.0,-1298.893,-16245.5379,600.6651,11793.2655,-1830.8204,1221.0843,-728.3602,-4297.128499999999,-1338.0963000000002,-5635.224799999999
79,494.1846,1385.7336,-1097.6772,0.0,0.0,0.0,-1277.9791,-16210.1405,600.5923,11788.4213,-1865.4097,1231.8384,-743.1777,-4316.865,-1376.7489999999998,-5693.614
80,505.1366,1376.5915,-1081.4711,0.0,0.0,0.0,-1285.9702,-16347.8433,612.8145,11819.3632,-1758.7375,1221.5143,-730.199,-4401.378799999999,-1267.4222,-5668.800999999999
81,493.9724,1443.0856,-1081.3396,0.0,0.0,0.0,-1263.6767,-16269.7989,599.1487,11764.9536,-1802.011,1214.0535,-727.4222,-4313.6548999999995,-1315.3797,-5629.0346
82,512.517,1454.8018,-1088.6498,0.0,0.0,0.0,-1281.8209,-16164.6801,617.2639,11769.839,-1905.1002,1229.3483,-738.164,-4180.729099999999,-1413.9159,-5594.644999999998
83,496.6852,1440.3016,-1081.6454,0.0,0.0,0.0,-1274.9664,-16187.8217,612.6409,11788.6624,-1889.5801,1228.3608,-743.5598,-4206.143400000001,-1404.7791,-5610.9225000000015
84,534.5534,1428.1739,-1104.1537,0.0,0.0,0.0,-1274.156,-16294.863,619.8955,11814.2888,-1821.5983,1233.993,-736.5413,-4276.2611,-1324.1466,-5600.407699999999
85,515.088,1405.5627,-1112.8183,0.0,0.0,0.0,-1274.1265,-15940.5942,608.4098,11722.1427,-2040.6966,1237.91,-744.2908,-4076.335799999999,-1547.0774,-5623.413199999999
86,485.0675,1447.4452,-1126.6091,0.0,0.0,0.0,-1272.161,-16043.814,608.149,11753.5702,-2030.4025,1234.1584,-746.7558,-4148.352200000001,-1542.9998999999998,-5691.352100000001
87,504.0588,1408.4446,-1097.7085,0.0,0.0,0.0,-1296.04,-16101.7518,621.1863,11813.8834,-2036.5596,1230.0807,-744.2317,-4147.927199999998,-1550.7106,-5698.637799999999
88,455.039,1441.7931,-1109.7721,0.0,0.0,0.0,-1271.1184,-16073.1329,613.6943,11785.8416,-1989.5864,1235.5806,-744.5993,-4157.6554,-1498.6050999999998,-5656.260499999999
89,520.3121,1381.9588,-1070.225,0.0,0.0,0.0,-1277.5945,-16158.7156,612.9614,11751.7889,-1923.6689,1225.625,-734.8612,-4239.513899999998,-1432.9051,-5672.418999999998
90,518.0413,1392.8313,-1062.0509,0.0,0.0,0.0,-1272.8957,-16133.9133,608.6853,11793.5977,-1952.482,1229.079,-735.1171,-4155.704300000001,-1458.5201000000002,-5614.224400000002
91,481.6234,1417.7408,-1058.105,0.0,0.0,0.0,-1283.4954,-16092.5967,617.1226,11805.6412,-2037.4425,1226.4141,-734.8558,-4112.069100000001,-1545.8842000000002,-5657.953300000001
92,480.6972,1399.1845,-1086.9787,0.0,0.0,0.0,-1258.4807,-16200.3052,594.3745,11811.5361,-1917.5944,1232.6464,-737.0745,-4259.972300000001,-1422.0224999999998,-5681.994800000001
93,537.6744,1453.4977,-1090.5857,0.0,0.0,0.0,-1269.1106,-16069.991,610.8542,11755.8529,-2000.0991,1231.914,-744.5542,-4071.808100000002,-1512.7393,-5584.547400000001
94,503.5926,1422.6703,-1116.1463,0.0,0.0,0.0,-1275.1456,-15985.1132,599.7455,11710.802,-2068.208,1226.8252,-736.4909,-4139.594699999998,-1577.8737,-5717.468399999998
95,530.5387,1404.1494,-1091.4032,0.0,0.0,0.0,-1272.4483,-16255.6831,616.5879,11833.0385,-1890.2146,1225.7337,-734.1986,-4235.220099999999,-1398.6795000000002,-5633.899599999999
96,510.5469,1438.4726,-1059.1112,0.0,0.0,0.0,-1275.0074,-16210.4544,603.2246,11807.2891,-1908.5048,1222.9412,-724.3035,-4185.039800000002,-1409.8671,-5594.906900000002
97,487.135,1466.9881,-1071.794,0.0,0.0,0.0,-1292.961,-16133.8239,615.6788,11762.5715,-1956.2933,1222.6105,-734.8517,-4166.2055,-1468.5345000000002,-5634.740000000001
98,498.6783,1407.7571,-1116.8082,0.0,0.0,0.0,-1284.6817,-16226.0772,624.2166,11793.7152,-1829.993,1222.7002,-725.8677,-4303.199899999998,-1333.1605,-5636.360399999998
99,544.5979,1412.2717,-1129.1238,0.0,0.0,0.0,-1273.9992,-16059.8196,613.5958,11760.0161,-1977.9818,1229.4144,-740.5407,-4132.4611,-1489.1081000000001,-5621.5692
100,526.117,1430.1131,-1099.6822,0.0,0.0,0.0,-1285.9673,-16143.9609,616.0088,11788.9014,-1904.9574,1235.9255,-739.5587,-4168.4701000000005,-1408.5906,-5577.0607
101,502.2468,1410.1192,-1103.4447,0.0,0.0,0.0,-1291.1292,-16327.816,611.7244,11781.1442,-1783.1452,1212.1682,-718.9384,-4417.1553,-1289.9153999999999,-5707.0707
102,497.9972,1485.5794,-1093.7824,0.0,0.0,0.0,-1279.4421,-16214.7355,627.7184,11806.1969,-1928.6587,1220.0873,-737.0494,-4170.468099999998,-1445.6208000000001,-5616.088899999998
103,508.0898,1409.9113,-1079.3008,0.0,0.0,0.0,-1268.4445,-16014.0807,614.4318,11729.9756,-2017.6112,1234.4844,-744.5682,-4099.4175,-1527.6950000000002,-5627.112499999999
104,499.6384,1437.9781,-1105.9306,0.0,0.0,0.0,-1264.4182,-16138.5332,614.2942,11732.8143,-1900.4825,1225.4407,-736.0615,-4224.157000000001,-1411.1033,-5635.260300000001
105,500.4407,1455.3057,-1122.2601,0.0,0.0,0.0,-1247.2743,-16229.9456,614.7216,11754.3109,-1873.8346,1223.9618,-733.4029,-4274.701099999998,-1383.2757,-5657.976799999999
106,513.9604,1415.8911,-1098.9535,0.0,0.0,0.0,-1267.9227,-16136.5804,602.4151,11686.7665,-1872.2059,1228.8853,-733.6413,-4284.423500000001,-1376.9619,-5661.385400000001
107,474.3207,1447.9928,-1131.1071,0.0,0.0,0.0,-1264.2577,-16128.6525,623.0771,11779.3586,-1944.624,1231.966,-741.3844,-4199.268099999999,-1454.0424000000003,-5653.310499999999
108,534.245,1397.8168,-1092.4271,0.0,0.0,0.0,-1294.5145,-16092.8508,589.6377,11809.6395,-1985.4739,1235.3254,-739.9688,-4148.4534,-1490.1173,-5638.5707
109,490.7291,1446.192,-1097.9005,0.0,0.0,0.0,-1274.2963,-16100.3511,627.0203,11800.8405,-2014.7865,1222.4262,-732.077,-4107.765999999998,-1524.4372999999998,-5632.203299999998
110,530.9993,1417.6241,-1085.0162,0.0,0.0,0.0,-1270.8772,-16152.5515,603.5061,11753.1389,-1899.7916,1234.5647,-736.1635,-4203.176499999998,-1401.3904000000002,-5604.566899999998
111,499.2956,1421.1428,-1109.6248,0.0,0.0,0.0,-1282.1419,-16197.9524,622.2354,11819.7795,-1920.2307,1226.0786,-731.5722,-4227.265799999999,-1425.7242999999999,-5652.990099999999
112,527.4588,1390.9699,-1091.5084,0.0,0.0,0.0,-1269.9674,-16117.0888,600.4975,11777.4835,-1945.5884,1242.172,-747.9558,-4182.154900000001,-1451.3722,-5633.527100000001
113,549.2553,1440.6906,-1059.9984,0.0,0.0,0.0,-1275.2746,-16166.2924,606.5063,11754.9298,-1908.8127,1226.1637,-732.8726,-4150.1834,-1415.5216,-5565.705
114,492.8969,1436.6789,-1113.6275,0.0,0.0,0.0,-1275.0825,-16255.932,613.9043,11770.3909,-1847.2254,1228.8805,-742.4423,-4330.771000000001,-1360.7872000000002,-5691.5582
115,536.1685,1408.8063,-1099.4952,0.0,0.0,0.0,-1283.0948,-16101.8486,602.4633,11757.3043,-1930.6057,1235.3963,-748.3272,-4179.6961999999985,-1443.5366,-5623.232799999998
116,515.663,1431.937,-1085.708,0.0,0.0,0.0,-1293.5567,-16068.2955,612.4217,11766.9477,-2007.1649,1229.8066,-741.6667,-4120.5908,-1519.025,-5639.6158
