0.000000000000000000e+00	1.345147686713344726e+00	7.047484428949479707e+01
1.000000000000000000e+00	1.216298055484278828e+00	6.931293431079640754e+01
2.000000000000000000e+00	7.372954583067257150e-01	6.499349705533691690e+01
3.000000000000000000e+00	7.848682703480982514e-01	6.542248800004009013e+01
4.000000000000000000e+00	1.044625354705823517e+00	6.776486450103513448e+01
5.000000000000000000e+00	8.597209354129917713e-01	6.609747680397738634e+01
6.000000000000000000e+00	7.674167780971226094e-01	6.526511802702449927e+01
7.000000000000000000e+00	1.165056734283923756e+00	6.885086234476541733e+01
8.000000000000000000e+00	9.069300648055791392e-01	6.652318821660374226e+01
9.000000000000000000e+00	1.192441752569368241e+00	6.909780853862862671e+01
1.000000000000000000e+01	9.452355883806158321e-01	6.686861078131389036e+01
1.100000000000000000e+01	8.765818479374942740e-01	6.624952118567493642e+01
1.200000000000000000e+01	1.334552240051458227e+00	7.037929915608788178e+01
1.300000000000000000e+01	1.168362475713045745e+00	6.888067208435765565e+01
1.400000000000000000e+01	1.135509372175382836e+00	6.858441707402114673e+01
1.500000000000000000e+01	9.048853874009239462e-01	6.650475020434846840e+01
1.600000000000000000e+01	1.022722938678764404e+00	6.756735803169800647e+01
1.700000000000000000e+01	9.322984873322510690e-01	6.675194962629048234e+01
1.800000000000000000e+01	1.093813894594301450e+00	6.820842537729734545e+01
1.900000000000000000e+01	9.196240969092346340e-01	6.663765748151715229e+01
2.000000000000000000e+01	9.350693287998432801e-01	6.677693587048750601e+01
2.100000000000000000e+01	1.196436742906259010e+00	6.913383362533598131e+01
2.200000000000000000e+01	1.131731100802085388e+00	6.855034626474532899e+01
2.300000000000000000e+01	9.889183664089771231e-01	6.726252308982634531e+01
2.400000000000000000e+01	8.922716334850475661e-01	6.639100485324500767e+01
2.500000000000000000e+01	1.133261991678207625e+00	6.856415117336864284e+01
2.600000000000000000e+01	1.047493971031245641e+00	6.779073243640888791e+01
2.700000000000000000e+01	1.116167591948534099e+00	6.841000130552419023e+01
2.800000000000000000e+01	9.448541741241247571e-01	6.686517135330461770e+01
2.900000000000000000e+01	1.220377182579118980e+00	6.934971810622262467e+01
