GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
0,537.2683,1455.2222,-1097.1332,0.0,0.0,0.0,-1283.8893,-15783.514,579.9229,11478.8381,-2065.2821,59.42163816,7.4505,-4113.284999999998,-2005.86046184,-6111.6949618399985
1,505.8368,1419.5413,-1068.9782,0.0,0.0,0.0,-1247.6371,-15868.6741,589.8763,11570.0608,-2075.5252,60.77110752,4.8259,-4099.974200000001,-2014.75409248,-6109.90239248
2,511.1771,1458.6474,-1055.8433,0.0,0.0,0.0,-1263.9291,-15957.8368,609.2492,11536.377,-1958.1698,58.70431368,23.3891,-4162.158499999998,-1899.4654863199999,-6038.234886319997
3,509.9521,1371.9097,-1070.5383,0.0,0.0,0.0,-1259.7107,-15931.0936,608.9965,11636.6054,-2051.5231,58.77784872,5.3571,-4133.8789000000015,-1992.7452512799998,-6121.267051280001
4,482.4482,1419.6965,-1075.2922,0.0,0.0,0.0,-1245.7885,-16001.8516,625.3339,11585.5541,-1961.4309,57.9447648,6.3923,-4209.899600000001,-1903.4861352,-6106.993435200001
5,517.3556,1463.1242,-1130.113,0.0,0.0,0.0,-1238.6899,-16069.7429,602.2658,11550.6233,-1879.1686,58.5839016,15.3183,-4305.1769,-1820.5846984,-6110.4432984000005
6,522.1478,1436.4648,-1094.4185,0.0,0.0,0.0,-1260.1461,-15996.7517,590.0092,11520.241,-1926.6875,58.28077584,5.5752,-4282.453500000001,-1868.40672416,-6145.285024160001
7,515.7984,1430.2173,-1101.3076,0.0,0.0,0.0,-1261.6684,-15926.2758,616.0533,11527.4014,-2000.3612,59.27024016,9.756,-4199.7814,-1941.09095984,-6131.11635984
8,512.8249,1416.8377,-1101.775,0.0,0.0,0.0,-1260.3828,-15900.9657,595.828,11524.3494,-2016.1965,58.979643839999994,4.4927,-4213.283500000001,-1957.2168561600001,-6166.007656160002
9,524.1792,1410.5162,-1062.8184,0.0,0.0,0.0,-1274.94,-15886.6517,598.9268,11558.1135,-2035.2256,58.91334408,-3.9214,-4132.674400000002,-1976.31225592,-6112.908055920002
10,490.9822,1404.9836,-1070.2289,0.0,0.0,0.0,-1267.1729,-15849.6587,603.433,11589.2472,-2090.5474,59.1005088,11.3499,-4098.414500000001,-2031.4468912,-6118.5114912
11,487.2488,1425.1599,-1079.1964,0.0,0.0,0.0,-1264.3908,-15885.6019,606.7352,11601.0318,-2052.5456,60.097263119999994,9.2568,-4109.0134,-1992.44833688,-6092.204936879999
12,510.1635,1418.9791,-1104.6015,0.0,0.0,0.0,-1229.1111,-15939.4682,607.1364,11520.3838,-1994.2123,59.91092928,15.7525,-4216.518,-1934.30137072,-6135.06687072
13,523.0372,1376.9011,-1099.1675,0.0,0.0,0.0,-1267.6036,-15985.1539,599.8988,11549.1262,-1946.1273,57.64670712,8.588,-4302.961699999996,-1888.4805928800001,-6182.854292879996
14,533.3368,1444.0131,-1106.2597,0.0,0.0,0.0,-1237.8913,-15991.8221,626.4662,11588.7263,-1977.4279,58.90338288,4.1697,-4143.430699999999,-1918.52451712,-6057.785517119998
15,526.5174,1417.2169,-1064.5059,0.0,0.0,0.0,-1279.1034,-15872.931,586.9676,11491.5481,-2003.4957,58.4435484,13.2643,-4194.290300000001,-1945.0521516,-6126.078151600001
16,516.2372,1430.3791,-1030.5471,0.0,0.0,0.0,-1275.0381,-16186.0389,600.213,11587.9612,-1824.4656,55.8664848,14.5072,-4356.8336,-1768.5991152,-6110.9255152
17,514.5275,1388.8298,-1059.4522,0.0,0.0,0.0,-1273.8807,-15983.1765,602.0523,11573.6985,-1999.0344,57.1670748,10.8007,-4237.4012999999995,-1941.8673252,-6168.4679252000005
18,487.2508,1382.783,-1086.0959,0.0,0.0,0.0,-1262.9309,-15893.7234,618.1283,11553.8252,-2055.2429,60.13296288,11.2537,-4200.7629000000015,-1995.1099371200003,-6184.619137120001
19,469.7596,1395.4634,-1045.445,0.0,0.0,0.0,-1282.4944,-15935.8054,616.2418,11576.2982,-1973.256,58.52527128,6.8998,-4205.9818,-1914.7307287200001,-6113.8127287199995
20,489.7899,1404.3359,-1066.507,0.0,0.0,0.0,-1278.8284,-15931.5452,603.9498,11518.2915,-1967.7056,57.445703280000004,20.1975,-4260.513500000001,-1910.25989672,-6150.575896720001
21,492.4956,1436.3582,-1093.1842,0.0,0.0,0.0,-1269.9497,-16109.4495,605.6432,11591.9026,-1909.7726,57.17916864,7.7705,-4346.183799999999,-1852.59343136,-6191.006731359999
22,482.6095,1429.0412,-1082.9096,0.0,0.0,0.0,-1245.1069,-16088.1252,620.6224,11595.2144,-1915.7731,57.795775199999994,1.5238,-4288.654200000001,-1857.9773248000001,-6145.107724800001
23,542.2974,1399.9749,-1070.402,0.0,0.0,0.0,-1269.5402,-15987.0939,598.1483,11565.7562,-1999.8268,58.29281568,0.7523,-4220.8593,-1941.53398432,-6161.64098432
24,494.7083,1384.0284,-1073.6304,0.0,0.0,0.0,-1266.4168,-15985.6904,609.9208,11541.349,-1941.701,58.0354416,6.5256,-4295.731099999999,-1883.6655584,-6172.871058399999
25,491.0344,1393.9512,-1083.0974,0.0,0.0,0.0,-1269.3045,-15740.5437,625.8449,11596.3848,-2207.6122,58.852196639999995,17.9402,-3985.730300000001,-2148.76000336,-6116.55010336
26,507.4378,1470.1538,-1085.7168,0.0,0.0,0.0,-1269.9178,-16055.374,602.4315,11558.9018,-1917.6337,57.296042639999996,9.0121,-4272.083700000001,-1860.33765736,-6123.409257360001
27,535.7813,1425.7112,-1060.2082,0.0,0.0,0.0,-1262.0907,-15906.602,596.0248,11581.5951,-2071.92,59.45656824,11.9923,-4089.7885000000006,-2012.46343176,-6090.259631760001
28,490.993,1383.7992,-1107.3025,0.0,0.0,0.0,-1289.1934,-15824.1732,608.2052,11590.9401,-2111.7103,57.43472328,15.3223,-4146.731599999999,-2054.27557672,-6185.68487672
29,491.2417,1395.3088,-1084.7851,0.0,0.0,0.0,-1259.6795,-15774.218,601.7654,11585.4814,-2167.7033,58.9686228,25.4356,-4044.8853,-2108.7346772,-6128.1843772
30,479.7566,1436.2548,-1077.8143,0.0,0.0,0.0,-1284.6546,-15883.2998,608.9974,11569.7582,-2090.0558,58.08589559999999,5.2005,-4151.001700000001,-2031.9699044000001,-6177.771104400001
31,510.1904,1411.7218,-1079.9498,0.0,0.0,0.0,-1277.0026,-15879.1602,590.5244,11523.1113,-2023.9184,56.646397439999994,4.4235,-4200.564699999999,-1967.27200256,-6163.413202559999
32,522.6676,1366.5184,-1083.4171,0.0,0.0,0.0,-1254.4538,-16005.0267,615.957,11639.0184,-2046.768,58.02725304,15.8392,-4198.736199999998,-1988.74074696,-6171.6377469599975
33,534.9642,1365.242,-1081.2598,0.0,0.0,0.0,-1282.4652,-16050.0469,606.7436,11632.4649,-1966.0989,58.11334632,0.7701,-4274.357199999999,-1907.98555368,-6181.572653679998
34,497.1595,1392.6374,-1112.0168,0.0,0.0,0.0,-1278.377,-15795.2034,613.666,11510.4692,-2084.9611,58.35695616,11.393,-4171.665100000002,-2026.60414384,-6186.876243840003
35,516.1648,1397.2291,-1081.5394,0.0,0.0,0.0,-1281.4801,-15790.5543,617.5201,11555.7007,-2107.0164,60.873638400000004,7.7781,-4066.9591,-2046.1427616,-6105.3237616
