GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
0,486.0333,1382.0337,-1098.7074,0.0,0.0,0.0,-1252.569,-15989.6601,623.1904,11539.0994,-1907.0394,57.78962352,5.5243,-4310.579700000002,-1849.2497764799998,-6154.305176480002
1,499.2658,1432.5971,-1111.4985,0.0,0.0,0.0,-1237.2761,-15929.1088,602.8905,11467.6078,-1924.3054,60.062800319999994,-1.9782,-4275.522200000001,-1864.24259968,-6141.742999680001
2,505.6363,1454.285,-1121.2251,0.0,0.0,0.0,-1271.3451,-15961.5331,622.2798,11539.0421,-1933.0858,57.51762768,4.325,-4232.8601,-1875.56817232,-6104.10327232
3,484.4729,1379.6637,-1065.5331,0.0,0.0,0.0,-1244.5477,-16079.7151,605.692,11533.6616,-1850.9157,58.08745224,10.373,-4386.305700000001,-1792.82824776,-6168.760947760001
4,485.8884,1442.5407,-1063.6684,0.0,0.0,0.0,-1255.8808,-16072.686,607.1592,11523.034,-1866.0512,57.18100824,12.7889,-4333.612899999998,-1808.8701917600001,-6129.694191759999
5,507.675,1408.2929,-1095.5584,0.0,0.0,0.0,-1278.116,-15905.0045,617.4626,11548.6418,-1973.9675,58.72886423999999,3.9445,-4196.606599999999,-1915.23863576,-6107.900735759999
6,496.6975,1428.1945,-1076.6903,0.0,0.0,0.0,-1264.576,-16033.7328,599.3001,11520.9016,-1860.1452,55.804883759999996,13.1701,-4329.9054000000015,-1804.34031624,-6121.075616240001
7,483.9956,1404.7621,-1101.5742,0.0,0.0,0.0,-1279.338,-15904.7995,599.5707,11503.9795,-1976.0504,57.23792928,-0.4818,-4293.403799999998,-1918.81247072,-6212.698070719998
8,491.0639,1446.7127,-1083.9826,0.0,0.0,0.0,-1289.0131,-16063.9205,617.4929,11547.5782,-1832.4106,55.76109696,-1.6238,-4334.068499999999,-1776.64950304,-6112.34180304
9,521.3973,1435.8406,-1119.286,0.0,0.0,0.0,-1279.0671,-16015.8818,600.4383,11572.2486,-1918.7506,55.5234372,16.5287,-4284.310099999999,-1863.2271628,-6131.008562799999
10,484.5647,1452.5649,-1113.5395,0.0,0.0,0.0,-1291.6617,-16025.0357,610.5367,11602.1181,-1928.7482,56.23863984,3.0885,-4280.452499999999,-1872.50956016,-6149.873560159999
11,476.9312,1433.0438,-1108.4586,0.0,0.0,0.0,-1281.6451,-16003.1443,628.017,11512.8141,-1895.959,55.57992624,12.8827,-4342.441900000002,-1840.37907376,-6169.938273760002
12,479.8764,1428.4382,-1060.5416,0.0,0.0,0.0,-1264.1907,-16028.2883,634.1056,11521.8686,-1869.4597,56.429348399999995,10.9782,-4288.731799999998,-1813.0303516000001,-6090.7839515999985
13,475.7241,1407.5904,-1112.157,0.0,0.0,0.0,-1274.03,-15930.1313,598.4448,11547.4274,-1967.2246,57.89510064,3.9546,-4287.131599999999,-1909.32949936,-6192.506499359998
14,510.3344,1446.3501,-1112.6169,0.0,0.0,0.0,-1232.8955,-16051.2802,611.8088,11516.1165,-1875.6941,57.35130768,10.1392,-4312.182799999997,-1818.34279232,-6120.386392319997
15,490.6087,1444.7984,-1106.0409,0.0,0.0,0.0,-1297.4966,-16028.4622,608.6185,11591.2276,-1906.2032,57.5013564,14.3045,-4296.746499999999,-1848.7018435999998,-6131.143843599999
16,518.3715,1393.1295,-1071.7121,0.0,0.0,0.0,-1288.317,-15958.3918,600.0765,11513.6621,-1881.7499,56.272831919999994,7.4597,-4293.181300000002,-1825.47706808,-6111.198668080002
17,512.9977,1394.832,-1061.1582,0.0,0.0,0.0,-1265.6104,-16041.5164,601.7839,11461.6614,-1785.2941,55.844380799999996,-1.2841,-4397.01,-1729.4497192000001,-6127.7438192
18,515.5409,1401.6808,-1114.0002,0.0,0.0,0.0,-1265.2825,-16055.0604,617.8167,11532.9245,-1856.4624,56.79626112,12.3744,-4366.380200000001,-1799.6661388799998,-6153.671938880002
19,460.9181,1450.7532,-1079.7715,0.0,0.0,0.0,-1262.0542,-16052.2339,627.7713,11562.415,-1900.6396,56.58958872,-12.3565,-4292.2019999999975,-1844.05001128,-6148.608511279997
20,509.9485,1398.2338,-1090.0832,0.0,0.0,0.0,-1281.4823,-15981.4513,600.7891,11498.7256,-1823.9139,56.4427944,-19.0451,-4345.319800000001,-1767.4711056,-6131.836005600001
21,479.848,1444.3728,-1067.6619,0.0,0.0,0.0,-1282.8623,-15993.8353,609.0619,11501.6613,-1876.119,56.620134,-0.1319,-4309.415499999999,-1819.498866,-6129.046265999999
22,501.7595,1419.079,-1089.2004,0.0,0.0,0.0,-1279.951,-16106.5082,600.54,11518.9476,-1776.5782,56.4772104,-18.7586,-4435.333500000001,-1720.1009895999998,-6174.1930896
