GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
0,491.9061,1367.9044,-1080.4172,0.0,0.0,0.0,-1275.3437,-15941.4384,616.1853,11587.4629,-2008.919,56.79936072,5.4515,-4233.740600000001,-1952.11963928,-6180.408739280001
1,528.1394,1397.7043,-1078.3257,0.0,0.0,0.0,-1285.3495,-16034.2485,609.5157,11524.2585,-1876.9102,56.930004,2.5496,-4338.305799999998,-1819.980196,-6155.736395999998
2,504.25,1403.6421,-1098.6743,0.0,0.0,0.0,-1303.194,-15939.3839,590.4462,11542.0425,-1946.3357,56.789560800000004,5.5252,-4300.871400000002,-1889.5461392000002,-6184.8923392000015
3,497.5149,1361.8924,-1114.1555,0.0,0.0,0.0,-1265.394,-15910.2425,618.3272,11569.0302,-1980.9108,57.424705919999994,-1.9956,-4243.027300000003,-1923.4860940800002,-6168.5089940800035
4,493.4105,1417.0963,-1075.9629,0.0,0.0,0.0,-1271.7166,-15955.0707,590.6931,11524.4953,-1936.8191,57.31817112,13.6134,-4277.0549999999985,-1879.50092888,-6142.942528879998
5,521.0026,1449.0447,-1066.6092,0.0,0.0,0.0,-1269.8756,-15848.0889,606.7727,11488.2225,-1993.9298,57.041814959999996,2.4537,-4119.531200000001,-1936.8879850399999,-6053.965485040001
6,475.6566,1417.5152,-1076.9371,0.0,0.0,0.0,-1277.6897,-15953.9494,616.6281,11522.0925,-1923.2869,56.68535376,2.4722,-4276.683799999999,-1866.60154624,-6140.813146239999
7,543.0489,1408.1712,-1068.6606,0.0,0.0,0.0,-1280.4446,-15704.0214,596.3384,11470.5209,-2115.2985,59.0057496,8.0475,-4035.047199999999,-2056.2927504,-6083.292450399999
8,531.7794,1456.1958,-1086.6217,0.0,0.0,0.0,-1276.7406,-15915.3687,609.9176,11526.5541,-1979.8132,57.826669679999995,12.9022,-4154.284100000001,-1921.9865303200002,-6063.368430320001
9,502.2581,1426.1227,-1087.2466,0.0,0.0,0.0,-1296.791,-16094.4691,603.8186,11574.3303,-1839.034,54.096992639999996,0.6033,-4371.976999999999,-1784.93700736,-6156.310707359999
10,520.4832,1449.6443,-1087.4872,0.0,0.0,0.0,-1297.7883,-15938.3074,611.7889,11471.981,-1919.349,55.3099608,9.3849,-4269.6855,-1864.0390392,-6124.3396391999995
11,494.2794,1420.5157,-1112.582,0.0,0.0,0.0,-1250.7926,-15972.6306,611.5272,11504.3339,-1900.4749,57.95855064,6.8778,-4305.349,-1842.5163493599998,-6140.98754936
12,551.9534,1436.8426,-1127.7602,0.0,0.0,0.0,-1288.9223,-15984.139,613.9682,11575.0996,-1933.0027,55.47341448,4.4817,-4222.957700000001,-1877.52928552,-6096.00528552
13,502.7195,1415.199,-1088.8405,0.0,0.0,0.0,-1279.1812,-15839.9371,609.946,11560.5979,-2043.6728,56.7743868,20.891,-4119.496399999998,-1986.8984132,-6085.503813199999
14,508.9731,1388.8386,-1103.8474,0.0,0.0,0.0,-1283.9059,-16003.9703,598.9022,11533.6946,-1912.9495,56.15728776,4.5441,-4361.315099999998,-1856.79221224,-6213.5632122399975
15,522.3006,1414.7608,-1112.766,0.0,0.0,0.0,-1290.4972,-15949.6722,600.689,11504.4227,-1883.9435,56.399688,10.3689,-4310.7623,-1827.5438120000001,-6127.937212
16,499.5086,1423.2135,-1103.4106,0.0,0.0,0.0,-1263.8797,-15936.5495,607.1844,11543.2913,-1963.1787,58.2903468,-3.8988,-4230.641999999998,-1904.8883532,-6139.429153199998
17,525.0242,1410.5051,-1084.3117,0.0,0.0,0.0,-1273.1276,-15858.5768,614.8728,11547.2528,-2048.2375,58.84068456,5.0804,-4118.361200000001,-1989.3968154400002,-6102.677615440001
18,472.2337,1435.8587,-1066.2199,0.0,0.0,0.0,-1284.6798,-15747.7478,609.2218,11535.1546,-2119.2838,55.7164836,5.1843,-4046.1787000000004,-2063.5673164,-6104.5617164000005
19,506.6334,1425.8665,-1087.6951,0.0,0.0,0.0,-1271.4988,-15941.5905,603.9529,11511.2181,-1932.1123,55.49091335999999,2.519,-4253.1134999999995,-1876.62138664,-6127.215886639999
20,498.9734,1402.1493,-1076.6919,0.0,0.0,0.0,-1270.028,-16014.3926,612.8932,11543.9212,-1907.6146,56.6310456,5.7338,-4303.175399999998,-1850.9835544,-6148.425154399998
21,509.703,1369.3487,-1118.0154,0.0,0.0,0.0,-1287.4453,-16014.7985,602.7721,11615.8022,-1929.7923,56.99708639999999,1.9577,-4322.6332,-1872.7952136000001,-6193.470713600001
22,467.6838,1399.0965,-1109.5772,0.0,0.0,0.0,-1257.3961,-16028.4477,614.4659,11513.3756,-1854.6592,57.412769759999996,-0.4326,-4400.799200000001,-1797.24643024,-6198.478230240002
23,499.3705,1339.9853,-1096.053,0.0,0.0,0.0,-1288.7855,-16021.1038,608.3206,11540.5927,-1865.6102,55.68733152,7.7499,-4417.673200000003,-1809.92286848,-6219.846168480003
24,516.5522,1389.9951,-1108.5723,0.0,0.0,0.0,-1283.1444,-15748.8214,612.5149,11528.336,-2087.5502,58.574915999999995,0.3005,-4093.1399,-2028.975284,-6121.814684
25,499.037,1398.0571,-1086.8682,0.0,0.0,0.0,-1283.7102,-15967.3851,611.527,11566.3997,-1968.549,57.055020479999996,6.483,-4262.9427,-1911.49397952,-6167.953679519999
26,502.2514,1437.0786,-1095.8431,0.0,0.0,0.0,-1265.2088,-15991.2787,609.5752,11487.6452,-1868.0823,57.73968504,5.7511,-4315.780199999999,-1810.34261496,-6120.371714959999
27,514.6926,1362.9428,-1113.7012,0.0,0.0,0.0,-1263.3173,-15979.653,605.1421,11593.0435,-1948.047,59.10548328,5.1785,-4280.8505000000005,-1888.94151672,-6164.613516720001
28,521.0621,1436.84,-1105.1551,0.0,0.0,0.0,-1283.2658,-15939.9647,600.6897,11547.2189,-1960.6723,56.96081856,-3.0898,-4222.5749,-1903.71148144,-6129.3761814399995
29,503.7702,1395.9419,-1091.8557,0.0,0.0,0.0,-1248.8009,-15950.3901,625.2142,11561.3323,-1976.4191,60.703364879999995,-8.3739,-4204.788100000002,-1915.71573512,-6128.8777351200015
30,481.1818,1429.9986,-1116.9938,0.0,0.0,0.0,-1275.9259,-15996.0475,612.9515,11577.6209,-1934.4834,59.29848791999999,7.7245,-4287.214400000003,-1875.18491208,-6154.674812080002
31,510.1425,1426.6133,-1117.4218,0.0,0.0,0.0,-1276.6688,-16015.3049,599.6428,11530.7174,-1904.6767,56.79523655999999,9.7701,-4342.279500000001,-1847.88146344,-6180.39086344
32,535.8094,1393.2932,-1096.8139,0.0,0.0,0.0,-1267.2614,-15826.7365,604.2559,11473.6397,-2010.9232,59.209757999999994,12.6232,-4183.813600000001,-1951.713442,-6122.9038420000015
33,492.1861,1441.4334,-1114.8579,0.0,0.0,0.0,-1272.8442,-15818.0077,602.3828,11506.6202,-2036.9807,57.67866576,1.1302,-4163.087300000001,-1979.30203424,-6141.259134240002
34,507.5123,1432.3004,-1110.1774,0.0,0.0,0.0,-1278.6541,-15859.3111,609.9041,11580.5346,-2053.7823,58.0832388,6.1714,-4117.8912,-1995.6990612,-6107.4188612
35,496.0308,1396.24,-1103.1969,0.0,0.0,0.0,-1298.9502,-16006.7119,599.0863,11565.9489,-1890.3757,57.84347304,4.2943,-4351.552999999998,-1832.5322269600001,-6179.790926959999
36,522.5448,1404.5495,-1075.0907,0.0,0.0,0.0,-1272.3592,-16086.3825,601.7482,11545.9179,-1840.4326,56.79279,4.0469,-4359.071999999998,-1783.6398100000001,-6138.664909999998
37,513.7843,1431.8986,-1085.5666,0.0,0.0,0.0,-1275.4136,-15861.9771,604.8787,11516.8102,-2022.1047,57.37981392,15.4025,-4155.585500000001,-1964.72488608,-6104.907886080001
38,497.1279,1401.022,-1118.5392,0.0,0.0,0.0,-1285.2618,-15938.3021,601.0823,11557.8554,-2000.339,57.77628984,9.1927,-4285.0154999999995,-1942.56271016,-6218.38551016
39,486.5455,1409.9509,-1080.4018,0.0,0.0,0.0,-1284.8021,-16070.6277,617.2536,11595.0813,-1892.508,57.217657679999995,27.0969,-4327.000299999998,-1835.29034232,-6135.193742319998
40,494.0661,1394.098,-1127.6597,0.0,0.0,0.0,-1287.3054,-15928.7927,603.0604,11583.7217,-1994.615,56.78437032,0.1502,-4268.811600000001,-1937.83062968,-6206.492029680001
41,496.0926,1392.3556,-1083.2743,0.0,0.0,0.0,-1253.1394,-16043.8711,611.6664,11554.4039,-1897.5814,56.43187631999999,8.8463,-4325.766299999999,-1841.1495236800001,-6158.069523679999
42,498.8947,1400.4788,-1111.1087,0.0,0.0,0.0,-1283.8447,-15924.5534,616.5534,11480.7563,-1924.3603,56.36708208,7.0035,-4322.8236000000015,-1867.99321792,-6183.813317920002
43,512.383,1422.1506,-1097.9626,0.0,0.0,0.0,-1256.6512,-16025.8126,614.114,11541.521,-1889.6502,58.368716639999995,11.0507,-4290.257799999998,-1831.28148336,-6110.488583359998
44,536.5835,1415.8121,-1107.0306,0.0,0.0,0.0,-1267.4549,-15927.6298,601.3311,11498.5789,-1956.187,55.6893288,1.2545,-4249.809700000002,-1900.4976711999998,-6149.052871200001
45,496.7146,1456.1531,-1112.9818,0.0,0.0,0.0,-1314.2993,-15749.1581,601.7246,11506.2177,-2072.0301,56.62790208,2.2764,-4115.629200000001,-2015.40219792,-6128.754997920001
46,501.7488,1447.398,-1100.2837,0.0,0.0,0.0,-1273.3642,-15960.9693,625.5115,11576.2104,-1963.8989,59.04532008,1.5164,-4183.7485000000015,-1904.85357992,-6087.085679920001
47,484.1797,1428.5813,-1112.4916,0.0,0.0,0.0,-1284.1288,-15702.1174,607.406,11511.6776,-2128.836,60.02946504,8.8222,-4066.893199999997,-2068.8065349599997,-6126.877534959996
48,500.4264,1386.3305,-1095.7803,0.0,0.0,0.0,-1254.8824,-15986.9596,613.3219,11577.9274,-1951.9148,56.46681072,10.5896,-4259.6160999999975,-1895.44798928,-6144.474489279998
49,511.5996,1477.7636,-1095.6298,0.0,0.0,0.0,-1257.8608,-15919.1647,620.9971,11552.9488,-1968.8646,58.00081607999999,4.6609,-4109.346199999998,-1910.86378392,-6015.549083919998
50,509.8364,1424.6839,-1103.412,0.0,0.0,0.0,-1297.1901,-15991.3674,621.4281,11558.0296,-1940.5614,57.12884424,18.5075,-4277.9915,-1883.43255576,-6142.916555760001
51,493.3782,1403.2742,-1091.423,0.0,0.0,0.0,-1250.8685,-15897.5339,620.1801,11524.7915,-1996.4411,58.817263679999996,11.1633,-4198.201400000002,-1937.62383632,-6124.661936320002
52,516.1541,1413.2559,-1106.1224,0.0,0.0,0.0,-1285.8295,-15781.7733,598.5277,11592.4677,-2131.108,58.798725839999996,15.6358,-4053.319800000001,-2072.3092741600003,-6109.993274160001
53,469.1592,1428.4179,-1090.5569,0.0,0.0,0.0,-1266.8069,-15824.6288,615.4522,11517.6927,-2017.641,58.245898319999995,-1.942,-4151.270600000002,-1959.3951016800002,-6112.607701680001
54,528.3165,1440.966,-1096.9084,0.0,0.0,0.0,-1256.3853,-15873.2917,598.8697,11491.6705,-1974.144,57.7537812,1.6664,-4166.762700000001,-1916.3902188,-6081.486518800001
55,520.8767,1425.4625,-1064.1936,0.0,0.0,0.0,-1260.2919,-15820.2511,610.9934,11475.4506,-2045.8633,59.01523415999999,16.3194,-4111.9534,-1986.84806584,-6082.48206584
56,533.0585,1439.2314,-1086.5164,0.0,0.0,0.0,-1273.9636,-15907.362,616.3009,11561.0359,-2008.3841,55.8232308,-8.3688,-4118.215299999998,-1952.5608692,-6079.144969199999
57,510.5336,1423.7706,-1086.1262,0.0,0.0,0.0,-1286.5399,-15864.4796,599.3576,11544.9106,-2038.898,57.11688216,-3.6417,-4158.573300000002,-1981.78111784,-6143.996117840002
58,520.095,1402.2651,-1098.1721,0.0,0.0,0.0,-1284.111,-15877.1092,592.058,11505.6959,-1975.9278,56.10275496,-18.4794,-4239.2783,-1919.8250450399998,-6177.582745039999
59,519.6943,1442.025,-1117.0996,0.0,0.0,0.0,-1280.1913,-15787.6118,583.5238,11540.7728,-2084.1168,57.626966159999995,1.0376,-4098.886799999998,-2026.4898338399998,-6124.339033839999
60,482.7192,1387.3416,-1093.8251,0.0,0.0,0.0,-1260.5556,-15860.6294,611.6148,11603.3763,-2071.7527,57.46750344,-13.7508,-4129.958200000001,-2014.28519656,-6157.994196560001
61,490.5933,1322.7021,-1083.8535,0.0,0.0,0.0,-1266.1671,-16026.5993,625.1298,11586.6009,-1908.2343,56.53320336,0.4549,-4351.593799999999,-1851.70109664,-6202.839996639999
62,518.0946,1367.949,-1083.6469,0.0,0.0,0.0,-1294.4374,-15896.6665,594.9024,11593.3425,-2041.2589,58.59890135999999,6.4983,-4200.462300000001,-1982.6599986400001,-6176.6239986400005
63,482.8139,1435.5308,-1074.884,0.0,0.0,0.0,-1245.7907,-15809.8749,603.197,11503.4864,-2074.5887,58.5194688,8.038,-4105.521500000001,-2016.0692311999999,-6113.552731200001
64,506.6869,1435.2858,-1060.6864,0.0,0.0,0.0,-1276.3264,-15976.1582,581.4631,11561.5106,-1973.5956,57.961067039999996,0.7047,-4228.2246,-1915.6345329600001,-6143.15443296
65,499.0385,1400.7897,-1059.9097,0.0,0.0,0.0,-1273.7058,-16128.4833,601.9619,11540.3638,-1763.0124,55.48837968,8.4192,-4419.9449,-1707.52402032,-6119.049720319999
66,521.391,1386.3533,-1088.7997,0.0,0.0,0.0,-1279.6197,-16144.0093,608.0942,11524.8605,-1769.3095,55.80418608,0.1601,-4471.729699999998,-1713.5053139200002,-6185.074913919998
67,498.2225,1372.854,-1108.1031,0.0,0.0,0.0,-1261.0128,-16044.3587,600.6497,11570.8129,-1875.4706,59.19362784,5.0415,-4370.935500000001,-1816.27697216,-6182.170972160002
68,526.13,1411.2442,-1101.3628,0.0,0.0,0.0,-1288.4251,-15846.4328,592.4925,11486.7784,-1990.5464,57.43587456,2.952,-4219.5756,-1933.11052544,-6149.73412544
69,487.5519,1387.1152,-1093.7175,0.0,0.0,0.0,-1256.0091,-15854.8207,600.2964,11499.105,-1961.6481,58.233922559999996,-8.4635,-4230.478800000001,-1903.41417744,-6142.356477440001
70,508.2736,1469.2826,-1101.9951,0.0,0.0,0.0,-1268.6645,-15855.169,605.202,11468.572,-1980.6359,60.31959335999999,9.3747,-4174.4984,-1920.31630664,-6085.44000664
71,523.1622,1441.3649,-1090.549,0.0,0.0,0.0,-1285.8533,-15928.9472,600.8481,11514.5928,-1940.6847,57.5800236,13.8142,-4225.381500000001,-1883.1046764,-6094.671976400002
72,493.0847,1369.3183,-1101.7657,0.0,0.0,0.0,-1282.7731,-15940.7961,600.8448,11507.8328,-1920.8655,57.80805696,10.234,-4354.254299999999,-1863.0574430400002,-6207.0777430399985
73,482.0315,1394.3275,-1100.1163,0.0,0.0,0.0,-1247.8454,-15951.9285,627.9842,11599.7793,-1982.3375,59.79928391999999,4.3619,-4195.7677,-1922.53821608,-6113.94401608
74,489.2171,1396.4094,-1090.3788,0.0,0.0,0.0,-1274.1226,-15846.0287,608.4298,11560.4246,-2045.2433,59.99838336,-7.3046,-4156.049200000001,-1985.2449166400002,-6148.598716640002
75,526.7792,1480.8972,-1090.5711,0.0,0.0,0.0,-1279.6463,-15777.5397,593.9852,11514.2847,-2089.6093,60.4439604,-6.1012,-4031.8107999999993,-2029.1653396000002,-6067.0773395999995
76,478.0331,1414.2665,-1112.5102,0.0,0.0,0.0,-1261.0244,-15878.0646,607.399,11535.5459,-1988.7553,58.283318879999996,-5.2652,-4216.354700000002,-1930.47198112,-6152.091881120002
