GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,489.8174,1433.8387,-1073.3773,0.0,0.0,0.0,-1305.6486,-16059.6077,624.0318,11701.5131,-2083.2476,56.54879352,-4189.4326,-2026.6988064800003,-6216.131406480001
1,540.4814,1411.8717,-1099.0529,0.0,0.0,0.0,-1281.3114,-16079.8209,613.6332,11687.7497,-2036.2761,54.82657944,-4206.449199999999,-1981.44952056,-6187.898720559999
2,524.937,1404.3868,-1129.8211,0.0,0.0,0.0,-1288.5998,-16030.9774,636.1994,11746.4511,-2111.4762,55.1845692,-4137.423999999999,-2056.2916308,-6193.715630799999
3,532.543,1390.8992,-1095.9194,0.0,0.0,0.0,-1295.5601,-16138.342,610.5411,11745.0987,-2021.7605,56.09323368,-4250.7395,-1965.6672663200002,-6216.40676632
4,511.8601,1414.8158,-1090.0541,0.0,0.0,0.0,-1292.6036,-16293.4681,617.1025,11790.3979,-1934.0442,54.8335656,-4341.949499999999,-1879.2106344000001,-6221.160134399999
5,520.137,1435.4242,-1096.9974,0.0,0.0,0.0,-1287.7581,-16116.0576,606.5633,11730.2072,-2054.4972,56.23713144,-4208.481399999999,-1998.2600685599998,-6206.741468559999
6,492.8582,1448.9267,-1091.4742,0.0,0.0,0.0,-1296.2033,-16121.9374,610.3669,11748.7258,-2033.4421,55.125347760000004,-4208.737300000001,-1978.31675224,-6187.054052240001
7,539.0293,1489.2976,-1090.5158,0.0,0.0,0.0,-1279.0094,-16221.5709,609.6951,11723.9658,-1978.5875,56.0788488,-4229.108299999998,-1922.5086512,-6151.616951199998
8,519.1438,1497.663,-1057.2979,0.0,0.0,0.0,-1299.6725,-16187.7982,596.2319,11720.2839,-1971.9487,54.44825976,-4211.445999999996,-1917.50044024,-6128.946440239996
9,516.6337,1414.1774,-1064.1336,0.0,0.0,0.0,-1305.9945,-16069.9498,617.2861,11711.3629,-2068.4885,57.8917404,-4180.617800000002,-2010.5967596,-6191.214559600001
10,507.7354,1453.8663,-1105.7445,0.0,0.0,0.0,-1296.2947,-16036.519,615.6345,11739.5044,-2113.647,57.792348,-4121.8176,-2055.854652,-6177.672252
11,496.7566,1453.3355,-1105.1927,0.0,0.0,0.0,-1290.3158,-16083.74,626.9251,11771.7368,-2091.6712,57.78470808,-4130.494499999999,-2033.8864919200003,-6164.380991919999
12,501.5656,1344.3159,-1107.6881,0.0,0.0,0.0,-1291.1439,-16144.0815,618.506,11703.349,-1994.9131,56.79176112,-4375.177,-1938.12133888,-6313.298338879999
13,510.8874,1474.6602,-1117.2611,0.0,0.0,0.0,-1291.4165,-16070.1999,594.6517,11689.7518,-2060.5336,56.056684319999995,-4208.9264,-2004.4769156800003,-6213.403315680001
14,506.351,1408.1131,-1104.2941,0.0,0.0,0.0,-1290.2212,-16061.6436,611.7262,11685.6284,-2059.211,57.05632224,-4244.340199999999,-2002.1546777599997,-6246.494877759998
15,522.6882,1400.5235,-1079.2259,0.0,0.0,0.0,-1297.7356,-16107.3508,607.6967,11764.1049,-2074.5233,56.6416152,-4189.299000000001,-2017.8816848,-6207.180684800001
16,520.4711,1438.7725,-1095.6589,0.0,0.0,0.0,-1277.3039,-16040.5489,606.3072,11715.122,-2104.3015,56.51832888,-4132.8389000000025,-2047.7831711200001,-6180.622071120002
17,516.1563,1394.2272,-1110.6966,0.0,0.0,0.0,-1290.3794,-16180.8229,611.4435,11715.8515,-1980.7225,55.920996,-4344.2204,-1924.801504,-6269.021904
