POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,489.8287,1446.091,-1098.0523,0.0,0.0,0.0,-1242.2411,-15877.0996,596.3308,11728.0702,-2124.5205,41.949,0.0,-3957.0723,-2082.5715,-6039.643800000001
1,503.1397,1446.3772,-1108.9987,0.0,0.0,0.0,-1298.8377,-15884.9902,598.5014,11785.6109,-2165.1047,41.7159,0.0,-3959.197400000001,-2123.3887999999997,-6082.586200000001
2,510.6609,1431.013,-1117.1379,0.0,0.0,0.0,-1275.1029,-16010.0641,612.7592,11761.8695,-2013.1272,42.1537,0.0,-4086.0023,-1970.9734999999998,-6056.9758
3,480.8204,1461.0755,-1091.2824,0.0,0.0,0.0,-1254.348,-16033.7348,599.2184,11782.0888,-2039.6686,42.856,0.0,-4056.1621000000014,-1996.8126,-6052.974700000002
4,530.6257,1410.9338,-1098.8266,0.0,0.0,0.0,-1274.5499,-16033.1035,602.9196,11791.1159,-2066.611,41.8591,0.0,-4070.885,-2024.7519,-6095.6369
5,528.8282,1458.7249,-1116.346,0.0,0.0,0.0,-1242.8025,-16016.9775,600.0358,11779.8135,-2063.9083,42.4014,0.0,-4008.7235999999994,-2021.5069,-6030.2305
6,509.6613,1400.3027,-1111.6705,0.0,0.0,0.0,-1280.1997,-16169.9679,610.3691,11831.3928,-1925.5788,41.0554,0.0,-4210.112200000001,-1884.5234,-6094.635600000001
7,492.3183,1398.2339,-1126.9753,0.0,0.0,0.0,-1286.5805,-16013.3454,621.0052,11827.2266,-2070.7271,41.8858,0.0,-4088.1172000000024,-2028.8413,-6116.9585000000025
8,490.875,1372.9966,-1081.1544,0.0,0.0,0.0,-1273.197,-16131.1236,613.6735,11836.4741,-1996.4887,41.729,0.0,-4171.4558,-1954.7597,-6126.215499999999
9,507.1316,1403.1044,-1110.7516,0.0,0.0,0.0,-1263.9108,-16138.1133,603.4977,11814.424,-1948.3938,41.2636,0.0,-4184.618,-1907.1302,-6091.7482
10,511.7651,1449.1145,-1102.358,0.0,0.0,0.0,-1290.9595,-16205.319,607.7834,11854.3868,-1896.3408,40.8053,0.0,-4175.5867,-1855.5355,-6031.1222
11,477.0433,1422.7901,-1103.1715,0.0,0.0,0.0,-1297.0511,-16076.0711,617.4056,11765.6268,-1969.4339,40.3029,0.0,-4193.427899999999,-1929.131,-6122.558899999999
12,504.2713,1430.4304,-1107.9903,0.0,0.0,0.0,-1269.421,-16158.6358,599.0686,11823.3716,-1988.9833,42.0519,0.0,-4178.905199999997,-1946.9314000000002,-6125.836599999997
13,489.8419,1433.1002,-1082.2777,0.0,0.0,0.0,-1268.7097,-16154.6199,609.968,11829.2667,-1943.6956,40.8646,0.0,-4143.430499999999,-1902.831,-6046.261499999999
14,504.9871,1423.2382,-1105.1274,0.0,0.0,0.0,-1269.666,-16000.238,616.9811,11880.8682,-2117.7313,40.6907,0.0,-3948.9567999999963,-2077.0406,-6025.997399999996
15,506.2187,1407.2019,-1083.1177,0.0,0.0,0.0,-1257.4056,-16014.3641,599.3362,11821.9515,-2105.6173,42.0026,0.0,-4020.179100000003,-2063.6147,-6083.793800000003
16,497.6857,1413.8302,-1109.9393,0.0,0.0,0.0,-1263.6372,-16279.8395,625.7715,11872.997,-1906.9287,41.0183,0.0,-4243.131599999999,-1865.9104,-6109.0419999999995
17,531.0567,1378.4472,-1118.6936,0.0,0.0,0.0,-1269.4519,-16063.0034,606.0059,11784.5223,-2003.377,41.3145,0.0,-4151.1168,-1962.0625,-6113.1793
18,497.1133,1423.4922,-1073.8904,0.0,0.0,0.0,-1236.4463,-15942.6086,620.6647,11782.2114,-2152.3384,43.11,0.0,-3929.4637000000002,-2109.2284,-6038.692100000001
19,512.0931,1427.9734,-1082.4968,0.0,0.0,0.0,-1238.0425,-16390.8023,612.616,11824.336,-1790.5368,41.2468,0.0,-4334.3231,-1749.2900000000002,-6083.6131
20,519.2768,1372.172,-1099.5549,0.0,0.0,0.0,-1276.1386,-16020.4943,600.299,11781.5235,-2063.7122,42.0844,0.0,-4122.916500000003,-2021.6278,-6144.544300000003
21,528.0689,1429.655,-1086.7673,0.0,0.0,0.0,-1248.1453,-16052.9409,600.0207,11708.8689,-1966.8821,41.7717,0.0,-4121.24,-1925.1104,-6046.350399999999
22,514.7132,1462.5989,-1078.9875,0.0,0.0,0.0,-1278.8758,-16084.5965,592.0919,11830.7903,-2025.3738,41.5216,0.0,-4042.2655000000013,-1983.8522,-6026.117700000002
23,503.2939,1455.67,-1082.224,0.0,0.0,0.0,-1268.2574,-16086.117,600.9695,11727.9491,-1972.2838,41.5042,0.0,-4148.715900000001,-1930.7795999999998,-6079.495500000001
24,501.0261,1426.7918,-1095.3832,0.0,0.0,0.0,-1251.9234,-16091.7478,611.7931,11748.4941,-1971.6316,41.137,0.0,-4150.949299999998,-1930.4946,-6081.443899999998
25,527.4595,1423.5495,-1127.9436,0.0,0.0,0.0,-1222.3769,-16153.5539,590.4279,11751.7428,-1949.5994,40.7277,0.0,-4210.694700000002,-1908.8717000000001,-6119.5664000000015
26,513.6989,1386.7595,-1106.2642,0.0,0.0,0.0,-1278.3973,-16072.8256,591.6575,11789.6567,-2024.8652,41.065,0.0,-4175.7145,-1983.8002,-6159.514700000001
27,528.0058,1379.7298,-1078.2296,0.0,0.0,0.0,-1275.1653,-16177.0495,614.6889,11808.4568,-1903.1347,40.5263,0.0,-4199.563100000001,-1862.6084,-6062.171500000001
28,523.1926,1394.7073,-1094.6016,0.0,0.0,0.0,-1279.305,-16238.1069,612.5916,11825.8882,-1913.8076,40.3886,0.0,-4255.633800000001,-1873.419,-6129.052800000001
29,501.4409,1420.7254,-1106.7795,0.0,0.0,0.0,-1262.561,-16216.0606,598.8898,11749.0203,-1889.1491,39.7616,0.0,-4315.324700000001,-1849.3875,-6164.712200000002
30,518.6132,1435.7714,-1090.8837,0.0,0.0,0.0,-1298.3158,-16193.3111,591.2803,11775.2333,-1891.9112,39.8426,0.0,-4261.6124,-1852.0686,-6113.6810000000005
31,483.0578,1485.622,-1092.3326,0.0,0.0,0.0,-1292.2982,-16143.4324,595.0586,11863.7764,-1997.4216,41.1438,0.0,-4100.548399999998,-1956.2777999999998,-6056.826199999998
32,523.0344,1415.333,-1086.5385,0.0,0.0,0.0,-1298.2115,-16152.28,616.0364,11818.9083,-1941.4912,40.6484,0.0,-4163.7179,-1900.8428,-6064.5607
33,533.9252,1420.0739,-1115.8269,0.0,0.0,0.0,-1291.4786,-16082.9983,620.4498,11747.5465,-1939.7611,40.2742,0.0,-4168.3084,-1899.4868999999999,-6067.7953
34,519.2817,1402.8921,-1089.4026,0.0,0.0,0.0,-1272.5322,-16232.6411,617.1365,11835.5345,-1912.4997,41.1905,0.0,-4219.731099999999,-1871.3092000000001,-6091.0403
35,536.8451,1401.6506,-1087.3955,0.0,0.0,0.0,-1263.5858,-16138.8804,591.2034,11748.5022,-1919.2395,41.45,0.0,-4211.660400000001,-1877.7894999999999,-6089.4499000000005
36,486.419,1444.5193,-1088.7018,0.0,0.0,0.0,-1293.743,-16247.6481,596.645,11848.4211,-1871.3715,40.6245,0.0,-4254.088500000002,-1830.747,-6084.835500000002
37,501.3585,1419.9089,-1091.1127,0.0,0.0,0.0,-1272.7589,-16047.9383,604.8116,11779.5635,-2017.9702,41.9644,0.0,-4106.167399999998,-1976.0058,-6082.173199999998
