GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
0,484.5944,1439.6589,-1093.7261,0.0,0.0,0.0,-1241.2653,-15661.5217,591.6528,11464.066,-2138.1612,60.00881256,45.0239,-4016.5409999999993,-2078.15238744,-6049.66948744
1,492.8854,1435.79,-1106.1418,0.0,0.0,0.0,-1297.0832,-15669.6271,593.8417,11522.9223,-2186.5,60.07297248,47.648,-4027.412699999999,-2126.42702752,-6106.1917275199985
2,507.897,1422.5419,-1113.7526,0.0,0.0,0.0,-1272.7607,-15772.7724,608.4176,11499.5937,-2036.1225,58.97851272,24.0471,-4120.835499999999,-1977.14398728,-6073.932387279999
3,473.6817,1453.5716,-1091.4412,0.0,0.0,0.0,-1252.1467,-15798.7957,595.8401,11518.0379,-2076.3566,60.067645199999994,35.537,-4101.252300000002,-2016.2889548,-6082.004254800002
4,525.2482,1400.4944,-1095.2336,0.0,0.0,0.0,-1272.2191,-15798.7852,598.7487,11524.6988,-2080.5972,59.728874399999995,41.9834,-4117.0478,-2020.8683256000002,-6095.932725600001
5,521.1088,1450.054,-1115.8166,0.0,0.0,0.0,-1240.7308,-15788.0145,595.0,11516.8659,-2093.9429,59.063516639999996,47.0599,-4061.533199999998,-2034.87938336,-6049.352683359998
6,503.3354,1390.1662,-1109.4464,0.0,0.0,0.0,-1277.8822,-15938.7348,605.9569,11572.2921,-1963.9012,57.68593704,34.042,-4254.3128,-1906.21526296,-6126.48606296
7,485.5974,1388.2632,-1123.7341,0.0,0.0,0.0,-1284.2154,-15802.9769,616.2842,11567.3359,-2090.6182,59.62290768,48.4863,-4153.4457,-2030.9952923199999,-6135.9546923200005
8,482.9235,1366.2461,-1077.8931,0.0,0.0,0.0,-1270.8267,-15922.4977,609.9764,11567.7747,-1995.2113,58.52381184,36.8729,-4244.296800000002,-1936.68748816,-6144.111388160001
9,498.7613,1395.2705,-1108.6629,0.0,0.0,0.0,-1261.5099,-15923.6823,599.4955,11551.0947,-1976.5834,58.05418896,43.1757,-4249.2330999999995,-1918.52921104,-6124.586611039999
10,507.7752,1440.9506,-1104.2777,0.0,0.0,0.0,-1288.5998,-15985.8886,603.8432,11589.0006,-1932.7209,56.89387656,39.9594,-4237.196500000002,-1875.82702344,-6073.064123440003
11,471.8545,1416.6267,-1100.3798,0.0,0.0,0.0,-1294.5244,-15868.5454,613.4377,11505.5453,-1967.5381,56.566635840000004,44.339,-4255.985400000001,-1910.9714641599999,-6122.617864160001
12,500.6173,1419.945,-1106.7101,0.0,0.0,0.0,-1267.0927,-15941.365,594.365,11560.3744,-1987.9532,59.1192252,43.9058,-4239.8660999999975,-1928.8339747999999,-6124.794274799997
13,485.1628,1426.4269,-1078.4099,0.0,0.0,0.0,-1266.4745,-15919.2181,606.5129,11565.0172,-1998.8781,57.214096559999994,31.8783,-4180.9827000000005,-1941.66400344,-6090.76840344
14,500.5483,1410.2935,-1103.6761,0.0,0.0,0.0,-1267.5572,-15785.0693,613.0763,11616.4396,-2157.4883,57.15477936,47.2553,-4015.9448999999986,-2100.33352064,-6069.0231206399985
15,502.3083,1401.1863,-1084.6209,0.0,0.0,0.0,-1255.0658,-15783.7162,595.3246,11558.7162,-2135.953,59.82247008,35.5374,-4065.8675000000003,-2076.13052992,-6106.4606299199995
16,494.4861,1404.8662,-1105.671,0.0,0.0,0.0,-1261.1691,-16068.086,621.7301,11608.233,-1923.6433,58.03170119999999,39.1154,-4305.610699999997,-1865.6115988,-6132.106898799998
17,527.3656,1370.285,-1117.181,0.0,0.0,0.0,-1266.9904,-15842.3055,602.3374,11519.18,-2025.5886,57.91918752,35.8258,-4207.3089,-1967.6694124800001,-6139.15251248
18,493.2485,1413.3184,-1071.5136,0.0,0.0,0.0,-1233.9306,-15731.1092,617.303,11522.2953,-2166.8541,60.2192628,34.7839,-3990.3882000000012,-2106.6348372,-6062.239137200001
19,509.9552,1421.5555,-1081.8682,0.0,0.0,0.0,-1236.5747,-16159.5797,607.9045,11561.3346,-1808.5346,57.30867792,20.9186,-4377.272800000001,-1751.22592208,-6107.58012208
20,514.5186,1362.6201,-1097.815,0.0,0.0,0.0,-1273.4779,-15808.1866,596.4236,11518.1314,-2075.6827,59.19796584,46.7541,-4187.7858000000015,-2016.4847341599998,-6157.516434160001
21,522.9484,1420.9833,-1087.3088,0.0,0.0,0.0,-1245.5316,-15840.1678,595.8815,11449.0485,-2003.4396,58.59793872,48.1459,-4184.146499999999,-1944.84166128,-6080.842261279998
22,508.1745,1451.8774,-1073.5962,0.0,0.0,0.0,-1276.6094,-15862.8982,588.5458,11565.6911,-2058.3278,57.92701752,47.0103,-4098.814999999999,-2000.40078248,-6052.205482479999
23,499.3162,1448.4855,-1078.9637,0.0,0.0,0.0,-1265.8843,-15857.5388,596.3623,11463.2697,-1981.6732,58.54004207999999,28.8912,-4194.953099999999,-1923.13315792,-6089.195057919999
24,497.9883,1419.665,-1095.7661,0.0,0.0,0.0,-1249.7659,-15873.89,606.482,11481.3315,-1988.3802,58.8905424,35.0482,-4213.9552,-1929.4896576,-6108.396657599999
25,523.1025,1413.0441,-1129.4497,0.0,0.0,0.0,-1219.8951,-15936.2575,585.7781,11489.1682,-1959.7377,57.48751512,42.6156,-4274.509399999999,-1902.25018488,-6134.143984879998
26,507.9913,1377.7036,-1105.5546,0.0,0.0,0.0,-1275.9249,-15866.213,586.3884,11529.8822,-2054.1961,57.6509508,47.0822,-4245.726999999999,-1996.5451492000002,-6195.189949199999
27,522.3066,1367.3518,-1074.6627,0.0,0.0,0.0,-1272.8355,-15965.4744,610.6927,11549.7334,-1929.0279,57.51196272,39.446,-4262.888100000002,-1871.5159372800001,-6094.958037280002
28,516.6864,1385.5341,-1090.9601,0.0,0.0,0.0,-1276.7731,-16017.7728,608.3212,11563.4532,-1934.3548,55.94359248,45.8077,-4311.5111000000015,-1878.41120752,-6144.114607520001
29,497.5952,1413.2552,-1104.5557,0.0,0.0,0.0,-1259.9428,-16004.0621,594.8467,11481.079,-1909.8664,55.431524159999995,38.8739,-4381.784499999998,-1854.4348758400001,-6197.3454758399985
30,510.8299,1423.3252,-1087.8887,0.0,0.0,0.0,-1296.2484,-15974.0959,588.3737,11508.9631,-1925.5234,54.6202008,51.6061,-4326.741099999999,-1870.9031992,-6146.038199199999
31,477.8965,1474.2234,-1091.2746,0.0,0.0,0.0,-1289.7525,-15931.3781,591.0544,11603.4569,-2011.3347,57.897914400000005,50.603,-4165.773999999999,-1953.4367856000001,-6068.607785599999
32,515.5473,1401.2761,-1083.7678,0.0,0.0,0.0,-1296.1037,-15927.9492,612.9536,11550.5344,-1962.4763,56.80252152,60.3738,-4227.509299999998,-1905.67377848,-6072.809278479998
33,531.4034,1408.1711,-1111.1335,0.0,0.0,0.0,-1289.0609,-15859.88,615.8602,11482.4825,-1979.6234,56.26332,38.2692,-4222.1572,-1923.36008,-6107.24808
34,515.0165,1392.419,-1086.4473,0.0,0.0,0.0,-1270.87,-16025.4841,613.1716,11570.7077,-1921.4785,57.32344008,35.3253,-4291.4866,-1864.15505992,-6120.31635992
35,528.9879,1390.4699,-1084.3231,0.0,0.0,0.0,-1261.0545,-15923.1704,587.0688,11487.4764,-1923.7409,57.9784896,50.4071,-4274.545000000002,-1865.7624104,-6089.900310400001
36,483.0206,1432.5472,-1086.5437,0.0,0.0,0.0,-1291.1643,-16036.3339,592.9182,11582.8874,-1898.1233,57.47572944,45.6694,-4322.6685,-1840.64757056,-6117.6466705600005
37,495.9233,1412.5415,-1091.2251,0.0,0.0,0.0,-1270.3227,-15826.9307,601.6721,11516.8765,-2037.8459,60.29988696,33.8375,-4161.465100000001,-1977.54601304,-6105.173613040002
38,493.0262,1389.9451,-1089.2231,0.0,0.0,0.0,-1292.7239,-15780.7643,603.1199,11566.3766,-2111.7159,59.36260896,47.0345,-4110.243500000002,-2052.35329104,-6115.5622910400025
39,517.4859,1413.6479,-1054.9618,0.0,0.0,0.0,-1296.163,-15884.5491,595.2945,11569.3358,-2040.46,57.694855679999996,32.7689,-4139.909799999999,-1982.76514432,-6089.90604432
40,493.713,1413.3799,-1099.7654,0.0,0.0,0.0,-1299.8722,-15933.9632,603.3962,11564.7674,-1988.3753,56.21762664,42.4024,-4258.344300000001,-1932.15767336,-6148.09957336
41,484.7091,1424.2716,-1083.4334,0.0,0.0,0.0,-1281.6551,-15944.2152,612.2769,11599.473,-2000.5965,57.65976216,35.4296,-4188.5731,-1942.9367378400002,-6096.0802378399985
42,496.3473,1401.191,-1074.1131,0.0,0.0,0.0,-1268.0013,-15999.4477,617.5427,11616.536,-2001.5034,57.0294756,43.6725,-4209.945099999999,-1944.4739244,-6110.746524399999
43,497.7572,1407.0925,-1095.6315,0.0,0.0,0.0,-1259.1287,-15903.6317,617.5763,11615.5348,-2043.6356,57.48888743999999,35.4448,-4120.4311,-1986.14671256,-6071.133012559999
44,489.4771,1429.9377,-1094.5329,0.0,0.0,0.0,-1296.5791,-15903.794,621.985,11530.6222,-1995.5317,55.79436528,46.6261,-4222.884,-1939.73733472,-6115.995234719999
45,511.9042,1445.9123,-1095.9496,0.0,0.0,0.0,-1284.1565,-15846.6715,596.7382,11522.0211,-2036.2668,55.794658319999996,29.9531,-4150.201800000001,-1980.47214168,-6100.720841680001
46,503.5085,1421.8391,-1112.1161,0.0,0.0,0.0,-1299.7598,-16011.5805,612.2463,11571.4794,-1906.9492,56.69002296,35.2423,-4314.383100000001,-1850.25917704,-6129.399977040001
47,476.029,1360.6716,-1078.5788,0.0,0.0,0.0,-1320.1926,-16023.1769,606.4771,11548.9899,-1896.3142,55.90845,36.3378,-4429.780699999999,-1840.4057500000001,-6233.848649999999
48,471.9622,1418.7048,-1079.8054,0.0,0.0,0.0,-1314.6141,-16073.6068,606.3971,11566.2021,-1851.3672,56.665746719999994,43.0228,-4404.7600999999995,-1794.70145328,-6156.438753279999
49,509.8884,1396.2524,-1119.5127,0.0,0.0,0.0,-1260.9705,-15887.7704,626.726,11556.2315,-2038.9781,57.808317599999995,44.566,-4179.1552999999985,-1981.1697824,-6115.759082399999
50,531.6031,1422.5669,-1101.8748,0.0,0.0,0.0,-1279.4059,-15992.4477,614.7246,11563.9666,-1926.3752,57.0539232,43.2299,-4240.867200000002,-1869.3212767999999,-6066.958576800002
51,532.7235,1388.0396,-1070.7507,0.0,0.0,0.0,-1268.0411,-16060.6967,596.6574,11583.8009,-1892.046,56.44026288,44.0709,-4298.267099999999,-1835.60573712,-6089.80193712
52,502.2609,1396.0957,-1071.8729,0.0,0.0,0.0,-1241.2118,-15967.5876,587.4427,11553.8508,-1981.7012,57.894733439999996,34.5784,-4241.022200000001,-1923.80646656,-6130.2502665600005
53,523.1427,1411.2353,-1090.7149,0.0,0.0,0.0,-1270.2204,-16091.1195,598.8153,11590.6146,-1873.6719,57.6716148,44.4252,-4328.2469,-1816.0002852,-6099.821985200001
54,491.3891,1405.7042,-1106.0864,0.0,0.0,0.0,-1276.4811,-16037.391,613.0001,11552.0312,-1883.9313,55.97435448,35.1245,-4357.833900000001,-1827.9569455199999,-6150.666345520001
55,474.8578,1419.6656,-1079.0664,0.0,0.0,0.0,-1321.4642,-15807.3589,601.6511,11601.7093,-2078.4071,55.57610088,51.4378,-4110.0057,-2022.83099912,-6081.39889912
56,554.3555,1416.6265,-1073.0355,0.0,0.0,0.0,-1288.5151,-16000.8585,605.8215,11552.6854,-1915.9558,54.41173344,50.9718,-4232.9202000000005,-1861.54406656,-6043.49246656
57,496.9417,1414.6532,-1094.8153,0.0,0.0,0.0,-1278.3857,-15966.175,614.2222,11615.1399,-1960.991,57.46365288,43.9653,-4198.419,-1903.52734712,-6057.98104712
58,529.126,1392.6697,-1090.638,0.0,0.0,0.0,-1317.4216,-15951.2925,599.6167,11548.6648,-1917.9251,55.11004704,33.4382,-4289.2749,-1862.81505296,-6118.651752960001
