POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,489.8287,1446.091,-1098.0523,0.0,0.0,0.0,-1242.2411,-15877.0996,596.3308,11728.0702,-2124.5205,1247.6624,-757.2741,-3957.0723,-1634.1322,-5591.2045
1,503.1397,1446.3772,-1108.9987,0.0,0.0,0.0,-1298.8377,-15884.9902,598.5014,11785.6109,-2165.1047,1244.2888,-755.6786,-3959.197400000001,-1676.4944999999998,-5635.691900000001
2,510.6609,1431.013,-1117.1379,0.0,0.0,0.0,-1275.1029,-16010.0641,612.7592,11761.8695,-2013.1272,1239.0393,-758.1392,-4086.0023,-1532.2271,-5618.2294
3,480.8204,1461.0755,-1091.2824,0.0,0.0,0.0,-1254.348,-16033.7348,599.2184,11782.0888,-2039.6686,1249.8832,-764.9075,-4056.1621000000014,-1554.6929,-5610.855000000001
4,530.6257,1410.9338,-1098.8266,0.0,0.0,0.0,-1274.5499,-16033.1035,602.9196,11791.1159,-2066.611,1240.4048,-757.7908,-4070.885,-1583.9969999999998,-5654.882
5,528.8282,1458.7249,-1116.346,0.0,0.0,0.0,-1242.8025,-16016.9775,600.0358,11779.8135,-2063.9083,1245.8764,-763.5753,-4008.7235999999994,-1581.6072,-5590.3308
6,509.6613,1400.3027,-1111.6705,0.0,0.0,0.0,-1280.1997,-16169.9679,610.3691,11831.3928,-1925.5788,1240.0457,-749.6197,-4210.112200000001,-1435.1528,-5645.265000000002
7,492.3183,1398.2339,-1126.9753,0.0,0.0,0.0,-1286.5805,-16013.3454,621.0052,11827.2266,-2070.7271,1244.2084,-763.7376,-4088.1172000000024,-1590.2563,-5678.373500000003
8,490.875,1372.9966,-1081.1544,0.0,0.0,0.0,-1273.197,-16131.1236,613.6735,11836.4741,-1996.4887,1240.2489,-754.1585,-4171.4558,-1510.3983,-5681.854099999999
9,507.1316,1403.1044,-1110.7516,0.0,0.0,0.0,-1263.9108,-16138.1133,603.4977,11814.424,-1948.3938,1236.4642,-754.2655,-4184.618,-1466.1951000000001,-5650.813099999999
10,511.7651,1449.1145,-1102.358,0.0,0.0,0.0,-1290.9595,-16205.319,607.7834,11854.3868,-1896.3408,1233.4874,-741.7769,-4175.5867,-1404.6302999999998,-5580.217
11,477.0433,1422.7901,-1103.1715,0.0,0.0,0.0,-1297.0511,-16076.0711,617.4056,11765.6268,-1969.4339,1226.5039,-739.6414,-4193.427899999999,-1482.5714,-5675.9992999999995
