GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,515.7303,1457.7903,-1094.0166,0.0,0.0,0.0,-1251.1277,-16130.2115,607.1742,11715.9242,-2063.6607,55.64902248,-4178.736800000002,-2008.01167752,-6186.748477520003
1,534.5646,1426.2707,-1102.7634,0.0,0.0,0.0,-1276.0906,-16047.1823,611.5431,11714.479,-2102.8944,56.10638375999999,-4139.178900000001,-2046.7880162400002,-6185.9669162400005
2,508.3156,1416.486,-1102.389,0.0,0.0,0.0,-1276.3242,-16139.6753,608.7007,11683.09,-1991.6883,55.438452,-4301.7962000000025,-1936.249848,-6238.046048000002
3,497.9225,1448.2008,-1097.2074,0.0,0.0,0.0,-1254.0697,-16035.8963,616.1305,11703.8269,-2151.4091,57.68424504,-4121.092700000001,-2093.72485496,-6214.817554960001
4,496.4014,1442.0315,-1092.4638,0.0,0.0,0.0,-1276.2463,-16111.8655,630.012,11793.637,-2124.5513,59.30733312,-4118.493699999999,-2065.2439668800002,-6183.737666879999
5,501.4963,1402.5699,-1098.9835,0.0,0.0,0.0,-1263.9166,-16226.6121,614.7506,11711.7647,-1950.0417,58.81778712,-4358.930700000001,-1891.22391288,-6250.154612880001
6,512.4214,1398.9254,-1074.3079,0.0,0.0,0.0,-1279.4655,-16284.0071,611.4933,11733.6497,-1926.4188,57.90018456,-4381.290700000001,-1868.5186154399998,-6249.809315440001
7,550.7344,1444.2748,-1094.8462,0.0,0.0,0.0,-1290.6855,-16139.7854,594.052,11691.0373,-2010.8278,56.96215704,-4245.2186,-1953.86564296,-6199.08424296
8,509.9362,1405.8409,-1088.1371,0.0,0.0,0.0,-1274.173,-16145.017,607.1233,11700.6876,-2026.8057,56.51355816,-4283.739100000001,-1970.2921418399999,-6254.031241840001
9,531.3219,1413.0827,-1069.8297,0.0,0.0,0.0,-1279.2322,-16192.6366,594.9624,11818.7363,-2022.6323,55.65510792,-4183.5952,-1966.97719208,-6150.57239208
10,531.1115,1439.2474,-1102.2669,0.0,0.0,0.0,-1264.126,-16255.9329,625.9528,11806.7963,-2014.4633,56.78011296,-4219.2178,-1957.68318704,-6176.90098704
11,539.9707,1408.2479,-1103.0898,0.0,0.0,0.0,-1272.0792,-16206.9957,597.5189,11703.5936,-1948.9966,56.858366159999996,-4332.833600000002,-1892.1382338399999,-6224.971833840003
12,530.5741,1418.4712,-1084.837,0.0,0.0,0.0,-1265.3969,-16005.2838,605.4344,11690.4441,-2155.0729,58.06464624,-4110.593899999998,-2097.00825376,-6207.602153759998
13,499.2381,1364.0779,-1122.6402,0.0,0.0,0.0,-1259.8207,-16137.3731,608.0036,11791.9612,-2115.2599,58.387266,-4256.5532,-2056.872634,-6313.425834000001
14,470.5047,1454.4106,-1112.3733,0.0,0.0,0.0,-1276.2545,-16035.4311,620.1604,11757.6373,-2181.2424,57.539077199999994,-4121.345899999998,-2123.7033228,-6245.0492227999985
15,514.31,1382.3929,-1114.7992,0.0,0.0,0.0,-1283.6374,-16029.3727,600.5269,11749.347,-2164.6835,56.263755599999996,-4181.2325,-2108.4197444,-6289.6522444
16,518.4061,1425.9258,-1067.6146,0.0,0.0,0.0,-1281.5637,-16069.2639,610.9935,11707.2313,-2086.0319,56.96978688,-4155.8855,-2029.06211312,-6184.94761312
17,540.1517,1426.6278,-1125.487,0.0,0.0,0.0,-1272.7859,-16239.4131,611.9649,11803.7906,-2022.6239,58.09994064,-4255.151000000002,-1964.52395936,-6219.6749593600025
18,483.0227,1432.4351,-1092.4577,0.0,0.0,0.0,-1282.9171,-16142.0874,602.5929,11728.4538,-2027.7296,56.070918,-4270.957700000003,-1971.658682,-6242.616382000002
19,509.5453,1433.2302,-1079.8821,0.0,0.0,0.0,-1296.6164,-16119.9215,618.9329,11762.0089,-2060.1617,57.4155252,-4172.702700000002,-2002.7461748,-6175.448874800002
20,525.7793,1479.778,-1096.3223,0.0,0.0,0.0,-1288.2812,-16250.1645,599.4025,11792.363,-2012.8256,55.6638588,-4237.4452,-1957.1617411999998,-6194.606941200001
21,498.4628,1379.2372,-1119.9173,0.0,0.0,0.0,-1274.381,-16282.9492,626.9651,11814.2915,-1950.777,56.625914159999994,-4358.290900000002,-1894.15108584,-6252.4419858400015
22,505.5058,1415.5076,-1090.7452,0.0,0.0,0.0,-1284.7731,-16164.1444,613.5361,11754.873,-2016.8739,56.8247256,-4250.240200000002,-1960.0491744,-6210.289374400002
23,476.9242,1408.6712,-1084.1725,0.0,0.0,0.0,-1285.6183,-15946.2216,635.0254,11708.4062,-2174.6286,58.26053952,-4086.9854000000014,-2116.36806048,-6203.353460480002
24,490.7962,1374.8971,-1117.2617,0.0,0.0,0.0,-1267.9663,-16182.4533,621.3871,11810.8449,-2048.5417,58.660771679999996,-4269.755999999998,-1989.8809283200003,-6259.636928319997
25,477.2907,1390.5067,-1114.8944,0.0,0.0,0.0,-1275.9975,-16091.101,617.6634,11773.1674,-2104.6522,59.418144719999994,-4223.364700000002,-2045.23405528,-6268.5987552800025
26,505.5136,1438.9051,-1115.7432,0.0,0.0,0.0,-1256.3743,-16085.6277,616.2026,11758.9227,-2124.828,60.199707599999996,-4138.2011999999995,-2064.6282924,-6202.829492399999
27,551.5007,1395.9876,-1084.1205,0.0,0.0,0.0,-1273.0258,-16170.2907,589.3702,11707.3393,-2000.9593,58.3893432,-4283.239200000002,-1942.5699568,-6225.809156800002
28,529.7705,1421.4871,-1093.5943,0.0,0.0,0.0,-1262.8766,-16109.0569,601.2959,11726.8732,-2060.9093,57.69591768,-4186.1011,-2003.2133823199997,-6189.314482319999
29,504.1168,1415.5326,-1101.1058,0.0,0.0,0.0,-1262.7079,-16142.7573,611.4849,11755.0759,-2059.4081,56.40303672,-4220.360799999999,-2003.00506328,-6223.365863279999
30,511.9659,1435.7336,-1086.9621,0.0,0.0,0.0,-1283.0126,-16130.457,603.1458,11738.0542,-2049.5347,55.84693392,-4211.532199999998,-1993.68776608,-6205.219966079998
31,505.5344,1457.4437,-1138.0739,0.0,0.0,0.0,-1252.0004,-16176.2264,598.8804,11693.5665,-1964.8094,58.79012112,-4310.875699999999,-1906.01927888,-6216.894978879999
32,519.7612,1403.9223,-1126.6001,0.0,0.0,0.0,-1231.927,-16118.9296,621.1313,11708.6106,-2028.9931,58.52877408,-4224.031299999999,-1970.46432592,-6194.495625919998
33,524.8624,1396.488,-1109.9676,0.0,0.0,0.0,-1255.3957,-15997.4103,621.7769,11773.0758,-2204.458,58.72323312,-4046.5705,-2145.7347668800003,-6192.30526688
34,522.3276,1438.1738,-1091.8093,0.0,0.0,0.0,-1266.956,-16048.7884,634.9241,11731.0648,-2129.5512,57.956945759999996,-4081.063399999999,-2071.59425424,-6152.657654239999
