GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
0,501.1546,1456.2999,-1125.9479,0.0,0.0,0.0,-1272.2576,-15859.3982,588.2679,11467.672,-1956.0702,58.63415904,-0.7495,-4244.209299999999,-1897.4360409600001,-6142.394840959999
1,492.1712,1371.9284,-1070.4802,0.0,0.0,0.0,-1273.6063,-16016.0435,601.6507,11597.23,-1931.8345,57.86882136,6.3559,-4297.1497,-1873.9656786399999,-6164.75947864
2,491.6361,1411.8754,-1083.8362,0.0,0.0,0.0,-1248.2918,-16012.107,608.5536,11578.2889,-1970.5551,61.338399120000005,8.3978,-4253.881000000001,-1909.21670088,-6154.699900880001
3,500.5989,1401.7952,-1086.7541,0.0,0.0,0.0,-1263.5517,-16077.1052,604.3625,11548.4427,-1839.6075,58.453222319999995,14.371,-4372.2117,-1781.1542776800002,-6138.9949776799995
4,514.5304,1384.3145,-1062.4559,0.0,0.0,0.0,-1273.9174,-16070.1442,599.2244,11595.6132,-1858.7166,57.604350239999995,13.7093,-4312.835000000003,-1801.11224976,-6100.237949760002
5,470.3671,1438.8826,-1098.6912,0.0,0.0,0.0,-1251.6552,-15979.676,612.1409,11514.4423,-1925.3714,57.98807712,14.8347,-4294.1895,-1867.38332288,-6146.73812288
6,516.7783,1446.0472,-1100.8882,0.0,0.0,0.0,-1272.2719,-15997.1968,611.9936,11472.0728,-1829.2988,55.64569248,9.4709,-4323.465,-1773.65310752,-6087.64720752
7,483.7316,1372.9656,-1115.3331,0.0,0.0,0.0,-1268.6282,-15940.9299,596.7201,11531.6245,-1940.0047,57.1919724,10.9596,-4339.849399999999,-1882.8127276,-6211.702527599999
8,522.7067,1420.7328,-1083.1459,0.0,0.0,0.0,-1246.2624,-16029.275,587.4444,11555.2782,-1921.3886,57.75161688,13.8584,-4272.521199999999,-1863.63698312,-6122.299783119999
9,492.406,1408.6754,-1083.7359,0.0,0.0,0.0,-1275.2297,-16116.5124,590.9582,11547.5216,-1824.1039,55.902895199999996,4.3817,-4435.916799999999,-1768.2010048,-6199.736104799999
10,494.5754,1382.4327,-1096.9624,0.0,0.0,0.0,-1262.5896,-16069.5437,609.2071,11580.5661,-1858.2235,56.985526799999995,7.3251,-4362.314399999999,-1801.2379732000002,-6156.227273199999
11,491.494,1398.2813,-1052.02,0.0,0.0,0.0,-1286.06,-16087.9637,606.9415,11578.6243,-1892.9703,57.568453919999996,12.7285,-4350.7026000000005,-1835.40184608,-6173.37594608
12,511.5531,1365.9208,-1080.0001,0.0,0.0,0.0,-1239.2173,-16016.2528,613.7739,11567.2513,-1950.4904,60.087143520000005,11.5805,-4276.971099999999,-1890.40325648,-6155.793856479999
13,480.0212,1449.3198,-1092.0386,0.0,0.0,0.0,-1247.1462,-16092.3554,594.6359,11543.9042,-1863.6291,59.23557,17.996,-4363.659099999999,-1804.39353,-6150.056629999999
14,495.4713,1397.2321,-1079.2905,0.0,0.0,0.0,-1273.5312,-16020.0142,613.8095,11588.9762,-1933.2835,57.331298159999996,23.1342,-4277.346800000001,-1875.95220184,-6130.16480184
15,504.6134,1415.343,-1077.4301,0.0,0.0,0.0,-1268.6377,-15998.2386,606.0792,11558.6761,-1935.7798,58.59971928,25.007,-4259.5947000000015,-1877.18008072,-6111.7677807200025
16,493.9076,1453.1385,-1079.1362,0.0,0.0,0.0,-1273.391,-15969.1365,588.3209,11566.0802,-1971.9373,57.163986720000004,13.3756,-4220.2165,-1914.7733132800001,-6121.61421328
17,536.0716,1420.9259,-1100.2592,0.0,0.0,0.0,-1269.1498,-15756.705,589.8397,11533.6204,-2141.3657,60.21137016,24.0832,-4045.6564,-2081.1543298399997,-6102.72752984
18,498.88,1356.0984,-1051.5002,0.0,0.0,0.0,-1266.0616,-15772.3688,605.7119,11553.1581,-2110.1211,59.07236543999999,10.6648,-4076.082199999999,-2051.04873456,-6116.46613456
19,520.9037,1434.4183,-1077.6634,0.0,0.0,0.0,-1285.8977,-15842.1177,597.8409,11527.2364,-2045.4201,58.10498784,8.0356,-4125.279500000002,-1987.3151121600001,-6104.559012160003
20,524.4608,1357.7238,-1096.5034,0.0,0.0,0.0,-1243.0894,-15943.1463,606.5453,11554.291,-1977.069,59.367952079999995,20.6534,-4239.718200000003,-1917.70104792,-6136.765847920003
