GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
0,501.2001,1459.2282,-1118.9006,0.0,0.0,0.0,-1267.0636,-16062.4421,581.1786,11569.3086,-1905.5343,58.215317039999995,19.4183,-4337.4908,-1847.31898296,-6165.39148296
1,478.1652,1378.4499,-1084.6289,0.0,0.0,0.0,-1242.3682,-15980.9739,609.468,11521.7262,-1945.5527,58.45549032,-0.1357,-4320.161700000002,-1887.0972096799999,-6207.394609680003
2,493.8719,1390.4946,-1088.2343,0.0,0.0,0.0,-1265.2417,-15911.7434,611.8647,11543.3534,-2017.5221,58.0723848,22.5578,-4225.6348,-1959.4497152,-6162.526715200001
3,515.2039,1498.8185,-1090.6715,0.0,0.0,0.0,-1251.7034,-15847.1641,581.8059,11429.032,-1972.0678,58.369085999999996,18.7754,-4164.6787,-1913.698714,-6059.602014
4,499.0677,1435.9829,-1108.7415,0.0,0.0,0.0,-1260.3549,-15810.1503,586.301,11537.6822,-2078.2214,58.81788792,6.4871,-4120.2129,-2019.40351208,-6133.12931208
5,507.8853,1462.6912,-1086.6195,0.0,0.0,0.0,-1258.1952,-15753.7852,604.0118,11513.21,-2140.814,59.51284632,10.6315,-4010.8016000000007,-2081.30115368,-6081.471253680001
6,529.4419,1450.6343,-1084.5902,0.0,0.0,0.0,-1255.0015,-15784.0372,598.3694,11481.5998,-2063.5686,59.620819680000004,9.1657,-4063.5835000000006,-2003.94778032,-6058.365580320002
7,495.6277,1394.803,-1115.6113,0.0,0.0,0.0,-1249.9034,-15734.2723,616.0482,11530.74,-2174.5023,58.9173552,17.7143,-4062.5681000000004,-2115.5849448,-6160.438744800001
8,481.0228,1421.0624,-1102.2936,0.0,0.0,0.0,-1285.0723,-15956.9866,610.3016,11589.4555,-1960.4198,55.44982296,17.1863,-4242.510199999999,-1904.96997704,-6130.293877039998
9,526.3532,1396.7346,-1090.0181,0.0,0.0,0.0,-1272.5517,-15892.6574,595.9676,11487.2524,-1951.1109,56.50987823999999,14.6053,-4248.919400000001,-1894.6010217599999,-6128.91512176
10,542.45,1430.1589,-1089.1021,0.0,0.0,0.0,-1270.2931,-15867.1104,601.6313,11516.3214,-2037.3116,57.54058704,7.4811,-4135.9439999999995,-1979.77101296,-6108.2339129599995
11,493.8763,1385.9758,-1097.5087,0.0,0.0,0.0,-1266.7564,-15942.1344,599.4455,11501.2144,-1936.6781,56.42845704,21.7716,-4325.887499999999,-1880.24964296,-6184.365542959999
12,524.1661,1400.5663,-1099.062,0.0,0.0,0.0,-1261.0179,-15783.7141,614.9996,11524.7774,-2086.2586,58.40212176,14.912,-4079.284599999999,-2027.8564782400001,-6092.229078239999
13,504.6155,1428.6407,-1081.0084,0.0,0.0,0.0,-1266.5542,-15891.7985,598.739,11493.9255,-1972.4398,57.1571424,24.6989,-4213.440400000001,-1915.2826576000002,-6104.024157600001
14,460.8531,1428.7976,-1097.6257,0.0,0.0,0.0,-1277.2473,-15928.5175,598.5311,11539.5891,-1986.7579,57.88317456,15.1092,-4275.6196,-1928.87472544,-6189.385125440001
15,495.9096,1388.0713,-1095.5864,0.0,0.0,0.0,-1280.6591,-15872.4377,586.5655,11512.0316,-1997.2816,57.172667759999996,10.8097,-4266.1052,-1940.10893224,-6195.4044322400005
16,516.6529,1443.5744,-1109.517,0.0,0.0,0.0,-1271.3037,-15891.2415,584.7208,11542.5418,-2014.6786,57.19662504,8.9963,-4184.572299999998,-1957.48197496,-6133.057974959998
