POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,510.6999,1469.7758,-1116.2123,0.0,0.0,0.0,-1268.7949,-16235.5491,586.0619,11795.2368,-1896.6134,40.6521,0.0,-4258.7819,-1855.9613,-6114.7432
1,483.9349,1391.488,-1089.2103,0.0,0.0,0.0,-1244.2854,-16159.719,613.3409,11749.2349,-1945.0798,40.8974,0.0,-4255.216,-1904.1824,-6159.3984
2,502.9523,1402.1317,-1089.8859,0.0,0.0,0.0,-1267.1202,-16087.2488,616.09,11772.2965,-2005.7467,40.3676,0.0,-4150.7844000000005,-1965.3790999999999,-6116.163500000001
3,521.2926,1509.9691,-1089.9056,0.0,0.0,0.0,-1254.3109,-16021.4987,584.84,11656.8117,-1946.7114,41.2588,0.0,-4092.8017999999993,-1905.4525999999998,-5998.2544
4,502.631,1446.3476,-1111.1217,0.0,0.0,0.0,-1262.8994,-15994.1417,591.5249,11766.5214,-2069.2696,41.2358,0.0,-4061.1378999999997,-2028.0338000000002,-6089.171699999999
5,512.2761,1474.1263,-1087.8648,0.0,0.0,0.0,-1260.5387,-15926.2836,608.3048,11738.1241,-2134.4279,41.2164,0.0,-3941.8557999999994,-2093.2115000000003,-6035.0673
6,535.0223,1461.2238,-1085.3286,0.0,0.0,0.0,-1257.6872,-15968.6874,602.6113,11712.6297,-2040.4716,41.0827,0.0,-4000.2161000000015,-1999.3889000000001,-5999.605000000001
7,503.0482,1409.1268,-1116.3645,0.0,0.0,0.0,-1252.3429,-15919.3818,619.258,11759.8625,-2159.7217,41.5141,0.0,-3996.7937,-2118.2076,-6115.0013
8,485.4107,1434.0289,-1102.8552,0.0,0.0,0.0,-1287.4931,-16136.8057,614.62,11816.5969,-1952.3066,39.5586,0.0,-4176.4974999999995,-1912.7479999999998,-6089.245499999999
9,532.9189,1410.311,-1093.3499,0.0,0.0,0.0,-1274.9675,-16067.5577,600.0473,11711.5086,-1932.6785,40.3523,0.0,-4181.0893,-1892.3262,-6073.4155
10,546.1609,1445.3814,-1091.3725,0.0,0.0,0.0,-1272.9817,-16048.8992,606.9296,11744.8583,-2011.3495,39.8978,0.0,-4069.923200000001,-1971.4517,-6041.374900000002
11,503.3526,1397.2558,-1099.4686,0.0,0.0,0.0,-1269.3437,-16124.0064,602.6327,11731.6933,-1919.9426,39.6534,0.0,-4257.884299999998,-1880.2892000000002,-6138.173499999998
12,530.6864,1414.0456,-1100.6305,0.0,0.0,0.0,-1263.7535,-15960.1815,619.1326,11752.6153,-2051.2431,40.6799,0.0,-4008.0856000000003,-2010.5632,-6018.6488
13,511.8986,1437.4873,-1081.8565,0.0,0.0,0.0,-1268.9623,-16065.9532,602.9569,11723.4643,-1923.5503,39.8137,0.0,-4140.964900000001,-1883.7366000000002,-6024.701500000001
