GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,478.0322,1416.0118,-1085.1212,0.0,0.0,0.0,-1276.0625,-16268.6041,616.2442,11800.8175,-1961.9666,54.89933471999999,-4318.682100000002,-1907.06726528,-6225.749365280001
1,556.4402,1371.0373,-1056.0035,0.0,0.0,0.0,-1298.5878,-16111.0221,607.9779,11735.183,-2048.8282,56.656608479999996,-4194.975,-1992.17159152,-6187.146591520001
2,530.0886,1401.5923,-1105.6581,0.0,0.0,0.0,-1281.7818,-16119.418,614.063,11697.5397,-2014.1487,56.553657120000004,-4263.5743,-1957.59504288,-6221.16934288
3,500.1435,1411.2457,-1112.2072,0.0,0.0,0.0,-1275.0104,-16271.0206,622.5654,11749.3707,-1922.9268,56.26111176,-4374.912899999999,-1866.66568824,-6241.57858824
4,498.5517,1393.2581,-1105.8817,0.0,0.0,0.0,-1266.8475,-16162.8521,605.8739,11729.4546,-2005.4887,57.33336456,-4308.442999999999,-1948.15533544,-6256.59833544
5,499.7989,1432.3683,-1092.6586,0.0,0.0,0.0,-1275.9676,-16210.4007,630.5389,11770.2824,-2044.2871,57.45390552,-4246.038400000001,-1986.83319448,-6232.871594480001
6,522.9939,1452.6988,-1119.9774,0.0,0.0,0.0,-1303.8627,-16150.8963,609.1015,11727.1908,-2031.0026,56.53783007999999,-4262.751400000001,-1974.46476992,-6237.2161699200005
7,518.8004,1337.7217,-1111.2493,0.0,0.0,0.0,-1278.8808,-16081.9915,605.8406,11779.5004,-2110.1438,55.58021064,-4230.2585,-2054.5635893599997,-6284.82208936
8,512.117,1397.3172,-1082.4945,0.0,0.0,0.0,-1280.0378,-16062.5304,616.8286,11801.1982,-2134.3588,57.50444088,-4097.601699999997,-2076.85435912,-6174.456059119997
9,496.254,1461.691,-1076.5749,0.0,0.0,0.0,-1287.4139,-16044.8478,600.1521,11718.2198,-2124.4967,56.611636559999994,-4132.519699999999,-2067.88506344,-6200.4047634399985
10,473.4668,1381.4439,-1104.3216,0.0,0.0,0.0,-1292.0033,-16154.882,612.2444,11735.7507,-2010.3598,56.32906248,-4348.301100000001,-1954.03073752,-6302.331837520001
11,527.6905,1408.4539,-1081.1528,0.0,0.0,0.0,-1253.6044,-16105.7165,603.8462,11745.6645,-2104.8549,55.7832564,-4154.8186000000005,-2049.0716436,-6203.890243600001
12,526.9152,1356.0878,-1083.034,0.0,0.0,0.0,-1286.8692,-16026.5561,618.2328,11769.5594,-2134.9316,57.141902879999996,-4125.664099999998,-2077.78969712,-6203.453797119998
13,519.1426,1370.2331,-1101.4928,0.0,0.0,0.0,-1261.337,-16097.0106,615.2512,11809.7458,-2134.9597,58.5556632,-4145.467699999999,-2076.4040368,-6221.871736799999
14,522.945,1466.3905,-1126.6465,0.0,0.0,0.0,-1277.3632,-16152.8232,611.2354,11834.4366,-2094.6745,57.41599248,-4121.8254,-2037.25850752,-6159.08390752
15,520.5492,1442.9734,-1123.0761,0.0,0.0,0.0,-1259.5414,-16122.078,617.7383,11795.5373,-2109.6064,57.33834192,-4127.897299999997,-2052.26805808,-6180.1653580799975
16,524.8211,1448.2045,-1104.8111,0.0,0.0,0.0,-1266.6981,-16236.1437,624.0558,11799.4,-2030.8253,55.944472319999996,-4211.1715,-1974.88082768,-6186.05232768
17,487.0285,1475.2387,-1070.4726,0.0,0.0,0.0,-1305.7435,-16164.3184,612.7884,11771.2924,-2063.5745,56.63890728,-4194.1865,-2006.9355927200002,-6201.12209272
18,502.8706,1406.3072,-1073.3044,0.0,0.0,0.0,-1297.9792,-16122.381,617.2896,11764.5104,-2043.1746,56.5261236,-4202.6867999999995,-1986.6484764000002,-6189.3352764
19,504.5775,1397.2866,-1089.4021,0.0,0.0,0.0,-1268.43,-16125.0734,604.1508,11734.7687,-2026.1428,57.7359468,-4242.121899999998,-1968.4068532000001,-6210.5287531999975
20,491.0958,1368.3393,-1090.0398,0.0,0.0,0.0,-1270.3172,-16243.477,622.7498,11776.7374,-1974.0743,57.41444016,-4344.911700000001,-1916.65985984,-6261.571559840001
21,528.7083,1421.0321,-1091.0847,0.0,0.0,0.0,-1277.0702,-16149.0829,610.4682,11796.1079,-2081.3039,57.61662768,-4160.9213,-2023.68727232,-6184.608572319999
22,522.5289,1412.846,-1095.7129,0.0,0.0,0.0,-1286.0437,-16110.1026,603.9405,11782.5746,-2105.0089,56.71781208,-4169.9692,-2048.29108792,-6218.260287919999
23,499.2477,1425.9194,-1086.8169,0.0,0.0,0.0,-1274.9671,-16167.7469,623.2318,11828.2666,-2082.7366,57.86590896,-4152.865399999999,-2024.87069104,-6177.736091039999
24,529.6028,1416.2312,-1063.7361,0.0,0.0,0.0,-1268.4709,-16113.9957,617.197,11830.4451,-2144.5064,57.841040879999994,-4052.726599999998,-2086.66535912,-6139.391959119998
25,540.7574,1388.3159,-1093.5477,0.0,0.0,0.0,-1311.4412,-16099.4971,592.4646,11747.5097,-2074.9469,55.25615088,-4235.438400000001,-2019.69074912,-6255.129149120001
26,487.2942,1401.6305,-1086.7249,0.0,0.0,0.0,-1281.5344,-16134.1307,625.8066,11771.4738,-2076.7575,57.27150144,-4216.1849,-2019.48599856,-6235.67089856
27,467.5661,1423.8296,-1101.4583,0.0,0.0,0.0,-1286.7518,-16083.9906,610.377,11764.0229,-2119.1714,56.59177032,-4206.4051,-2062.5796296800004,-6268.98472968
28,472.3793,1393.7481,-1098.1514,0.0,0.0,0.0,-1277.0094,-16222.7373,639.1085,11777.5857,-1996.768,55.55090016,-4315.076500000001,-1941.21709984,-6256.293599840001
29,489.1966,1409.432,-1101.2922,0.0,0.0,0.0,-1254.9192,-16149.9164,618.9978,11714.399,-2027.6837,58.623888959999995,-4274.1024,-1969.05981104,-6243.162211039999
30,537.5668,1461.3968,-1074.3612,0.0,0.0,0.0,-1295.9078,-16087.899,607.713,11756.2746,-2094.0049,57.897799199999994,-4095.2167999999983,-2036.1071008,-6131.323900799998
31,501.4397,1393.3008,-1092.9204,0.0,0.0,0.0,-1268.2707,-16111.8211,603.5086,11765.2622,-2063.7419,57.4166592,-4209.500899999999,-2006.3252408,-6215.826140799999
32,513.8809,1422.0966,-1096.6218,0.0,0.0,0.0,-1258.1729,-16195.3374,614.9598,11769.8581,-2024.7083,57.85432416,-4229.336700000002,-1966.85397584,-6196.190675840002
33,524.6728,1452.2061,-1127.8883,0.0,0.0,0.0,-1287.2195,-16101.6598,606.6327,11715.1423,-2044.7797,58.63756247999999,-4218.1137,-1986.14213752,-6204.25583752
34,512.8633,1439.2699,-1109.1066,0.0,0.0,0.0,-1268.2992,-15957.1241,609.8514,11707.3085,-2139.7298,57.18069576,-4065.2368000000024,-2082.54910424,-6147.785904240002
35,496.4966,1369.664,-1063.8125,0.0,0.0,0.0,-1286.5318,-16210.1637,609.8604,11826.7657,-2005.4051,56.83068216,-4257.721299999999,-1948.57441784,-6206.295717839999
36,520.1989,1430.5644,-1082.363,0.0,0.0,0.0,-1270.5678,-16222.1771,598.104,11762.436,-1981.9165,55.79797248,-4263.804600000001,-1926.11852752,-6189.923127520002
37,478.3973,1404.7507,-1108.9197,0.0,0.0,0.0,-1287.5479,-16184.3141,618.4988,11789.6455,-1999.3232,57.35827872,-4289.489399999999,-1941.96492128,-6231.454321279998
38,497.042,1473.5655,-1118.661,0.0,0.0,0.0,-1276.6424,-16172.8677,618.6783,11805.3623,-2046.8415,58.182037199999996,-4173.523000000001,-1988.6594628,-6162.182462800001
39,498.912,1422.2846,-1111.1546,0.0,0.0,0.0,-1277.2344,-16166.6344,625.772,11794.1234,-2049.8863,56.2824468,-4213.931400000001,-1993.6038532000002,-6207.5352532000015
40,535.2448,1409.1917,-1106.2827,0.0,0.0,0.0,-1252.005,-16156.8499,604.5583,11760.3447,-2052.9962,56.78787744,-4205.798099999998,-1996.20832256,-6202.006422559998
41,485.8555,1427.6235,-1090.4318,0.0,0.0,0.0,-1280.4075,-16200.3178,608.7019,11780.395,-2009.3606,56.1739284,-4268.5812000000005,-1953.1866716,-6221.767871600001
42,500.6096,1413.8643,-1083.6717,0.0,0.0,0.0,-1295.4504,-16094.9116,596.0606,11732.4991,-2035.651,57.621582000000004,-4231.0000999999975,-1978.029418,-6209.029517999998
43,535.2285,1398.9077,-1104.278,0.0,0.0,0.0,-1274.8737,-16066.7604,607.96,11738.8665,-2129.4472,57.745921679999995,-4164.949400000001,-2071.7012783200003,-6236.650678320002
44,492.4,1418.0373,-1108.524,0.0,0.0,0.0,-1277.4177,-16030.0802,626.7147,11741.0558,-2124.7469,58.6017756,-4137.814100000001,-2066.1451244,-6203.959224400001
45,532.5568,1417.9464,-1119.1696,0.0,0.0,0.0,-1263.4574,-16132.5991,613.46,11704.3937,-2054.4013,57.68068176,-4246.869200000001,-1996.72061824,-6243.589818240001
46,502.6903,1432.1131,-1106.6125,0.0,0.0,0.0,-1280.4425,-16152.7012,598.3788,11812.5739,-2085.6793,58.55254704,-4194.000099999999,-2027.1267529599997,-6221.126852959999
47,496.9428,1421.6477,-1109.8004,0.0,0.0,0.0,-1254.3338,-16144.9435,606.4957,11813.8289,-2099.8608,57.46860144,-4170.1626,-2042.39219856,-6212.55479856
48,479.7982,1437.1382,-1078.2292,0.0,0.0,0.0,-1292.8231,-16116.9672,629.0667,11848.0112,-2145.1614,57.948189119999995,-4094.0051999999996,-2087.21321088,-6181.218410879999
49,524.5927,1457.4132,-1115.8188,0.0,0.0,0.0,-1292.8485,-16098.3336,618.2136,11776.9146,-2086.2069,56.82915,-4129.8668,-2029.37775,-6159.24455
50,524.6417,1451.1617,-1111.2591,0.0,0.0,0.0,-1273.752,-16197.8875,616.0247,11750.1957,-2005.662,57.666378959999996,-4240.8748,-1947.99562104,-6188.87042104
51,516.3593,1377.0529,-1090.3777,0.0,0.0,0.0,-1294.5138,-16047.304,607.0233,11810.5948,-2146.8677,59.54367384,-4121.165199999998,-2087.32402616,-6208.489226159997
52,518.8533,1458.4628,-1099.5828,0.0,0.0,0.0,-1255.017,-16059.6163,611.4624,11763.289,-2119.1347,59.7921552,-4062.1486000000004,-2059.3425448000003,-6121.491144800001
53,533.0224,1459.7692,-1061.3828,0.0,0.0,0.0,-1277.6151,-16047.0025,599.8139,11820.0576,-2180.05,57.73120704,-3973.337300000001,-2122.3187929600003,-6095.656092960001
54,510.5359,1424.3307,-1117.901,0.0,0.0,0.0,-1278.2731,-16048.8722,596.8253,11819.8319,-2192.2959,59.86442663999999,-4093.522500000001,-2132.43147336,-6225.953973360001
55,526.4702,1449.9199,-1105.9935,0.0,0.0,0.0,-1286.4885,-16095.7762,598.4706,11750.4709,-2093.212,56.671505999999994,-4162.926599999999,-2036.540494,-6199.467093999999
56,500.1692,1399.1572,-1087.7848,0.0,0.0,0.0,-1251.0697,-16156.8219,591.91,11802.2736,-2088.753,59.09771088,-4202.166400000002,-2029.6552891200001,-6231.821689120003
57,490.9708,1425.0457,-1082.011,0.0,0.0,0.0,-1261.4792,-16076.6197,624.6388,11777.0211,-2142.6167,61.77071592,-4102.433499999997,-2080.84598408,-6183.279484079998
58,512.9307,1434.7783,-1109.2736,0.0,0.0,0.0,-1253.9289,-16067.3334,610.8102,11759.813,-2139.6866,58.92302736,-4112.2037,-2080.76357264,-6192.96727264
59,525.268,1418.7032,-1107.7344,0.0,0.0,0.0,-1265.3504,-16126.7367,618.9082,11777.7014,-2050.0245,56.99788848,-4159.2406999999985,-1993.02661152,-6152.267311519998
60,483.4647,1383.3718,-1116.8307,0.0,0.0,0.0,-1239.5281,-16268.6044,642.9416,11881.1213,-2059.2977,58.58015904,-4234.0638,-2000.7175409600002,-6234.78134096
61,479.7453,1405.5779,-1108.2076,0.0,0.0,0.0,-1239.2295,-16218.0047,610.4664,11779.9537,-2041.8029,58.816913039999996,-4289.698499999999,-1982.98598696,-6272.684486959998
62,509.17,1413.4686,-1100.4932,0.0,0.0,0.0,-1275.6945,-16098.6019,607.5796,11755.4736,-2070.9771,58.42950048,-4189.097799999998,-2012.54759952,-6201.645399519998
63,501.0608,1434.6461,-1128.8403,0.0,0.0,0.0,-1275.3138,-16091.1719,597.6644,11777.2101,-2111.8345,57.770241119999994,-4184.7446,-2054.06425888,-6238.80885888
64,505.7975,1468.5105,-1098.4111,0.0,0.0,0.0,-1250.8224,-16133.1015,602.7675,11713.3827,-2049.8202,59.956662959999996,-4191.876800000002,-1989.8635370400002,-6181.740337040002
65,474.8995,1413.5388,-1122.1724,0.0,0.0,0.0,-1270.173,-15992.4479,613.6729,11760.7646,-2198.398,60.319794959999996,-4121.9175,-2138.0782050400003,-6259.99570504
66,515.3851,1433.3898,-1124.2511,0.0,0.0,0.0,-1271.3804,-16122.2934,616.4918,11823.5144,-2145.8365,58.35355344,-4129.143800000002,-2087.48294656,-6216.626746560001
67,505.2403,1386.6767,-1082.7526,0.0,0.0,0.0,-1234.314,-16068.4497,614.0736,11809.897,-2190.3492,59.24730455999999,-4069.6286999999975,-2131.10189544,-6200.730595439998
68,511.7701,1366.8128,-1087.1937,0.0,0.0,0.0,-1279.5392,-16248.3084,628.5781,11850.432,-2044.8812,56.35696104,-4257.448299999998,-1988.52423896,-6245.972538959998
69,486.5663,1415.6128,-1078.0619,0.0,0.0,0.0,-1278.5602,-16089.1691,605.8521,11766.8444,-2113.8449,59.992799039999994,-4170.915599999998,-2053.85210096,-6224.767700959998
70,498.9829,1432.6895,-1098.7118,0.0,0.0,0.0,-1252.6503,-15974.4928,605.1619,11760.3084,-2234.7293,58.66374456,-4028.7122,-2176.06555544,-6204.77775544
71,505.5778,1391.6635,-1102.1273,0.0,0.0,0.0,-1253.8422,-16105.9198,615.0482,11813.3924,-2156.9458,59.66859024,-4136.207400000001,-2097.27720976,-6233.48460976
72,519.0908,1432.8766,-1068.3627,0.0,0.0,0.0,-1269.3304,-16022.4663,598.4101,11760.3781,-2211.0675,59.11804368000001,-4049.4037999999982,-2151.94945632,-6201.353256319999
73,496.2878,1448.5884,-1121.7959,0.0,0.0,0.0,-1239.1653,-16003.847,602.076,11766.079,-2207.5171,59.52517992,-4051.777,-2147.99192008,-6199.7689200800005
74,517.6024,1466.5838,-1084.482,0.0,0.0,0.0,-1270.495,-16162.1626,607.8965,11753.9718,-2051.5086,57.345311519999996,-4171.085099999998,-1994.1632884800001,-6165.2483884799985
75,533.3311,1436.0861,-1085.9072,0.0,0.0,0.0,-1283.6448,-16092.0524,600.9193,11766.6286,-2109.5962,57.84206112,-4124.639300000001,-2051.75413888,-6176.393438880001
76,511.8298,1385.6898,-1073.8982,0.0,0.0,0.0,-1280.8936,-16204.1982,607.1838,11783.3918,-2022.4524,57.220099919999996,-4270.894800000002,-1965.23230008,-6236.127100080002
77,491.9823,1420.9108,-1116.5385,0.0,0.0,0.0,-1253.4183,-16085.9896,611.1351,11811.2911,-2195.1073,57.267678239999995,-4120.6271,-2137.83962176,-6258.466721759999
78,554.1702,1413.9826,-1085.8417,0.0,0.0,0.0,-1286.436,-16140.6528,631.0683,11772.9842,-2072.1729,57.466367999999996,-4140.725199999997,-2014.706532,-6155.431731999996
79,534.6835,1423.5849,-1091.4181,0.0,0.0,0.0,-1283.8686,-16063.6708,589.3655,11707.1112,-2093.4503,56.94344784,-4184.2124,-2036.5068521599999,-6220.719252160001
80,482.9065,1399.7601,-1116.7593,0.0,0.0,0.0,-1264.8543,-16082.6071,597.6976,11723.9646,-2074.0376,58.91285952,-4259.891899999999,-2015.1247404800001,-6275.016640479998
81,500.5011,1457.7218,-1104.1339,0.0,0.0,0.0,-1268.1571,-16070.8651,606.4594,11692.7113,-2094.9963,56.945394719999996,-4185.762499999999,-2038.0509052799998,-6223.813405279999
82,496.4056,1409.0611,-1090.6314,0.0,0.0,0.0,-1280.9278,-16044.9295,607.995,11749.3471,-2140.0283,58.87489608,-4153.679899999999,-2081.15340392,-6234.833303919999
83,516.4497,1443.5229,-1110.914,0.0,0.0,0.0,-1234.537,-16112.3832,609.319,11783.2991,-2130.533,59.43932928,-4105.2435000000005,-2071.09367072,-6176.33717072
84,507.1768,1452.0499,-1083.6704,0.0,0.0,0.0,-1272.4584,-16159.3253,599.1847,11734.5603,-2062.7523,57.68968032,-4222.482400000001,-2005.0626196800001,-6227.545019680001
85,497.9942,1454.396,-1085.0093,0.0,0.0,0.0,-1254.5689,-16115.09,631.0341,11811.7779,-2159.5002,59.667801839999996,-4059.4659999999985,-2099.83239816,-6159.298398159999
86,515.476,1425.9647,-1107.9594,0.0,0.0,0.0,-1278.0308,-16214.163,602.1322,11783.3099,-1991.3328,57.88025424,-4273.270400000001,-1933.4525457599998,-6206.7229457600015
87,516.4454,1408.8187,-1103.0777,0.0,0.0,0.0,-1245.8264,-16021.1555,596.6549,11762.0786,-2171.0128,58.85461296,-4086.062,-2112.15818704,-6198.22018704
88,488.4278,1451.6781,-1094.7847,0.0,0.0,0.0,-1261.9963,-16080.1405,611.9771,11774.7571,-2167.1896,59.780182319999994,-4110.081399999997,-2107.40941768,-6217.490817679997
89,486.6379,1397.1127,-1089.4523,0.0,0.0,0.0,-1264.1999,-15951.57,596.9362,11811.0432,-2272.19,59.49663192,-4013.4922000000006,-2212.6933680800003,-6226.185568080001
90,519.0415,1428.1797,-1102.6735,0.0,0.0,0.0,-1278.0512,-15946.3195,605.2496,11697.9477,-2194.7442,58.53560832,-4076.6257000000005,-2136.20859168,-6212.83429168
91,517.8618,1420.3461,-1085.7135,0.0,0.0,0.0,-1252.6775,-16077.4798,606.3549,11772.2471,-2139.8525,57.80803392,-4099.060899999999,-2082.04446608,-6181.105366079999
92,504.5848,1377.454,-1112.9178,0.0,0.0,0.0,-1265.1173,-16115.529,614.8845,11788.1582,-2095.3618,56.02399199999999,-4208.482600000001,-2039.3378080000002,-6247.820408000001
93,506.108,1423.7446,-1118.803,0.0,0.0,0.0,-1248.9336,-16020.353,589.9479,11714.1909,-2164.111,59.44188672,-4154.098200000002,-2104.6691132799997,-6258.767313280002
94,500.9493,1480.5526,-1094.1974,0.0,0.0,0.0,-1255.2753,-16180.8925,600.6361,11737.0633,-2037.4931,58.32103608,-4211.163900000001,-1979.1720639199998,-6190.335963920001
95,513.3023,1356.2414,-1132.4359,0.0,0.0,0.0,-1249.2459,-16228.1724,619.5717,11816.3784,-2032.9878,58.232741759999996,-4304.3604,-1974.7550582400002,-6279.1154582399995
96,534.2564,1443.7929,-1078.089,0.0,0.0,0.0,-1291.1919,-16073.7069,582.0698,11749.2626,-2114.6962,58.84903008,-4133.606100000001,-2055.84716992,-6189.453269920001
97,485.7987,1401.7217,-1110.2978,0.0,0.0,0.0,-1254.7902,-16114.4368,600.4171,11751.492,-2113.2612,59.129766000000004,-4240.095299999997,-2054.131434,-6294.226733999997
98,509.8308,1392.204,-1089.0555,0.0,0.0,0.0,-1255.7712,-16158.5306,603.2796,11730.3276,-2049.879,60.183413279999996,-4267.715299999998,-1989.69558672,-6257.4108867199975
99,529.8807,1447.8455,-1103.1144,0.0,0.0,0.0,-1269.5817,-16281.306,606.8483,11766.2182,-1976.1589,58.891464,-4303.209400000002,-1917.2674359999999,-6220.476836000002
100,494.3244,1458.3385,-1080.5712,0.0,0.0,0.0,-1264.7522,-16210.2858,591.2612,11774.3063,-2049.8658,58.5378936,-4237.378799999999,-1991.3279064,-6228.706706399998
101,503.1688,1426.7949,-1105.2789,0.0,0.0,0.0,-1271.628,-16129.0982,604.6064,11798.3616,-2119.1005,57.636388079999996,-4173.073400000001,-2061.46411192,-6234.537511920002
102,506.4601,1366.9382,-1074.002,0.0,0.0,0.0,-1270.5967,-16112.2368,619.4395,11725.5885,-2063.7799,58.222455839999995,-4238.4092,-2005.55744416,-6243.966644159999
103,495.7499,1500.5738,-1095.0265,0.0,0.0,0.0,-1286.0197,-16100.8489,592.8191,11721.5605,-2076.4536,57.338490959999994,-4171.1918000000005,-2019.1151090399999,-6190.30690904
104,519.1704,1384.5221,-1099.7145,0.0,0.0,0.0,-1281.0555,-15960.7595,592.7419,11762.1518,-2201.4158,58.406697359999995,-4082.943299999999,-2143.00910264,-6225.9524026399995
105,488.9677,1435.1659,-1087.3925,0.0,0.0,0.0,-1270.0327,-15953.2176,598.5715,11768.8272,-2249.8411,59.27578488,-4019.1105000000007,-2190.56531512,-6209.67581512
106,512.5359,1414.8192,-1121.4799,0.0,0.0,0.0,-1224.1887,-16083.4465,608.635,11779.1584,-2171.9829,59.88147192,-4113.966600000002,-2112.10142808,-6226.068028080002
107,520.9414,1379.269,-1111.147,0.0,0.0,0.0,-1289.6588,-15898.7388,612.7222,11776.797,-2303.745,60.14748383999999,-4009.814999999997,-2243.59751616,-6253.412516159997
108,485.1747,1414.8773,-1106.8095,0.0,0.0,0.0,-1301.4737,-16107.705,608.644,11777.4094,-2088.8038,56.378407679999995,-4229.882799999999,-2032.4253923200001,-6262.308192319999
109,532.8737,1391.8267,-1086.557,0.0,0.0,0.0,-1269.5257,-16099.9139,602.7236,11723.2031,-2058.5756,57.18818016,-4205.369500000001,-2001.3874198400001,-6206.756919840001
110,504.1994,1392.2661,-1091.4159,0.0,0.0,0.0,-1277.8907,-16112.5565,604.5576,11800.4565,-2147.7507,57.72268655999999,-4180.3835,-2090.02801344,-6270.411513440001
111,516.856,1396.6377,-1052.3732,0.0,0.0,0.0,-1285.2633,-16090.5322,613.3161,11744.439,-2084.2421,56.52436032,-4156.919899999999,-2027.71773968,-6184.637639679999
112,510.484,1486.2929,-1100.6508,0.0,0.0,0.0,-1286.0546,-15926.3652,610.3604,11778.8595,-2236.293,58.367249279999996,-3927.0738,-2177.92575072,-6104.99955072
113,522.1251,1404.7399,-1089.5865,0.0,0.0,0.0,-1275.829,-16078.1657,596.2188,11809.4803,-2120.1088,57.142077119999996,-4111.017099999999,-2062.96672288,-6173.983822879999
114,469.4344,1448.5571,-1081.8259,0.0,0.0,0.0,-1271.7211,-16171.7104,626.8196,11807.0258,-2054.7033,55.86629472,-4173.420499999998,-1998.83700528,-6172.257505279998
115,486.1484,1430.5121,-1101.7563,0.0,0.0,0.0,-1275.6963,-16075.6573,610.8117,11769.7655,-2147.5259,57.04889688,-4155.872200000002,-2090.47700312,-6246.349203120002
116,523.7206,1426.9643,-1089.448,0.0,0.0,0.0,-1284.634,-16002.2565,589.3119,11742.7532,-2141.0255,58.32125136,-4093.588499999998,-2082.70424864,-6176.292748639998
117,517.6299,1418.0274,-1098.8538,0.0,0.0,0.0,-1277.7643,-16231.0806,614.3708,11812.5893,-2015.8528,58.916339279999995,-4245.081299999998,-1956.9364607199998,-6202.017760719998
118,494.5608,1445.2424,-1085.8866,0.0,0.0,0.0,-1280.3547,-16030.1356,599.3527,11689.8313,-2088.9243,57.22077168,-4167.3897000000015,-2031.70352832,-6199.093228320002
119,491.6476,1441.3752,-1100.7302,0.0,0.0,0.0,-1273.2412,-16197.3764,613.6432,11751.8524,-2016.5558,56.19391488,-4272.8294000000005,-1960.3618851200001,-6233.19128512
120,522.0602,1472.5219,-1088.351,0.0,0.0,0.0,-1273.0198,-16044.1903,617.917,11721.3245,-2150.9065,58.65402312,-4071.7374999999993,-2092.25247688,-6163.98997688
121,521.5174,1376.0042,-1081.2209,0.0,0.0,0.0,-1292.4971,-16032.8071,611.9953,11719.8574,-2119.2147,55.62162359999999,-4177.150799999998,-2063.5930764,-6240.743876399998
122,495.1703,1417.6068,-1095.3409,0.0,0.0,0.0,-1282.1226,-16194.8161,602.4674,11819.5408,-2063.1737,58.752313199999996,-4237.4942999999985,-2004.4213868,-6241.915686799998
123,507.5563,1471.043,-1085.3169,0.0,0.0,0.0,-1290.2884,-16178.17,599.3032,11753.3243,-2022.0527,57.966013440000005,-4222.548499999999,-1964.0866865599999,-6186.635186559999
124,482.2247,1405.2967,-1071.703,0.0,0.0,0.0,-1254.6137,-16158.3674,606.0957,11762.3564,-2052.2059,56.10320928,-4228.7106,-1996.1026907199998,-6224.813290720001
125,490.9261,1444.4243,-1111.8963,0.0,0.0,0.0,-1271.0866,-16131.734,597.9343,11769.7924,-2073.3002,58.07258784,-4211.639799999999,-2015.22761216,-6226.867412159999
126,512.2093,1422.071,-1089.5656,0.0,0.0,0.0,-1237.2386,-16125.8615,623.4548,11777.0747,-2116.5118,57.500798399999994,-4117.8559000000005,-2059.0110016000003,-6176.8669016
127,515.2165,1450.7063,-1091.8344,0.0,0.0,0.0,-1287.9343,-16065.1764,605.6682,11743.8604,-2115.5816,56.3726772,-4129.493700000001,-2059.2089228,-6188.7026228
128,476.9496,1441.6393,-1109.0088,0.0,0.0,0.0,-1264.0908,-16160.5027,604.5399,11751.5616,-2026.6474,56.276388,-4258.911899999999,-1970.371012,-6229.282911999999
129,523.6127,1424.2203,-1110.8418,0.0,0.0,0.0,-1295.4972,-16061.9216,617.4224,11758.2008,-2123.235,54.21446856,-4144.804399999999,-2069.02053144,-6213.82493144
130,488.7506,1398.7473,-1125.9407,0.0,0.0,0.0,-1324.4927,-16268.6913,634.393,11794.756,-1951.7965,54.5879592,-4402.477800000002,-1897.2085407999998,-6299.686340800003
131,534.4366,1467.9451,-1087.6088,0.0,0.0,0.0,-1296.034,-16149.3281,582.3358,11698.9278,-1996.9212,55.54615248,-4249.325600000002,-1941.37504752,-6190.700647520001
132,500.497,1425.0804,-1095.7943,0.0,0.0,0.0,-1320.8218,-16073.4075,611.5263,11768.4694,-2065.8275,54.81566856,-4184.450499999999,-2011.01183144,-6195.462331439999
133,516.8155,1419.5411,-1098.5212,0.0,0.0,0.0,-1297.6234,-16101.9373,615.9564,11742.7286,-2050.9831,55.71307944,-4203.040299999999,-1995.27002056,-6198.310320559998
134,502.4045,1382.3341,-1080.4486,0.0,0.0,0.0,-1296.9932,-16427.3286,621.0409,11807.7668,-1837.1845,53.60638896,-4491.224100000001,-1783.57811104,-6274.802211040002
135,522.1518,1445.5778,-1083.081,0.0,0.0,0.0,-1270.7085,-16163.5264,623.4831,11780.3158,-2066.3043,57.664763279999995,-4145.787399999999,-2008.6395367199998,-6154.426936719999
136,486.2831,1408.9634,-1082.0826,0.0,0.0,0.0,-1296.8932,-16141.5819,607.754,11777.8074,-2055.9143,56.961145439999996,-4239.7498,-1998.9531545599998,-6238.70295456
137,510.6827,1448.6168,-1097.58,0.0,0.0,0.0,-1289.455,-16195.9684,613.7504,11741.8704,-2012.5563,56.1414492,-4268.0831,-1956.4148508,-6224.4979508
