POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,519.9928,1391.1414,-1071.0988,0.0,0.0,0.0,-1278.6005,-16193.6235,612.9212,11779.3972,-1922.76,41.1531,0.0,-4239.870200000001,-1881.6069,-6121.477100000001
1,495.8803,1452.2275,-1090.2786,0.0,0.0,0.0,-1277.1146,-16057.1811,592.4506,11731.0538,-1987.2774,41.807,0.0,-4152.962099999999,-1945.4704,-6098.432499999999
2,507.9511,1428.5482,-1098.1331,0.0,0.0,0.0,-1267.0688,-16189.137,602.1299,11784.0435,-1927.8245,42.2422,0.0,-4231.6662,-1885.5823,-6117.2485
3,500.1806,1382.6371,-1107.9769,0.0,0.0,0.0,-1257.8852,-16107.255,591.9996,11781.8237,-1996.148,42.164,0.0,-4216.4761,-1953.984,-6170.4601
4,491.9628,1418.7018,-1063.537,0.0,0.0,0.0,-1308.9436,-16240.4356,615.0739,11795.4418,-1877.9985,40.7631,0.0,-4291.7359,-1837.2354,-6128.971299999999
5,496.0189,1418.2204,-1111.8411,0.0,0.0,0.0,-1272.884,-16114.6675,606.4224,11722.8004,-1959.0535,41.7899,0.0,-4255.930499999999,-1917.2636,-6173.194099999999
6,483.6714,1439.6082,-1108.0768,0.0,0.0,0.0,-1278.9504,-16114.9555,600.1332,11783.0818,-1955.8142,41.4245,0.0,-4195.488099999999,-1914.3897,-6109.877799999998
7,505.0802,1433.8759,-1105.6632,0.0,0.0,0.0,-1262.7458,-16144.6498,598.027,11761.1178,-1900.9127,40.8396,0.0,-4214.957899999999,-1860.0731,-6075.030999999999
8,520.9519,1478.1261,-1101.6121,0.0,0.0,0.0,-1242.1935,-16014.8589,602.1723,11702.1513,-2033.8535,42.8269,0.0,-4055.2628999999997,-1991.0266,-6046.2895
9,495.9423,1454.5327,-1092.1689,0.0,0.0,0.0,-1253.9899,-16081.7029,602.7028,11732.9965,-1973.4086,42.8588,0.0,-4141.687400000001,-1930.5498,-6072.2372000000005
10,498.8989,1409.7369,-1094.6135,0.0,0.0,0.0,-1270.5437,-16080.6221,607.6546,11809.1265,-2002.2163,41.6726,0.0,-4120.362400000002,-1960.5437,-6080.906100000002
11,493.4806,1393.6514,-1094.9056,0.0,0.0,0.0,-1252.0251,-16234.3547,603.8133,11788.7587,-1893.8147,41.7197,0.0,-4301.581399999999,-1852.0949999999998,-6153.676399999999
12,514.951,1389.2273,-1095.8361,0.0,0.0,0.0,-1283.8007,-16088.1397,599.4131,11772.7537,-1973.8046,41.5809,0.0,-4191.431400000001,-1932.2237,-6123.655100000001
13,481.5244,1416.5353,-1084.7996,0.0,0.0,0.0,-1273.578,-16282.5693,610.3604,11808.3808,-1871.2193,40.551,0.0,-4324.145999999997,-1830.6683,-6154.814299999996
14,506.0386,1431.3079,-1080.3396,0.0,0.0,0.0,-1255.7606,-16128.6312,598.2143,11783.7527,-2000.0917,41.6351,0.0,-4145.417900000002,-1958.4566,-6103.874500000002
15,525.5155,1371.3594,-1062.9133,0.0,0.0,0.0,-1279.5299,-16130.3402,605.1339,11749.999,-1934.825,41.5917,0.0,-4220.775600000001,-1893.2333,-6114.008900000001
16,497.0299,1437.9316,-1103.6389,0.0,0.0,0.0,-1254.3132,-16146.0859,603.2593,11827.8532,-2019.0773,41.6134,0.0,-4137.964,-1977.4639,-6115.4279
17,481.6105,1453.0934,-1062.0286,0.0,0.0,0.0,-1282.572,-16037.9708,604.6686,11723.1047,-2035.7541,41.6216,0.0,-4120.0942,-1994.1325000000002,-6114.226699999999
18,488.9491,1448.1943,-1085.5528,0.0,0.0,0.0,-1281.5915,-15963.5958,595.3279,11737.4781,-2091.2864,41.6121,0.0,-4060.7906999999977,-2049.6743,-6110.464999999997
19,486.9025,1406.0116,-1087.9485,0.0,0.0,0.0,-1260.0506,-16122.8913,613.1939,11765.4765,-1988.9413,41.3054,0.0,-4199.305899999998,-1947.6359,-6146.941799999998
20,521.9003,1414.8361,-1069.5164,0.0,0.0,0.0,-1227.7965,-16176.6244,615.7498,11747.5615,-1947.8124,41.7665,0.0,-4173.8896,-1906.0459,-6079.9355000000005
21,500.2316,1429.3478,-1094.3398,0.0,0.0,0.0,-1284.8526,-16117.9459,598.4793,11834.3289,-1998.757,41.379,0.0,-4134.7507000000005,-1957.3780000000002,-6092.1287
22,540.3185,1401.3508,-1076.7141,0.0,0.0,0.0,-1252.8669,-16133.2851,608.8818,11700.3679,-1933.7593,41.8277,0.0,-4211.947099999999,-1891.9316,-6103.878699999999
23,551.2845,1453.8494,-1066.1009,0.0,0.0,0.0,-1249.2898,-16144.6254,597.7442,11668.3473,-1884.8415,42.3694,0.0,-4188.790700000001,-1842.4721,-6031.262800000002
24,536.2753,1454.6747,-1095.9898,0.0,0.0,0.0,-1252.9048,-16009.3012,596.2046,11753.6428,-2019.1482,41.6107,0.0,-4017.3984,-1977.5375000000001,-5994.9358999999995
25,508.8588,1481.783,-1123.4992,0.0,0.0,0.0,-1228.5307,-16002.5106,596.6829,11651.3222,-1958.3456,42.4324,0.0,-4115.893599999999,-1915.9132000000002,-6031.8068
26,526.6323,1418.3719,-1092.9518,0.0,0.0,0.0,-1258.4207,-16155.6428,601.98,11739.3616,-1903.7701,41.4122,0.0,-4220.6695,-1862.3579,-6083.0274
