POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,519.9928,1391.1414,-1071.0988,0.0,0.0,0.0,-1278.6005,-16193.6235,612.9212,11779.3972,-1922.76,1235.6042,-751.7332,-4239.870200000001,-1438.8890000000001,-5678.759200000001
1,495.8803,1452.2275,-1090.2786,0.0,0.0,0.0,-1277.1146,-16057.1811,592.4506,11731.0538,-1987.2774,1241.7939,-749.8931,-4152.962099999999,-1495.3766,-5648.338699999999
2,507.9511,1428.5482,-1098.1331,0.0,0.0,0.0,-1267.0688,-16189.137,602.1299,11784.0435,-1927.8245,1243.7218,-754.7797,-4231.6662,-1438.8824,-5670.548599999999
3,500.1806,1382.6371,-1107.9769,0.0,0.0,0.0,-1257.8852,-16107.255,591.9996,11781.8237,-1996.148,1245.1912,-762.2237,-4216.4761,-1513.1805,-5729.6566
4,491.9628,1418.7018,-1063.537,0.0,0.0,0.0,-1308.9436,-16240.4356,615.0739,11795.4418,-1877.9985,1236.0531,-745.3214,-4291.7359,-1387.2667999999999,-5679.002699999999
5,496.0189,1418.2204,-1111.8411,0.0,0.0,0.0,-1272.884,-16114.6675,606.4224,11722.8004,-1959.0535,1240.934,-759.0434,-4255.930499999999,-1477.1629,-5733.093399999998
6,483.6714,1439.6082,-1108.0768,0.0,0.0,0.0,-1278.9504,-16114.9555,600.1332,11783.0818,-1955.8142,1237.9242,-756.1852,-4195.488099999999,-1474.0752000000002,-5669.563299999998
7,505.0802,1433.8759,-1105.6632,0.0,0.0,0.0,-1262.7458,-16144.6498,598.027,11761.1178,-1900.9127,1235.9302,-755.2981,-4214.957899999999,-1420.2806,-5635.2384999999995
8,520.9519,1478.1261,-1101.6121,0.0,0.0,0.0,-1242.1935,-16014.8589,602.1723,11702.1513,-2033.8535,1258.2984,-777.1215,-4055.2628999999997,-1552.6766,-5607.9395
9,495.9423,1454.5327,-1092.1689,0.0,0.0,0.0,-1253.9899,-16081.7029,602.7028,11732.9965,-1973.4086,1256.1107,-777.3494,-4141.687400000001,-1494.6473,-5636.3347
10,498.8989,1409.7369,-1094.6135,0.0,0.0,0.0,-1270.5437,-16080.6221,607.6546,11809.1265,-2002.2163,1246.0701,-758.2576,-4120.362400000002,-1514.4038,-5634.766200000002
11,493.4806,1393.6514,-1094.9056,0.0,0.0,0.0,-1252.0251,-16234.3547,603.8133,11788.7587,-1893.8147,1237.8864,-758.7015,-4301.581399999999,-1414.6297999999997,-5716.211199999999
12,514.951,1389.2273,-1095.8361,0.0,0.0,0.0,-1283.8007,-16088.1397,599.4131,11772.7537,-1973.8046,1238.9873,-751.4349,-4191.431400000001,-1486.2522,-5677.683600000001
13,481.5244,1416.5353,-1084.7996,0.0,0.0,0.0,-1273.578,-16282.5693,610.3604,11808.3808,-1871.2193,1229.6932,-746.9868,-4324.145999999997,-1388.5129000000002,-5712.658899999997
14,506.0386,1431.3079,-1080.3396,0.0,0.0,0.0,-1255.7606,-16128.6312,598.2143,11783.7527,-2000.0917,1240.5749,-754.3568,-4145.417900000002,-1513.8736,-5659.291500000001
15,525.5155,1371.3594,-1062.9133,0.0,0.0,0.0,-1279.5299,-16130.3402,605.1339,11749.999,-1934.825,1243.3627,-755.6762,-4220.775600000001,-1447.1385,-5667.914100000001
16,497.0299,1437.9316,-1103.6389,0.0,0.0,0.0,-1254.3132,-16146.0859,603.2593,11827.8532,-2019.0773,1240.0977,-759.0405,-4137.964,-1538.0200999999997,-5675.9841
17,481.6105,1453.0934,-1062.0286,0.0,0.0,0.0,-1282.572,-16037.9708,604.6686,11723.1047,-2035.7541,1237.8202,-755.5358,-4120.0942,-1553.4697,-5673.563899999999
18,488.9491,1448.1943,-1085.5528,0.0,0.0,0.0,-1281.5915,-15963.5958,595.3279,11737.4781,-2091.2864,1238.4203,-754.6047,-4060.7906999999977,-1607.4708,-5668.261499999998
