GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
0,515.1198,1381.9862,-1071.1529,0.0,0.0,0.0,-1275.9982,-15987.9038,609.1844,11553.55,-1928.7441,58.95403056,-6.9347,-4275.2145,-1869.7900694399998,-6151.939269439999
1,488.5434,1442.556,-1088.7813,0.0,0.0,0.0,-1274.8527,-15854.1107,588.3973,11501.3094,-2007.2097,58.46476248,0.2444,-4196.9385999999995,-1948.7449375200001,-6145.43913752
2,503.2084,1420.2256,-1094.2378,0.0,0.0,0.0,-1265.1077,-15979.4776,597.0418,11551.5666,-1924.6775,59.97796992,-5.5326,-4266.780700000001,-1864.69953008,-6137.012830080001
3,494.9629,1373.6829,-1106.1648,0.0,0.0,0.0,-1255.448,-15885.5182,587.0384,11553.5397,-2013.2417,60.08149224,-2.7397,-4237.907100000002,-1953.16020776,-6193.807007760002
4,488.1213,1406.569,-1063.2565,0.0,0.0,0.0,-1306.4998,-16022.6941,610.6951,11566.9233,-1874.525,57.98823984,-9.8882,-4320.141699999998,-1816.53676016,-6146.566660159999
5,492.4395,1412.3251,-1111.928,0.0,0.0,0.0,-1270.4189,-15908.4815,602.361,11497.2994,-1966.6892,59.680242719999995,-9.2647,-4286.403399999999,-1907.00895728,-6202.677057279999
6,476.9609,1430.9419,-1105.7987,0.0,0.0,0.0,-1276.3777,-15901.7112,596.0449,11552.2465,-1959.4127,58.841202239999994,-7.1885,-4227.6934,-1900.57149776,-6135.45339776
7,499.4902,1424.6357,-1102.3727,0.0,0.0,0.0,-1260.237,-15930.6456,594.284,11530.4597,-1914.0559,57.32485704,-6.9524,-4244.385700000001,-1856.73104296,-6108.069142960001
8,514.5189,1472.4889,-1102.5879,0.0,0.0,0.0,-1239.6434,-15802.7047,597.6509,11476.0712,-2042.1718,62.72952119999999,-9.4148,-4084.2060999999994,-1979.4422788000002,-6073.063178799999
9,490.4983,1445.8948,-1094.4878,0.0,0.0,0.0,-1251.4333,-15882.2099,598.9783,11506.6918,-1984.8036,62.29177487999999,4.4797,-4186.067799999999,-1922.51182512,-6104.099925119999
10,493.533,1401.9298,-1093.7162,0.0,0.0,0.0,-1268.0227,-15868.8701,603.8706,11579.7774,-2037.639,59.51045376,-11.898,-4151.4982,-1978.1285462399999,-6141.52474624
11,487.4161,1386.3989,-1092.8568,0.0,0.0,0.0,-1249.4499,-16026.0256,599.7969,11557.495,-1893.926,59.364668879999996,-10.3857,-4337.225399999999,-1834.56133112,-6182.172431119999
12,508.2737,1379.739,-1093.5673,0.0,0.0,0.0,-1281.1513,-15875.0859,595.0928,11540.9502,-1990.893,58.33578312,3.5279,-4225.748799999999,-1932.55721688,-6154.778116879999
13,475.9698,1407.9219,-1085.3064,0.0,0.0,0.0,-1271.2368,-16084.8435,606.1754,11577.951,-1859.3218,56.818449359999995,5.4799,-4373.3686,-1802.50335064,-6170.392050639999
